DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA4STREET,PARTA4CITY,PARTA4STATE,PARTA4ZIP,PARTA5COMMODITY,PARTA7INTER,PARTA7INTRA,PARTBHCAOFFSHORE,PARTBHCAONSHORE,PARTBHCATOTAL,PARTCONNG,PARTCONPG,PARTCONSG,PARTCONHG,PARTCONLFG,PARTCONOG,PARTCOFFNG,PARTCOFFPG,PARTCOFFSG,PARTCOFFHG,PARTCOFFLFG,PARTCOFFOG,PARTCOGNAME,PARTCCHECK,PARTDTONCPB,PARTDTONCPC,PARTDTONCUB,PARTDTONCUC,PARTDTONCI,PARTDTONWI,PARTDTONP,PARTDTONC,PARTDTONO,PARTDTONTOTAL,PARTDTOFFCPB,PARTDTOFFCPC,PARTDTOFFCUB,PARTDTOFFCUC,PARTDTOFFCI,PARTDTOFFWI,PARTDTOFFP,PARTDTOFFC,PARTDTOFFO,PARTDTOFFTOTAL,PARTDTCPBTOTAL,PARTDTCPCTOTAL,PARTDTCUBTOTAL,PARTDTCUCTOTAL,PARTDTCITOTAL,PARTDTWITOTAL,PARTDTPTOTAL,PARTDTCTOTAL,PARTDTOTOTAL,PARTDTTOTAL,PARTDGONTACPB,PARTDGONTACPC,PARTDGONTACUB,PARTDGONTACUC,PARTDGONTACI,PARTDGONTAWI,PARTDGONTAP,PARTDGONTAC,PARTDGONTAO,PARTDGONATOTAL,PARTDGONTBCPB,PARTDGONTBCPC,PARTDGONTBCUB,PARTDGONTBCUC,PARTDGONTBCI,PARTDGONTBWI,PARTDGONTBP,PARTDGONTBC,PARTDGONTBO,PARTDGONBTOTAL,PARTDGOFFCPB,PARTDGOFFCPC,PARTDGOFFCUB,PARTDGOFFCUC,PARTDGOFFCI,PARTDGOFFWI,PARTDGOFFP,PARTDGOFFC,PARTDGOFFO,PARTDGOFFTOTAL,PARTDGCPBTOTAL,PARTDGCPCTOTAL,PARTDGCUBTOTAL,PARTDGCUCTOTAL,PARTDGCITOTAL,PARTDGWITOTAL,PARTDGPTOTAL,PARTDGCTOTAL,PARTDGOTOTAL,PARTDGTOTAL,PARTDCPBTOTAL,PARTDCPCTOTAL,PARTDCUBTOTAL,PARTDCUCTOTAL,PARTDCITOTAL,PARTDWITOTAL,PARTDPTOTAL,PARTDCTOTAL,PARTDOTOTAL,PARTDTOTALMILES,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE,FORM_REV
03/01/22,2018,20190885,39793,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",5400 WESTHEIMER COURT,HOUSTON,TX,77056,Natural Gas,"CONNECTICUT, MASSACHUSETTS, NEW JERSEY, NEW YORK, OCS-Atlantic, RHODE ISLAND",,2.75,344.36,347.11,893941,,,,,,,,,,,,,No,0,1085.19,0,0,0,0,0,0,0,1085.19,0,45.44,0,0,0,0,0,0,0,45.44,0,1130.63,0,0,0,0,0,0,0,1130.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1130.63,0,0,0,0,0,0,0,1130.63,SUPPLEMENTAL,3/14/2019,8/27/2021,7100.2-1 (Rev. 10-2014)
03/01/22,2018,20190375,36618,383,AMARILLO NATURAL GAS INC,2915 WEST INTERSTATE 40,AMARILLO,TX,79109,Natural Gas,,"KANSAS, TEXAS",0,0,0,3681.545,,,,,,,,,,,,,No,0,14.23,0,0,0,0,1.72,0,0,15.95,0,0,0,0,0,0,0,0,0,0,0,14.23,0,0,0,0,1.72,0,0,15.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.23,0,0,0,0,1.72,0,0,15.95,SUPPLEMENTAL,3/7/2019,10/28/2019,7100.2-1 (Rev. 10-2014)
03/01/22,2018,20190580,35924,402,"MARKWEST ENERGY EAST TEXAS GAS COMPANY, L.L.C.","1515 Arapahoe Street TOWER 1, SUITE 1600",Denver,CO,80202,Natural Gas,,TEXAS,0,0,0,,,,,,,,,,,,,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.79,0,0,0,0,0,0,0,20.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.79,0,0,0,0,0,0,0,20.79,0,20.79,0,0,0,0,0,0,0,20.79,INITIAL,3/12/2019,3/12/2019,7100.2-1 (Rev. 10-2014)
03/01/22,2018,20190868,36221,405,ANR PIPELINE CO,700 LOUISIANA STREET,HOUSTON,TX,77002,Natural Gas,"ARKANSAS, ILLINOIS, INDIANA, IOWA, KANSAS, KENTUCKY, LOUISIANA, MICHIGAN, MISSISSIPPI, MISSOURI, NEBRASKA, OHIO, OKLAHOMA, TENNESSEE, TEXAS, WISCONSIN",MICHIGAN,0,375.932,375.932,1896173,0,0,0,0,0,,,,,,,,No,0,9253.076,0,0,0,0,0,0,0,9253.076,0,0,0,0,0,0,0,0,0,0,0,9253.076,0,0,0,0,0,0,0,9253.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9253.076,0,0,0,0,0,0,0,9253.076,INITIAL,3/14/2019,3/14/2019,7100.2-1 (Rev. 10-2014)
03/01/22,2018,20190987,36977,473,ANADARKO PETROLEUM CORP,"1201 LAKE ROBBINS DR. POB 1330, HOUSTON, 77251-1330",THE WOODLANDS,TX,77380,Natural Gas,"NEW MEXICO, TEXAS, WYOMING","COLORADO, UTAH, WYOMING",0,0.33,0.33,42988876,0,0,0,0,0,,,,,,,,No,0,337.43,0,0,0,0,0,0,0,337.43,0,0,0,0,0,0,0,0,0,0,0,337.43,0,0,0,0,0,0,0,337.43,0,403.9,0,0,0,0,24.2,0,2.3,430.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403.9,0,0,0,0,24.2,0,2.3,430.4,0,741.33,0,0,0,0,24.2,0,2.3,767.83,SUPPLEMENTAL,3/15/2019,2/26/2020,7100.2-1 (Rev. 10-2014)
03/01/22,2018,20190237,35552,515,DAKOTA GASIFICATION COMPANY,DAKOTA GASIFICATION COMPANY 1717 EAST INTERSTATE AVENUE,BISMARCK,ND,58503-0564,Synthetic Gas,,NORTH DAKOTA,0,0,0,,,60367.7,,,,,,,,,,,No,0,39.38,0,0.39,0,0,0,0,0,39.77,0,0,0,0,0,0,0,0,0,0,0,39.38,0,0.39,0,0,0,0,0,39.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.38,0,0.39,0,0,0,0,0,39.77,INITIAL,3/5/2019,3/5/2019,7100.2-1 (Rev. 10-2014)
03/01/22,2018,20190443,35780,570,FERNDALE PIPELINE SYSTEM,30 S WACKER DRIVE,CHICAGO,IL,60606,Natural Gas,,WASHINGTON,0,2,2,14234,,,,,,,,,,,,,No,0,36.2,0,0,0,0,0,0,0,36.2,0,0,0,0,0,0,0,0,0,0,0,36.2,0,0,0,0,0,0,0,36.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.2,0,0,0,0,0,0,0,36.2,INITIAL,3/11/2019,3/11/2019,7100.2-1 (Rev. 10-2014)
03/01/22,2018,20190592,36593,585,ARGYLE MUNICIPAL GAS SYSTEM,PO BOX 288,ARGYLE,MN,56713,Natural Gas,,MINNESOTA,0,0,0,,,,,,,,,,,,,,No,0,2.1,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,2.1,SUPPLEMENTAL,3/12/2019,8/8/2019,7100.2-1 (Rev. 10-2014)
03/01/22,2018,20190641,35987,602,"ENABLE GAS TRANSMISSION, LLC",211 NORTH ROBINSON AVENUE ROOM 150,OKLAHOMA CITY,OK,73102,Natural Gas,"ARKANSAS, KANSAS, LOUISIANA, MISSISSIPPI, MISSOURI, OKLAHOMA, TENNESSEE, TEXAS",,0,84.57,84.57,1146390,,,,,,,,,,,,,No,148.99,5721.02,3.08,0.25,0,0,24.15,0,0,5897.49,0,0,0,0,0,0,0,0,0,0,148.99,5721.02,3.08,0.25,0,0,24.15,0,0,5897.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.99,5721.02,3.08,0.25,0,0,24.15,0,0,5897.49,INITIAL,3/13/2019,3/13/2019,7100.2-1 (Rev. 10-2014)
03/01/22,2018,20190314,35647,603,CENTERPOINT ENERGY RESOURCES CORP.,1111 LOUISIANA ST.,HOUSTON,TX,77002,Natural Gas,,"ARKANSAS, OKLAHOMA",0,9.44,9.44,,,,,,,,,,,,,,No,0,89.25,0,0,0,0,0,0,0,89.25,0,0,0,0,0,0,0,0,0,0,0,89.25,0,0,0,0,0,0,0,89.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.25,0,0,0,0,0,0,0,89.25,INITIAL,3/6/2019,3/6/2019,7100.2-1 (Rev. 10-2014)
03/01/22,2018,20190941,36299,621,ARKANSAS OKLAHOMA GAS CORP,7810 SHAFFER PARKWAY SUITE 120,LITTLETON,CO,80127,Natural Gas,,"ARKANSAS, OKLAHOMA",0,5.68,5.68,,,,,,,,,,,,,,Yes,5.452,121.175,0,0,0,0,0,0,0,126.627,0,0,0,0,0,0,0,0,0,0,5.452,121.175,0,0,0,0,0,0,0,126.627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.452,121.175,0,0,0,0,0,0,0,126.627,INITIAL,3/15/2019,3/15/2019,7100.2-1 (Rev. 10-2014)
03/01/22,2018,20190854,36207,660,"ARLINGTON ENERGY GROUP, LLC",P.O. BOX 131,MAGEE,MS,39111,Natural Gas,,MISSISSIPPI,0,0,0,264,,,,,,,,,,,,,No,0,22,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,22,INITIAL,3/14/2019,3/14/2019,7100.2-1 (Rev. 10-2014)
03/01/22,2018,20190626,35972,792,ATLANTA GAS LIGHT CO,10 PEACHTREE PLACE NE,ATLANTA,GA,30309,Landfill Gas,,GEORGIA,0,6.4,6.4,,,,,,,,,,,,,,Yes,0,0.2,0,0,0,0,6.3,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,6.3,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,6.3,0,0,6.5,INITIAL,3/12/2019,3/12/2019,7100.2-1 (Rev. 10-2014)
03/01/22,2018,20190627,38516,792,ATLANTA GAS LIGHT CO,10 PEACHTREE PLACE NE,ATLANTA,GA,30309,Natural Gas,,GEORGIA,0,447.1,447.1,,,,,,,,,,,,,,Yes,0,1039.1,0,0,0,0,0,0,0,1039.1,0,0,0,0,0,0,0,0,0,0,0,1039.1,0,0,0,0,0,0,0,1039.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1039.1,0,0,0,0,0,0,0,1039.1,SUPPLEMENTAL,3/12/2019,2/23/2021,7100.2-1 (Rev. 10-2014)
03/01/22,2018,20190509,35847,840,MOJAVE PIPELINE OPERATING COMPANY,"1001 LOUISIANA ST, SUITE 1000",HOUSTON,TX,77002,Natural Gas,"ARIZONA, CALIFORNIA",,0,11.51,11.51,144410,,,,,,,,,,,,,No,0,561.58,0,0,0,0,0,0,0,561.58,0,0,0,0,0,0,0,0,0,0,0,561.58,0,0,0,0,0,0,0,561.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561.58,0,0,0,0,0,0,0,561.58,INITIAL,3/11/2019,3/11/2019,7100.2-1 (Rev. 10-2014)
03/01/22,2018,20190897,36372,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,9811 KATY FREEWAY  SUITE 100,HOUSTON,TX,77024,Hydrogen Gas,,"LOUISIANA, TEXAS",0,6.28,6.28,,,,,,,,,,,,,,No,0,325.88,0,0,0,0,0,0,0,325.88,0,0,0,0,0,0,0,0,0,0,0,325.88,0,0,0,0,0,0,0,325.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325.88,0,0,0,0,0,0,0,325.88,SUPPLEMENTAL,3/14/2019,3/15/2019,7100.2-1 (Rev. 10-2014)
03/01/22,2018,20190894,36250,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,9811 KATY FREEWAY  SUITE 100,HOUSTON,TX,77024,Natural Gas,,TEXAS,0,0,0,,,,,,,,,,,,,,No,0,0.987,0,0,0,0,0,0,0,0.987,0,0,0,0,0,0,0,0,0,0,0,0.987,0,0,0,0,0,0,0,0.987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.987,0,0,0,0,0,0,0,0.987,INITIAL,3/14/2019,3/14/2019,7100.2-1 (Rev. 10-2014)
03/01/22,2018,20190896,36252,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,9811 KATY FREEWAY  SUITE 100,HOUSTON,TX,77024,Synthetic Gas,,TEXAS,0,0,0,,,,,,,,,,,,,,No,0,42.86,0,0,0,0,0,0,0,42.86,0,0,0,0,0,0,0,0,0,0,0,42.86,0,0,0,0,0,0,0,42.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.86,0,0,0,0,0,0,0,42.86,INITIAL,3/14/2019,3/14/2019,7100.2-1 (Rev. 10-2014)
03/01/22,2018,20190682,36029,844,KERN RIVER GAS TRANSMISSION CO,2755 EAST COTTONWOOD PARKWAY SUITE 300,SALT LAKE CITY,UT,84121,Natural Gas,"CALIFORNIA, NEVADA, UTAH, WYOMING",,0,102.389,102.389,804340,,,,,,,,,,,,,No,0,1417.382,0,0,0,0,0,0,0,1417.382,0,0,0,0,0,0,0,0,0,0,0,1417.382,0,0,0,0,0,0,0,1417.382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1417.382,0,0,0,0,0,0,0,1417.382,INITIAL,3/13/2019,3/13/2019,7100.2-1 (Rev. 10-2014)
03/01/22,2018,20190575,35919,860,"FAIRBANK, CITY OF",116 EAST MAIN STREET,FAIRBANK,IA,50629,Natural Gas,,IOWA,0,0,0,,,,,,,,,,,,,,Yes,0,0.292,0,0,0,0,7.782,0,0,8.074,0,0,0,0,0,0,0,0,0,0,0,0.292,0,0,0,0,7.782,0,0,8.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292,0,0,0,0,7.782,0,0,8.074,INITIAL,3/12/2019,3/12/2019,7100.2-1 (Rev. 10-2014)
03/01/22,2018,20190719,36068,872,LAFITTE GAS PIPELINE,1293 ELDRIDGE PARKWAY,HOUSTON,TX,77077,Hydrogen Gas,,LOUISIANA,0,0,0,,,,13342,,,,,,,,,,No,0,0.736,0,5.153,0,0,0,0,0,5.889,0,0,0,0,0,0,0,0,0,0,0,0.736,0,5.153,0,0,0,0,0,5.889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.736,0,5.153,0,0,0,0,0,5.889,INITIAL,3/13/2019,3/13/2019,7100.2-1 (Rev. 10-2014)
03/01/22,2018,20190720,36069,872,LAFITTE GAS PIPELINE,1293 ELDRIDGE PARKWAY,HOUSTON,TX,77077,Natural Gas,,LOUISIANA,0,1.105,1.105,13241,,,,,,,,,,,,,No,0,5.722,0,0,0,0,0,0,0,5.722,0,0,0,0,0,0,0,0,0,0,0,5.722,0,0,0,0,0,0,0,5.722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.722,0,0,0,0,0,0,0,5.722,INITIAL,3/13/2019,3/13/2019,7100.2-1 (Rev. 10-2014)
03/01/22,2018,20190936,36294,878,"JEFFERSON GAS, LLC",PO BOX 35,WINCHESTER,KY,40392,Natural Gas,,KENTUCKY,0,0,0,552,,,,,,,,,,,,,No,23,21,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,23,21,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,18,41,21,0,0,0,0,0,0,0,62,INITIAL,3/15/2019,3/15/2019,7100.2-1 (Rev. 10-2014)
