DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTF1A,PARTF1B,PARTF1C,PARTF1D,PARTF1DOTH,PARTF1E,PARTF2A,PARTF2B,PARTF2C,PARTF2C1,PARTF2C2,PARTF2C3,PARTF2C4,PARTF3A,PARTF3B,PARTF3C,PARTF3D,PARTF4A,PARTF4A1,PARTF4A2,PARTF4A3,PARTF4B,PARTF4B1,PARTF4B2,PARTF4B3,PARTF4C,PARTF4C1,PARTF4C2,PARTF4C3,PARTF4C4,PARTF5A,PARTF5AOTH,PARTF5B,PARTF5C,PARTF5C1,PARTF5C2,PARTF5C3,PARTF5C4,PARTF6A,PARTF6B,PARTF6C,PARTF6D,PARTF6E,PARTGMBA,PARTGMRC,PARTGTOTMILES
03/01/22,2017,20186717,33907,603,CENTERPOINT ENERGY RESOURCES CORP.,Natural Gas,INTRASTATE,OKLAHOMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/22,2017,20187482,34723,621,ARKANSAS OKLAHOMA GAS CORP,Natural Gas,INTRASTATE,OKLAHOMA,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,
03/01/22,2017,20187519,34777,660,"ARLINGTON ENERGY GROUP, LLC",Natural Gas,INTRASTATE,MISSISSIPPI,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,0,0,,,,,,
03/01/22,2017,20187154,38521,792,ATLANTA GAS LIGHT CO,Landfill Gas,INTRASTATE,GEORGIA,0.202,0.202,0,0,,0.404,0,0,0,0,0,0,0,0,0,0,0,0.006,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.41,0,0,0,0,0.127,0,0.127
03/01/22,2017,20187161,38517,792,ATLANTA GAS LIGHT CO,Natural Gas,INTRASTATE,GEORGIA,87.002,87.002,0,0,,174.004,0,0,0,0,0,0,0,0.033,0,0,0,183.496,91.748,91.748,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,357.533,0,0,25,0,0.033,52.377,52.41
03/01/22,2017,20187105,34322,840,MOJAVE PIPELINE OPERATING COMPANY,Natural Gas,INTERSTATE,,63.21,63.21,0,0,,126.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,126.42,0,0,0,0,0,0.46,0.46
03/01/22,2017,20187508,34766,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,Hydrogen Gas,INTRASTATE,TEXAS,24.85,24.85,,,,49.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,49.7,1,0,0,0,,,
03/01/22,2017,20187393,34631,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,Synthetic Gas,INTRASTATE,TEXAS,,,,,,,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,0,0,,,,,,
03/01/22,2017,20187336,34569,844,KERN RIVER GAS TRANSMISSION CO,Natural Gas,INTERSTATE,,185.68,185.68,0,0,0,371.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371.36,0,0,0,0,0,77.2,77.2
03/01/22,2017,20187011,35117,857,"MARKWEST PINNACLE PNG UTILITY, LLC",Natural Gas,INTRASTATE,TEXAS,32.69,32.69,0,0,,65.38,0,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,65.38,2,0,,,,,
03/01/22,2017,20186872,34069,860,"FAIRBANK, CITY OF",Natural Gas,INTRASTATE,IOWA,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
03/01/22,2017,20187512,34770,872,LAFITTE GAS PIPELINE,Hydrogen Gas,INTRASTATE,LOUISIANA,,,,,,,,,,,,,,0.22,0,0,0,,,,,,,,,,,,,,,,,,,,,,0.22,0,0,0,0,0,0.138,0.138
03/01/22,2017,20187510,34768,872,LAFITTE GAS PIPELINE,Natural Gas,INTRASTATE,LOUISIANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/22,2017,20186613,33791,878,"JEFFERSON GAS, LLC",Natural Gas,INTRASTATE,KENTUCKY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/22,2017,20186845,34041,899,5P GAS PIPELINE COMPANY,Natural Gas,INTRASTATE,TEXAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/22,2017,20186535,33709,929,"SEBRING GAS SYSTEM, INC",Natural Gas,INTRASTATE,FLORIDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/22,2017,20186459,33621,952,ENERFIN RESOURCES II-92 LIMITED PARTNERSHIP,Natural Gas,INTRASTATE,TEXAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/22,2017,20186533,33707,967,"PINEDALE NATURAL GAS, INC",Natural Gas,INTRASTATE,WYOMING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/22,2017,20186504,33672,977,"LAKIN, CITY OF",Natural Gas,INTRASTATE,KANSAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/22,2017,20187265,34494,978,LAWRENCE PAPER CO,Natural Gas,INTRASTATE,KANSAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.779,Leak Survey,,,,,,,0.779,,,,,0,0,0
03/01/22,2017,20187155,34374,980,APPALACHIAN NATURAL GAS DISTRIBUTION COMPANY,Natural Gas,INTRASTATE,VIRGINIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/22,2017,20187292,34521,993,CROSSROADS PIPELINE COMPANY,Natural Gas,INTERSTATE,,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/22,2017,20187163,34382,997,MIDWAY SUNSET COGENERATION CO,Natural Gas,INTERSTATE,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,4,Leak Survey,,,,,,,8,,,,,,,
03/01/22,2017,20187520,34778,1007,"TALLGRASS INTERSTATE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,,76.92,76.92,,,,153.84,18,5,1,0,0,0,1,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,154.69,5,1,0,0,,,
03/01/22,2017,20187199,34421,1088,BALTIMORE GAS AND ELECTRIC COMPANY,Natural Gas,INTRASTATE,MARYLAND,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,28,0,0,,,0.462,8.257,8.719
03/01/22,2017,20187208,34431,1209,COLUMBIA GAS OF MASSACHUSETTS,Natural Gas,INTRASTATE,MASSACHUSETTS,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,0,0,0,0,0,0,0,0
03/01/22,2017,20187065,34282,1217,BEAR CREEK STORAGE CO,Natural Gas,INTERSTATE,,0,0,0,0,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,
03/01/22,2017,20186380,33520,1232,BEDFORD NATURAL GAS SYSTEM,Natural Gas,INTRASTATE,IOWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,foot patrol,,,,,,,17,,,,,,,
03/01/22,2017,20186450,33612,1486,BLACK WARRIOR TRANSMISSION CORP,Natural Gas,INTRASTATE,ALABAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,Survey,,,,,,,11,,,,,,,
03/01/22,2017,20186523,34835,1552,BLUE DOLPHIN PIPELINE COMPANY,Natural Gas,INTERSTATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/22,2017,20186983,34192,1640,BOSTON GAS CO,Natural Gas,INTRASTATE,MASSACHUSETTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/22,2017,20186346,36532,1700,BRAZOS ELECTRIC POWER COOPERATIVE INC,Natural Gas,INTRASTATE,TEXAS,9.9,9.9,9.9,,,29.7,0,,0,,,,0,0,,,,,,,,,,,,0,,,,0,0,,,,,,,,29.7,,0,,,,,
03/01/22,2017,20186461,33623,1752,BRIGHTON MUNICIPAL GAS SYSTEM,Natural Gas,INTRASTATE,IOWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/22,2017,20186978,34187,1800,KEYSPAN ENERGY DELIVERY - NY CITY,Natural Gas,INTRASTATE,NEW YORK,0.93,0.93,0,0,,1.86,10,7,7,1,0,0,6,0,0,0,0,7.45,7.45,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,9.31,7,7,1,0,0,8.38,8.38
03/01/22,2017,20187424,34664,1845,"BUCKEYE PARTNERS, LP",Natural Gas,INTRASTATE,TEXAS,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,0,0,0,,,0,0,0
03/01/22,2017,20187233,34460,2066,CAPE COD GAS CO (DIV OF COLONIAL GAS CO),Natural Gas,INTRASTATE,MASSACHUSETTS,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,
03/01/22,2017,20187134,34353,2128,CASCADE NATURAL GAS CORP,Natural Gas,INTRASTATE,OREGON,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/22,2017,20187134,34353,2128,CASCADE NATURAL GAS CORP,Natural Gas,INTRASTATE,WASHINGTON,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/22,2017,20187314,34545,2180,CENTRAL CITY GAS SYSTEM DEPT,Natural Gas,INTRASTATE,NEBRASKA,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,
03/01/22,2017,20186782,33976,2188,CENTRAL FLORIDA GAS CORP,Natural Gas,INTRASTATE,FLORIDA,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,0,0,0,,,,,
03/01/22,2017,20187260,34489,2196,CENTRAL HUDSON GAS & ELECTRIC CORP,Natural Gas,INTRASTATE,NEW YORK,,,,,,,,,,,,,,,,,,2.88,2.88,,,,,,,,,,,,,,,,,,,,2.88,,,,,0,2.88,2.88
03/01/22,2017,20186528,33703,2256,"CHANUTE, CITY OF",Natural Gas,INTRASTATE,KANSAS,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
03/01/22,2017,20186993,34202,2288,CHATTANOOGA GAS CO,Natural Gas,INTRASTATE,TENNESSEE,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,
03/01/22,2017,20186552,33727,2304,CHILDERSBURG GAS BOARD,Natural Gas,INTRASTATE,ALABAMA,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,Sniff Test,0,,,,,,28,0,0,,,,,
03/01/22,2017,20187211,34438,2364,DUKE ENERGY OHIO,Natural Gas,INTRASTATE,OHIO,17.09,17.09,17.09,0,,51.27,0,0,0,0,0,0,0,0,0,0,0,0.81,0.81,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,52.08,0,0,0,0,0.765,0.812,1.577
03/01/22,2017,20187534,34801,2382,CITATION OIL & GAS CORP,Natural Gas,INTRASTATE,ILLINOIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/22,2017,20186748,33939,2392,CITIZENS GAS & COKE UTILITY,Natural Gas,INTRASTATE,INDIANA,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,15.1,15.1,0,0,5,5,0,0,5,0,0,0,5,0,0,0,,,,,,15.1,5,5,0,0,0,15.1,15.1
03/01/22,2017,20187252,34480,2408,CITIZENS GAS FUEL CO,Natural Gas,INTRASTATE,MICHIGAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/22,2017,20187083,34300,2432,FLORIDA CITY GAS,Natural Gas,INTRASTATE,FLORIDA,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,
03/01/22,2017,20186887,34084,2456,CLARKE - MOBILE COUNTIES GAS DIST,Natural Gas,INTRASTATE,ALABAMA,,,,,,,,,,,,,,,,,,3.63,3.63,,,,,,,,,,,,,,,,,,,,3.63,,,,,,,
03/01/22,2017,20186770,33962,2480,CLEARFIELD MUNICIPAL GAS SYSTEM,Natural Gas,INTRASTATE,IOWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/22,2017,20186526,33696,2512,CLINTON - NEWBERRY NATURAL GAS AUTH,Natural Gas,INTRASTATE,SOUTH CAROLINA,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,0,0,0,,,,,
03/01/22,2017,20187070,34287,2564,COLORADO INTERSTATE GAS CO,Natural Gas,INTERSTATE,,309.22,309.22,0,101.32,hard spot tool,719.76,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,719.76,1,0,0,0,0,25.09,25.09
03/01/22,2017,20187255,34483,2585,COLUMBIA GAS OF KENTUCKY INC,Natural Gas,INTRASTATE,KENTUCKY,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,0,0,0,0,0,0,0,0
03/01/22,2017,20187257,34485,2588,COLUMBIA GAS OF MARYLAND INC,Natural Gas,INTRASTATE,MARYLAND,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,0,0,0,0,0,0,0,0
03/01/22,2017,20187258,34486,2596,COLUMBIA GAS OF OHIO INC,Natural Gas,INTRASTATE,OHIO,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2.6,2.5,0.1,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,2.6,0,0,0,0,2.5,0,2.5
03/01/22,2017,20187259,34487,2600,COLUMBIA GAS OF PENNSYLVANIA,Natural Gas,INTRASTATE,PENNSYLVANIA,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,0,0,0,0,0,0,0,0
03/01/22,2017,20187236,34463,2604,COLUMBIA GAS OF VIRGINIA INC,Natural Gas,INTRASTATE,VIRGINIA,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.01,0.01,0,8,0,8,0,8,0,0,0,8,0,,0,,,,,,0.02,8,8,0,0,0.01,0,0.01
03/01/22,2017,20187291,34841,2616,"COLUMBIA GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,,787.71,787.71,0,0,NA,1575.42,66,18,4,2,2,0,0,7.04,0,0,0,6.43,4.43,2,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1588.89,18,4,2,0,10.99,38.92,49.91
03/01/22,2017,20187295,34524,2620,"COLUMBIA GULF TRANSMISSION, LLC",Natural Gas,INTERSTATE,,352.4,352.4,0,0,,704.8,23,6,2,0,2,0,0,0,0,0,0,6.2,0,0,6.2,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,711,6,2,0,0,3.18,51.25,54.43
03/01/22,2017,20187264,34493,2651,GREER COMMISSION OF PUBLIC WORKS,Natural Gas,INTRASTATE,SOUTH CAROLINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/22,2017,20187015,34231,2652,NSTAR GAS COMPANY,Natural Gas,INTRASTATE,MASSACHUSETTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/22,2017,20187505,34763,2688,SOUTH ALABAMA GAS DISTRICT,Natural Gas,INTRASTATE,ALABAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/22,2017,20186571,33748,2704,CONSOLIDATED EDISON CO OF NEW YORK,Natural Gas,INTRASTATE,NEW YORK,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,0,0,0,0,0,0,0,0
03/01/22,2017,20187287,34516,2714,"DOMINION ENERGY TRANSMISSION, INC.",Natural Gas,INTERSTATE,,390.7,390.7,29.5,0,,810.9,82,33,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,813.2,33,0,0,0,19.8,15.4,35.2
03/01/22,2017,20187287,34516,2714,"DOMINION ENERGY TRANSMISSION, INC.",Natural Gas,INTRASTATE,VIRGINIA,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/22,2017,20187126,34343,2731,CHEVRON PIPE LINE CO,Natural Gas,INTRASTATE,CALIFORNIA,7.2,7.2,,,,14.4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,14.4,3,0,0,0,0,14.4,14.4
03/01/22,2017,20187126,34343,2731,CHEVRON PIPE LINE CO,Natural Gas,INTRASTATE,LOUISIANA,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,0,0,,,,0,0,0
03/01/22,2017,20187126,34343,2731,CHEVRON PIPE LINE CO,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,0,0,,,,0,0,0
03/01/22,2017,20187256,34484,2748,CONSUMERS ENERGY CO,Natural Gas,INTRASTATE,MICHIGAN,127.73,271.57,240.5,22.9,EMAT,662.7,3727,3722,39,33,5,0,1,0,0,0,0,457.793,173.192,146.531,138.07,1,0,0,1,0,0,0,0,0,0,n/a,0,0,0,0,0,0,1120.493,3723,39,0,0,0.845,66.185,67.03
