DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA4STREET,PARTA4CITY,PARTA4STATE,PARTA4ZIP,PARTA5COMMODITY,PARTA7INTER,PARTA7INTRA,PARTBHCAOFFSHORE,PARTBHCAONSHORE,PARTBHCATOTAL,PARTCONNG,PARTCONPG,PARTCONSG,PARTCONHG,PARTCONLFG,PARTCONOG,PARTCOFFNG,PARTCOFFPG,PARTCOFFSG,PARTCOFFHG,PARTCOFFLFG,PARTCOFFOG,PARTCOGNAME,PARTCCHECK,PARTDTONCPB,PARTDTONCPC,PARTDTONCUB,PARTDTONCUC,PARTDTONCI,PARTDTONWI,PARTDTONP,PARTDTONC,PARTDTONO,PARTDTONTOTAL,PARTDTOFFCPB,PARTDTOFFCPC,PARTDTOFFCUB,PARTDTOFFCUC,PARTDTOFFCI,PARTDTOFFWI,PARTDTOFFP,PARTDTOFFC,PARTDTOFFO,PARTDTOFFTOTAL,PARTDTCPBTOTAL,PARTDTCPCTOTAL,PARTDTCUBTOTAL,PARTDTCUCTOTAL,PARTDTCITOTAL,PARTDTWITOTAL,PARTDTPTOTAL,PARTDTCTOTAL,PARTDTOTOTAL,PARTDTTOTAL,PARTDGONTACPB,PARTDGONTACPC,PARTDGONTACUB,PARTDGONTACUC,PARTDGONTACI,PARTDGONTAWI,PARTDGONTAP,PARTDGONTAC,PARTDGONTAO,PARTDGONATOTAL,PARTDGONTBCPB,PARTDGONTBCPC,PARTDGONTBCUB,PARTDGONTBCUC,PARTDGONTBCI,PARTDGONTBWI,PARTDGONTBP,PARTDGONTBC,PARTDGONTBO,PARTDGONBTOTAL,PARTDGOFFCPB,PARTDGOFFCPC,PARTDGOFFCUB,PARTDGOFFCUC,PARTDGOFFCI,PARTDGOFFWI,PARTDGOFFP,PARTDGOFFC,PARTDGOFFO,PARTDGOFFTOTAL,PARTDGCPBTOTAL,PARTDGCPCTOTAL,PARTDGCUBTOTAL,PARTDGCUCTOTAL,PARTDGCITOTAL,PARTDGWITOTAL,PARTDGPTOTAL,PARTDGCTOTAL,PARTDGOTOTAL,PARTDGTOTAL,PARTDCPBTOTAL,PARTDCPCTOTAL,PARTDCUBTOTAL,PARTDCUCTOTAL,PARTDCITOTAL,PARTDWITOTAL,PARTDPTOTAL,PARTDCTOTAL,PARTDOTOTAL,PARTDTOTALMILES,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE,FORM_REV
03/01/22,2019,20200721,37407,602,"ENABLE GAS TRANSMISSION, LLC",499 W. SHERIDAN  STE 1500,OKLAHOMA CITY,OK,73102,Natural Gas,"ARKANSAS, KANSAS, LOUISIANA, MISSISSIPPI, MISSOURI, OKLAHOMA, TENNESSEE, TEXAS",,0,86.44,86.44,1341372,,,,,,,,,,,,,No,140.46,5721.93,3.08,0.25,0,0,24.15,0,0,5889.87,0,0,0,0,0,0,0,0,0,0,140.46,5721.93,3.08,0.25,0,0,24.15,0,0,5889.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.46,5721.93,3.08,0.25,0,0,24.15,0,0,5889.87,INITIAL,3/10/2020,3/10/2020,7100.2-1 (Rev. 10-2014)
03/01/22,2019,20200672,37855,603,CENTERPOINT ENERGY RESOURCES CORP.,1111 LOUISIANA ST.,HOUSTON,TX,77002,Natural Gas,,"ARKANSAS, OKLAHOMA",0,8.92,8.92,,,,,,,,,,,,,,Yes,0,82.3,0,0,0,0,0,0,0,82.3,0,0,0,0,0,0,0,0,0,0,0,82.3,0,0,0,0,0,0,0,82.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.3,0,0,0,0,0,0,0,82.3,SUPPLEMENTAL,3/10/2020,3/13/2020,7100.2-1 (Rev. 10-2014)
03/01/22,2019,20200875,37569,621,ARKANSAS OKLAHOMA GAS CORP,10825 E. GEDDES AVENUE SUITE 410,CENTENNIAL,CO,80112,Natural Gas,,"ARKANSAS, OKLAHOMA",0,1.38,1.38,,,,,,,,,,,,,,Yes,2.8,105.38,0,0,0,0,0,0,0,108.18,0,0,0,0,0,0,0,0,0,0,2.8,105.38,0,0,0,0,0,0,0,108.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,105.38,0,0,0,0,0,0,0,108.18,INITIAL,3/12/2020,3/12/2020,7100.2-1 (Rev. 10-2014)
03/01/22,2019,20200458,37132,660,"ARLINGTON ENERGY GROUP, LLC",P.O. BOX 131,MAGEE,MS,39111,Natural Gas,,MISSISSIPPI,0,0,0,285,,,,,,,,,,,,,No,0,22,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,22,INITIAL,3/4/2020,3/4/2020,7100.2-1 (Rev. 10-2014)
03/01/22,2019,20201154,37859,792,ATLANTA GAS LIGHT CO,10 PEACHTREE PLACE NE,ATLANTA,GA,30309,Landfill Gas,,GEORGIA,0,6.4,6.4,,,,,,,,,,,,,,Yes,0,0.2,0,0,0,0,6.3,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,6.3,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,6.3,0,0,6.5,INITIAL,3/13/2020,3/13/2020,7100.2-1 (Rev. 10-2014)
03/01/22,2019,20201235,38515,792,ATLANTA GAS LIGHT CO,10 PEACHTREE PLACE NE,ATLANTA,GA,30309,Natural Gas,,GEORGIA,0,459.5,459.5,,,,,,,,,,,,,,Yes,0,1044.1,0,0,0,0,0,0,0,1044.1,0,0,0,0,0,0,0,0,0,0,0,1044.1,0,0,0,0,0,0,0,1044.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1044.1,0,0,0,0,0,0,0,1044.1,SUPPLEMENTAL,3/15/2020,2/23/2021,7100.2-1 (Rev. 10-2014)
03/01/22,2019,20200709,37394,840,MOJAVE PIPELINE OPERATING COMPANY,"1001 LOUISIANA ST, SUITE 1000",HOUSTON,TX,77002,Natural Gas,"ARIZONA, CALIFORNIA",,0,11.48,11.48,145591,,,,,,,,,,,,,No,0,561.75,0,0,0,0,0,0,0,561.75,0,0,0,0,0,0,0,0,0,0,0,561.75,0,0,0,0,0,0,0,561.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561.75,0,0,0,0,0,0,0,561.75,INITIAL,3/10/2020,3/10/2020,7100.2-1 (Rev. 10-2014)
03/01/22,2019,20200616,37303,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,9811 KATY FREEWAY  SUITE 100,HOUSTON,TX,77024,Hydrogen Gas,,"LOUISIANA, TEXAS",0,6.22,6.22,,,,105078.8,,,,,,,,,,No,0,360.02,0,0,0,0,0,0,0,360.02,0,0,0,0,0,0,0,0,0,0,0,360.02,0,0,0,0,0,0,0,360.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360.02,0,0,0,0,0,0,0,360.02,SUPPLEMENTAL,3/9/2020,3/9/2020,7100.2-1 (Rev. 10-2014)
03/01/22,2019,20200609,37289,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,9811 KATY FREEWAY  SUITE 100,HOUSTON,TX,77024,Natural Gas,,TEXAS,0,0,0,33968,,,,,,,,,,,,,No,0,0.98,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0.98,INITIAL,3/9/2020,3/9/2020,7100.2-1 (Rev. 10-2014)
03/01/22,2019,20200611,37291,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,9811 KATY FREEWAY  SUITE 100,HOUSTON,TX,77024,Synthetic Gas,,TEXAS,0,0,0,,,5854.38,,,,,,,,,,,No,0,42.86,0,0,0,0,0,0,0,42.86,0,0,0,0,0,0,0,0,0,0,0,42.86,0,0,0,0,0,0,0,42.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.86,0,0,0,0,0,0,0,42.86,INITIAL,3/9/2020,3/9/2020,7100.2-1 (Rev. 10-2014)
03/01/22,2019,20200653,37336,844,KERN RIVER GAS TRANSMISSION CO,2755 EAST COTTONWOOD PARKWAY SUITE 300,SALT LAKE CITY,UT,84121,Natural Gas,"CALIFORNIA, NEVADA, UTAH, WYOMING",,0,103.224,103.224,823400,,,,,,,,,,,,,No,0,1417.392,0,0,0,0,0,0,0,1417.392,0,0,0,0,0,0,0,0,0,0,0,1417.392,0,0,0,0,0,0,0,1417.392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1417.392,0,0,0,0,0,0,0,1417.392,INITIAL,3/9/2020,3/9/2020,7100.2-1 (Rev. 10-2014)
03/01/22,2019,20200215,36878,860,"FAIRBANK, CITY OF",116 EAST MAIN STREET,FAIRBANK,IA,50629,Natural Gas,,IOWA,0,0,0,,,,,,,,,,,,,,Yes,0,0.292,0,0,0,0,7.782,0,0,8.074,0,0,0,0,0,0,0,0,0,0,0,0.292,0,0,0,0,7.782,0,0,8.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292,0,0,0,0,7.782,0,0,8.074,INITIAL,2/17/2020,2/17/2020,7100.2-1 (Rev. 10-2014)
03/01/22,2019,20200980,37678,872,LAFITTE GAS PIPELINE,1293 ELDRIDGE PARKWAY,HOUSTON,TX,77077,Hydrogen Gas,,LOUISIANA,0,0,0,,,,14802,,,,,,,,,,No,0,0.736,0,5.153,0,0,0,0,0,5.889,0,0,0,0,0,0,0,0,0,0,0,0.736,0,5.153,0,0,0,0,0,5.889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.736,0,5.153,0,0,0,0,0,5.889,INITIAL,3/12/2020,3/12/2020,7100.2-1 (Rev. 10-2014)
03/01/22,2019,20200990,37688,872,LAFITTE GAS PIPELINE,1293 ELDRIDGE PARKWAY,HOUSTON,TX,77077,Natural Gas,,LOUISIANA,0,1.105,1.105,9449,,,,,,,,,,,,,No,0,5.722,0,0,0,0,0,0,0,5.722,0,0,0,0,0,0,0,0,0,0,0,5.722,0,0,0,0,0,0,0,5.722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.722,0,0,0,0,0,0,0,5.722,INITIAL,3/12/2020,3/12/2020,7100.2-1 (Rev. 10-2014)
03/01/22,2019,20200440,37386,878,"JEFFERSON GAS, LLC",PO BOX 35,WINCHESTER,KY,40392,Natural Gas,,KENTUCKY,0,0,0,474,,,,,,,,,,,,,No,23,19,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,23,19,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,18,41,19,0,0,0,0,0,0,0,60,SUPPLEMENTAL,3/4/2020,3/10/2020,7100.2-1 (Rev. 10-2014)
03/01/22,2019,20201177,37882,899,5P GAS PIPELINE COMPANY,110 SOUTH RAGSDALE ST.,JACKSONVILLE,TX,75766,Natural Gas,,TEXAS,0,0,0,,,,,,,,,,,,,,No,0,7,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,8,INITIAL,3/14/2020,3/14/2020,7100.2-1 (Rev. 10-2014)
