DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTF1A,PARTF1B,PARTF1C,PARTF1D,PARTF1DOTH,PARTF1E,PARTF2A,PARTF2B,PARTF2C,PARTF2C1,PARTF2C2,PARTF2C3,PARTF2C4,PARTF3A,PARTF3B,PARTF3C,PARTF3D,PARTF4A,PARTF4A1,PARTF4A2,PARTF4A3,PARTF4B,PARTF4B1,PARTF4B2,PARTF4B3,PARTF4C,PARTF4C1,PARTF4C2,PARTF4C3,PARTF4C4,PARTF5A,PARTF5AOTH,PARTF5B,PARTF5C,PARTF5C1,PARTF5C2,PARTF5C3,PARTF5C4,PARTF6A,PARTF6B,PARTF6C,PARTF6D,PARTF6E,PARTGMBA,PARTGMRC,PARTGTOTMILES
03/01/22,2018,20190414,35750,207,ALASKA PIPELINE CO,Natural Gas,INTRASTATE,ALASKA,9.99,9.99,0,0,,19.98,1,1,1,0,0,1,0,0,0,0,0,0.241,0.241,0,0,2,2,0,0,2,,,2,,0,,0,0,0,0,0,0,20.221,3,3,0,0,0,4.733,4.733
03/01/22,2018,20190692,36535,270,"ALEXANDRIA MUNICIPLE GAS SYSTEM, CITY OF",Natural Gas,INTRASTATE,LOUISIANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2018,20190885,39793,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,,175.08,175.08,0,0,,350.16,17,8,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0.04,Guided Wave,0,,,,,,350.2,8,,,,,,
03/01/22,2018,20190375,36618,383,AMARILLO NATURAL GAS INC,Natural Gas,INTRASTATE,KANSAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,MICHIGAN,847.51,846.3,0,0,,1693.81,48,19,1,1,0,0,0,0,0,0,0,518.7,5.3,0,513.4,1,0,0,1,0,0,0,0,0,519.58,EMAT HardSpot,7,0,0,0,0,0,2732.09,27,1,2,0,6.51,74.85,81.36
03/01/22,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTRASTATE,MICHIGAN,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,0,0,,,,,,
03/01/22,2018,20190987,36977,473,ANADARKO PETROLEUM CORP,Natural Gas,INTERSTATE,COLORADO,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,0,0,,,,,,
03/01/22,2018,20190237,35552,515,DAKOTA GASIFICATION COMPANY,Synthetic Gas,INTRASTATE,NORTH DAKOTA,0,0,0,0,,0,4,2,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0.001,Phased Array Testing,0,,,,,,0.001,2,,,,0,0,0
03/01/22,2018,20190443,35780,570,FERNDALE PIPELINE SYSTEM,Natural Gas,INTRASTATE,WASHINGTON,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/22,2018,20190592,36593,585,ARGYLE MUNICIPAL GAS SYSTEM,Natural Gas,INTRASTATE,MINNESOTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2018,20190641,35987,602,"ENABLE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,,374.96,374.96,,374.96,Internal Mapping Unit (IMU),1124.88,5307,1871,,,,,,0,0,,,18.34,9.17,9.17,0,1,0,1,0,,,,,,0,,0,,,,,,1143.22,1872,,,,,,
03/01/22,2018,20190314,35647,603,CENTERPOINT ENERGY RESOURCES CORP.,Natural Gas,INTRASTATE,ARKANSAS,13.64,13.64,,,,27.28,0,18,0,0,0,0,0,2.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,30.09,18,0,18,0,0,2.38,2.38
03/01/22,2018,20190314,35647,603,CENTERPOINT ENERGY RESOURCES CORP.,Natural Gas,INTRASTATE,OKLAHOMA,0,0,0,0,,0,0,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
03/01/22,2018,20190941,36299,621,ARKANSAS OKLAHOMA GAS CORP,Natural Gas,INTRASTATE,ARKANSAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2018,20190941,36299,621,ARKANSAS OKLAHOMA GAS CORP,Natural Gas,INTRASTATE,OKLAHOMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2018,20190626,35972,792,ATLANTA GAS LIGHT CO,Landfill Gas,INTRASTATE,GEORGIA,0,0,0,0,,0,9,9,9,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,9,9,0,0,0,0,0
03/01/22,2018,20190627,38516,792,ATLANTA GAS LIGHT CO,Natural Gas,INTRASTATE,GEORGIA,55.07,55.07,0,0,,110.14,8,8,8,2,2,3,1,0,0,0,0,115.438,57.719,57.719,0,235,150,85,0,15,9,0,0,6,0,,0,0,0,0,0,0,225.578,243,23,0,0,8.373,35.421,43.794
03/01/22,2018,20190509,35847,840,MOJAVE PIPELINE OPERATING COMPANY,Natural Gas,INTERSTATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/22,2018,20190897,36372,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,Hydrogen Gas,INTRASTATE,LOUISIANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2018,20190897,36372,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,Hydrogen Gas,INTRASTATE,TEXAS,70.9,96.08,0,0,,166.98,1,1,1,,1,0,0,34.46,0,0,0,7.43,7.43,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,208.87,1,1,0,0,0,0,0
03/01/22,2018,20190894,36250,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,Natural Gas,INTRASTATE,TEXAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/22,2018,20190896,36252,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,Synthetic Gas,INTRASTATE,TEXAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2018,20190682,36029,844,KERN RIVER GAS TRANSMISSION CO,Natural Gas,INTERSTATE,,708,708,0,0,,1416,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1416,0,0,0,0,0,17,17
03/01/22,2018,20190575,35919,860,"FAIRBANK, CITY OF",Natural Gas,INTRASTATE,IOWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/22,2018,20190719,36068,872,LAFITTE GAS PIPELINE,Hydrogen Gas,INTRASTATE,LOUISIANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/22,2018,20190720,36069,872,LAFITTE GAS PIPELINE,Natural Gas,INTRASTATE,LOUISIANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2018,20190936,36294,878,"JEFFERSON GAS, LLC",Natural Gas,INTRASTATE,KENTUCKY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/22,2018,20190207,35518,899,5P GAS PIPELINE COMPANY,Natural Gas,INTRASTATE,TEXAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2018,20197712,35229,929,"SEBRING GAS SYSTEM, INC",Natural Gas,INTRASTATE,FLORIDA,0.039,,,,,0.039,0,,,,,,,0,,,,,,,,,,,,,,,,,0.179,Leak Survey,0,,,,,,0.218,0,,,,0,0,0
03/01/22,2018,20197748,35266,952,ENERFIN RESOURCES II-92 LIMITED PARTNERSHIP,Natural Gas,INTRASTATE,TEXAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2018,20190401,35737,967,"PINEDALE NATURAL GAS, INC",Natural Gas,INTRASTATE,WYOMING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2018,20197679,36505,977,"LAKIN, CITY OF",Natural Gas,INTRASTATE,KANSAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2018,20197747,35264,978,LAWRENCE PAPER CO,Natural Gas,INTRASTATE,KANSAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.779,Leak Survey,,,,,,,0.779,,,,,0,0,0
03/01/22,2018,20190745,36094,980,APPALACHIAN NATURAL GAS DISTRIBUTION COMPANY,Natural Gas,INTRASTATE,VIRGINIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/22,2018,20190784,36135,993,CROSSROADS PIPELINE COMPANY,Natural Gas,INTERSTATE,,72.58,72.58,0,0,,145.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,145.16,0,0,0,0,0,10.64,10.64
03/01/22,2018,20190708,36057,997,MIDWAY SUNSET COGENERATION CO,Natural Gas,INTERSTATE,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,4,Leak Survey,0,,,,,,6,0,,,,0,0,0
03/01/22,2018,20190938,36570,1007,"TALLGRASS INTERSTATE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,,187.305,187.305,94.67,,,469.28,48,35,,,,,,51.169,2,,,,,,,,,,,,,,,,,,,,,,,,520.449,37,,,,0,1.577,1.577
03/01/22,2018,20190544,35887,1088,BALTIMORE GAS AND ELECTRIC COMPANY,Natural Gas,INTRASTATE,MARYLAND,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,,,0,6.583,6.583
03/01/22,2018,20190919,36277,1209,COLUMBIA GAS OF MASSACHUSETTS,Natural Gas,INTRASTATE,MASSACHUSETTS,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/22,2018,20190337,35671,1217,BEAR CREEK STORAGE CO,Natural Gas,INTERSTATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/22,2018,20190514,35855,1232,BEDFORD NATURAL GAS SYSTEM,Natural Gas,INTRASTATE,IOWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,foot patrol,0,,,,,,17,0,,,,0,0,0
03/01/22,2018,20197695,35212,1486,BLACK WARRIOR TRANSMISSION CORP,Natural Gas,INTRASTATE,ALABAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,Survey,0,,,,,,11,0,,,,0,0,0
03/01/22,2018,20191127,38146,1552,BLUE DOLPHIN PIPELINE COMPANY,Natural Gas,INTERSTATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/22,2018,20190361,35695,1640,BOSTON GAS CO,Natural Gas,INTRASTATE,MASSACHUSETTS,0.28,0.28,,,,0.56,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.62,0,0,,,0,0.33,0.33
03/01/22,2018,20190395,35730,1700,BRAZOS ELECTRIC POWER COOPERATIVE INC,Natural Gas,INTRASTATE,TEXAS,0,0,0,,,0,7,1,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,0,1,,,,,,
03/01/22,2018,20190017,35313,1752,BRIGHTON MUNICIPAL GAS SYSTEM,Natural Gas,INTRASTATE,IOWA,0,0,0,0,,0,0,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,0
03/01/22,2018,20190362,35696,1800,KEYSPAN ENERGY DELIVERY - NY CITY,Natural Gas,INTRASTATE,NEW YORK,2.86,2.86,0,0,none,5.72,0,0,0,0,0,0,0,0,0,0,0,8.32,8.32,0,0,2,2,0,0,0,0,0,0,0,0.002,Guided Wave UT,0,0,0,0,0,0,14.042,2,0,0,0,0,11.18,11.18
03/01/22,2018,20190956,36315,1845,"BUCKEYE PARTNERS, LP",Natural Gas,INTRASTATE,TEXAS,0,0,0,0,,0,0,0,,,,,,0,,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,0,0,,,,,,
03/01/22,2018,20190363,35697,2066,CAPE COD GAS CO (DIV OF COLONIAL GAS CO),Natural Gas,INTRASTATE,MASSACHUSETTS,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/22,2018,20190872,36225,2128,CASCADE NATURAL GAS CORP,Natural Gas,INTRASTATE,OREGON,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0.93,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.93,1,0,0,0,0.025,0.87,0.895
03/01/22,2018,20190872,36225,2128,CASCADE NATURAL GAS CORP,Natural Gas,INTRASTATE,WASHINGTON,0,0,0,0,,0,0,0,0,0,0,0,0,5.6,0,0,0,1.3,1.3,0,0,3,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6.9,3,0,0,0,1,0.81,1.81
03/01/22,2018,20197763,35283,2180,CENTRAL CITY GAS SYSTEM DEPT,Natural Gas,INTRASTATE,NEBRASKA,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,0,,,,,,0,0,,,,0,0,0
03/01/22,2018,20190075,35380,2188,CENTRAL FLORIDA GAS CORP,Natural Gas,INTRASTATE,FLORIDA,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/22,2018,20190328,35662,2196,CENTRAL HUDSON GAS & ELECTRIC CORP,Natural Gas,INTRASTATE,NEW YORK,,,,,,,,,,,,,,,,,,3.43,3.43,,,,,,,,,,,,,,,,,,,,3.43,,,,,0,3.43,3.43
03/01/22,2018,20190059,35362,2256,"CHANUTE, CITY OF",Natural Gas,INTRASTATE,KANSAS,0,0,0,0,,0,0,0,,,,,,0,0,,,0.32,0.32,0,0,0,0,0,0,,,,,,0,,0,,,,,,0.32,0,,,,0,0,0
03/01/22,2018,20190625,38522,2288,CHATTANOOGA GAS CO,Natural Gas,INTRASTATE,TENNESSEE,0,0,0,0,,0,0,0,0,0,0,0,0,1.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1.194,0,0,0,0,0,1.145,1.145
03/01/22,2018,20190171,35480,2304,CHILDERSBURG GAS BOARD,Natural Gas,INTRASTATE,ALABAMA,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,Sniff test,0,0,0,0,0,0,28,0,0,0,0,0,0,0
03/01/22,2018,20190557,35900,2364,DUKE ENERGY OHIO,Natural Gas,INTRASTATE,OHIO,10.5,10.5,0,0,None,21,15,11,,,,,,0,0,0,0,5.5,4.3,1.2,0,15,11,4,0,1,1,0,0,0,0,None,0,0,0,0,0,0,26.5,26,1,2,0,2.49,10.12,12.61
03/01/22,2018,20191074,36438,2382,CITATION OIL & GAS CORP,Natural Gas,INTRASTATE,ILLINOIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2018,20190943,36301,2392,CITIZENS GAS & COKE UTILITY,Natural Gas,INTRASTATE,INDIANA,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,27.22,27.22,0,0,4,4,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,27.22,4,4,0,0,0,27.22,27.22
03/01/22,2018,20191019,36383,2408,CITIZENS GAS FUEL CO,Natural Gas,INTRASTATE,MICHIGAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/22,2018,20190942,36351,2432,FLORIDA CITY GAS,Natural Gas,INTRASTATE,FLORIDA,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/22,2018,20190107,35414,2456,CLARKE - MOBILE COUNTIES GAS DIST,Natural Gas,INTRASTATE,ALABAMA,,,,,,,,,,,,,,,,,,,,,,8,8,,,,,,,,,,,,,,,,,8,,,,0,0,0
03/01/22,2018,20190211,35522,2480,CLEARFIELD MUNICIPAL GAS SYSTEM,Natural Gas,INTRASTATE,IOWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2018,20190018,35315,2512,CLINTON - NEWBERRY NATURAL GAS AUTH,Natural Gas,INTRASTATE,SOUTH CAROLINA,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/22,2018,20190539,36332,2564,COLORADO INTERSTATE GAS CO,Natural Gas,INTERSTATE,,15.375,15.375,0,0,,30.75,34,12,0,0,0,0,0,16.392,0,0,0,127.442,0.378,0,127.064,4,0,0,4,1,0,0,0,1,0,,0,0,0,0,0,0,174.584,16,1,0,0,5.01,2.57,7.58
03/01/22,2018,20190923,36281,2585,COLUMBIA GAS OF KENTUCKY INC,Natural Gas,INTRASTATE,KENTUCKY,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/22,2018,20190924,36282,2588,COLUMBIA GAS OF MARYLAND INC,Natural Gas,INTRASTATE,MARYLAND,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/22,2018,20190925,36283,2596,COLUMBIA GAS OF OHIO INC,Natural Gas,INTRASTATE,OHIO,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,9.6,7,2.6,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,9.6,0,0,0,0,0.2,6.8,7
03/01/22,2018,20190926,36284,2600,COLUMBIA GAS OF PENNSYLVANIA,Natural Gas,INTRASTATE,PENNSYLVANIA,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/22,2018,20190927,36285,2604,COLUMBIA GAS OF VIRGINIA INC,Natural Gas,INTRASTATE,VIRGINIA,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/22,2018,20190790,38131,2616,"COLUMBIA GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,,918.62,916.9,0,0,,1835.52,86,12,,,,,,19.14,0,,,33.77,0.57,0,33.2,18,12,0,6,,,,,,0,,0,,,,,,1888.43,30,,,,,,
03/01/22,2018,20190795,36148,2620,"COLUMBIA GULF TRANSMISSION, LLC",Natural Gas,INTERSTATE,,369,369,0,0,,738,47,4,0,0,0,0,0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,745.6,4,0,0,0,2.47,39.72,42.19
03/01/22,2018,20190216,35527,2651,GREER COMMISSION OF PUBLIC WORKS,Natural Gas,INTRASTATE,SOUTH CAROLINA,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/22,2018,20190486,35824,2652,NSTAR GAS COMPANY,Natural Gas,INTRASTATE,MASSACHUSETTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2018,20190774,36124,2688,SOUTH ALABAMA GAS DISTRICT,Natural Gas,INTRASTATE,ALABAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2018,20190497,35835,2704,CONSOLIDATED EDISON CO OF NEW YORK,Natural Gas,INTRASTATE,NEW YORK,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,13.92,13.92,,,,,,,,,,,,0,,0,0,0,0,0,0,13.92,0,0,0,0,13.92,0,13.92
03/01/22,2018,20190952,36311,2714,"DOMINION ENERGY TRANSMISSION, INC.",Natural Gas,INTERSTATE,VIRGINIA,408.3,408.3,0,0,,816.6,41,12,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,818.3,12,0,0,0,11.2,14.6,25.8
03/01/22,2018,20190952,36311,2714,"DOMINION ENERGY TRANSMISSION, INC.",Natural Gas,INTRASTATE,VIRGINIA,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/22,2018,20190245,35560,2731,CHEVRON PIPE LINE CO,Natural Gas,INTRASTATE,CALIFORNIA,91.9,91.9,0,0,,183.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,183.8,0,0,0,0,0,10.1,10.1
03/01/22,2018,20190245,35560,2731,CHEVRON PIPE LINE CO,Natural Gas,INTRASTATE,LOUISIANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/22,2018,20190445,35782,2748,CONSUMERS ENERGY CO,Natural Gas,INTRASTATE,MICHIGAN,269.9,269.9,159.08,0,,698.88,2117,1779,49,42,7,0,0,3.089,0,0,0,188.667,96.555,10.032,82.08,106,11,3,92,0,0,0,0,0,0,,0,0,0,0,0,0,890.636,1885,49,101,0,3.87,40.23,44.1
03/01/22,2018,20190879,36234,2767,"HARVEST ALASKA, LLC",Natural Gas,INTRASTATE,ALASKA,46.89,46.89,,0,,93.78,15,15,,,,,,40.64,0,0,0,,,,,,,,,,,,,,0,,,,,,,,134.42,15,0,,,0.23,0,0.23
03/01/22,2018,20190169,35478,2796,CORNING MUNICIPAL UTILITIES,Natural Gas,INTRASTATE,IOWA,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,0,,0,,,,,,0,0,,,,0,0,0
03/01/22,2018,20191169,36644,2800,CORNING NATURAL GAS CORP,Natural Gas,INTRASTATE,NEW YORK,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,5.4,Corrosion Survey,0,,,,,,5.4,0,,,,0,0,0
