DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA4STREET,PARTA4CITY,PARTA4STATE,PARTA4ZIP,PARTA5COMMODITY,PARTA7INTER,PARTA7INTRA,PARTBHCAOFFSHORE,PARTBHCAONSHORE,PARTBHCATOTAL,PARTCONNG,PARTCONPG,PARTCONSG,PARTCONHG,PARTCONLFG,PARTCONOG,PARTCOFFNG,PARTCOFFPG,PARTCOFFSG,PARTCOFFHG,PARTCOFFLFG,PARTCOFFOG,PARTCOGNAME,PARTCCHECK,PARTDTONCPB,PARTDTONCPC,PARTDTONCUB,PARTDTONCUC,PARTDTONCI,PARTDTONWI,PARTDTONP,PARTDTONC,PARTDTONO,PARTDTONTOTAL,PARTDTOFFCPB,PARTDTOFFCPC,PARTDTOFFCUB,PARTDTOFFCUC,PARTDTOFFCI,PARTDTOFFWI,PARTDTOFFP,PARTDTOFFC,PARTDTOFFO,PARTDTOFFTOTAL,PARTDTCPBTOTAL,PARTDTCPCTOTAL,PARTDTCUBTOTAL,PARTDTCUCTOTAL,PARTDTCITOTAL,PARTDTWITOTAL,PARTDTPTOTAL,PARTDTCTOTAL,PARTDTOTOTAL,PARTDTTOTAL,PARTDGONTACPB,PARTDGONTACPC,PARTDGONTACUB,PARTDGONTACUC,PARTDGONTACI,PARTDGONTAWI,PARTDGONTAP,PARTDGONTAC,PARTDGONTAO,PARTDGONATOTAL,PARTDGONTBCPB,PARTDGONTBCPC,PARTDGONTBCUB,PARTDGONTBCUC,PARTDGONTBCI,PARTDGONTBWI,PARTDGONTBP,PARTDGONTBC,PARTDGONTBO,PARTDGONBTOTAL,PARTDGOFFCPB,PARTDGOFFCPC,PARTDGOFFCUB,PARTDGOFFCUC,PARTDGOFFCI,PARTDGOFFWI,PARTDGOFFP,PARTDGOFFC,PARTDGOFFO,PARTDGOFFTOTAL,PARTDGCPBTOTAL,PARTDGCPCTOTAL,PARTDGCUBTOTAL,PARTDGCUCTOTAL,PARTDGCITOTAL,PARTDGWITOTAL,PARTDGPTOTAL,PARTDGCTOTAL,PARTDGOTOTAL,PARTDGTOTAL,PARTDCPBTOTAL,PARTDCPCTOTAL,PARTDCUBTOTAL,PARTDCUCTOTAL,PARTDCITOTAL,PARTDWITOTAL,PARTDPTOTAL,PARTDCTOTAL,PARTDOTOTAL,PARTDTOTALMILES,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE,FORM_REV
03/01/22,2020,20210418,38689,383,AMARILLO NATURAL GAS INC,2915 WEST INTERSTATE 40,AMARILLO,TX,79109,Natural Gas,,"KANSAS, TEXAS",0,0,0,408848,,,,,,,,,,,,,No,0,14.23,0,0,0,0,1.72,0,0,15.95,0,0,0,0,0,0,0,0,0,0,0,14.23,0,0,0,0,1.72,0,0,15.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.23,0,0,0,0,1.72,0,0,15.95,INITIAL,3/2/2021,3/2/2021,7100.2-1 (Rev. 10-2014)
03/01/22,2020,20210470,38746,402,"MARKWEST ENERGY EAST TEXAS GAS COMPANY, L.L.C.","1515 Arapahoe Street TOWER 1, SUITE 1600",Denver,CO,80202,Natural Gas,,TEXAS,0,0,0,,,,,,,,,,,,,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.56,0,0,0,0,0,0,0,23.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.56,0,0,0,0,0,0,0,23.56,0,23.56,0,0,0,0,0,0,0,23.56,INITIAL,3/3/2021,3/3/2021,7100.2-1 (Rev. 10-2014)
03/01/22,2020,20210904,39212,405,ANR PIPELINE CO,700 LOUISIANA STREET SUITE 700,HOUSTON,TX,77002,Natural Gas,"ARKANSAS, ILLINOIS, INDIANA, IOWA, KANSAS, KENTUCKY, LOUISIANA, MICHIGAN, MISSISSIPPI, MISSOURI, NEBRASKA, OHIO, OKLAHOMA, TENNESSEE, TEXAS, WISCONSIN",MICHIGAN,0,430.543,430.543,1905370.667,,,,,,,,,,,,,No,0,9252.565,0,0,0,0,0,0,0,9252.565,0,0,0,0,0,0,0,0,0,0,0,9252.565,0,0,0,0,0,0,0,9252.565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9252.565,0,0,0,0,0,0,0,9252.565,INITIAL,3/11/2021,3/11/2021,7100.2-1 (Rev. 10-2014)
03/01/22,2020,20211210,39649,473,"WESTERN MIDSTREAM PARTNERS, LP",9950 WOODLOCH FOREST DR SUITE 2800,THE WOODLANDS,TX,77380,Natural Gas,"NEW MEXICO, TEXAS, WYOMING","COLORADO, UTAH, WYOMING",0,0,0,425872,0,0,0,0,0,,,,,,,,No,0,316.19,0,0,0,0,0,0,0,316.19,0,0,0,0,0,0,0,0,0,0,0,316.19,0,0,0,0,0,0,0,316.19,0,239.22,0,0,0,0,10.21,0,0,249.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.22,0,0,0,0,10.21,0,0,249.43,0,555.41,0,0,0,0,10.21,0,0,565.62,SUPPLEMENTAL,3/15/2021,3/22/2021,7100.2-1 (Rev. 10-2014)
03/01/22,2020,20211213,39534,515,DAKOTA GASIFICATION COMPANY,DAKOTA GASIFICATION COMPANY 1717 EAST INTERSTATE AVENUE,BISMARCK,ND,58503-0564,Synthetic Gas,,NORTH DAKOTA,0,0,0,,,29908.8,,,,,,,,,,,No,0,39.77,0,0,0,0,0,0,0,39.77,0,0,0,0,0,0,0,0,0,0,0,39.77,0,0,0,0,0,0,0,39.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.77,0,0,0,0,0,0,0,39.77,INITIAL,3/15/2021,3/15/2021,7100.2-1 (Rev. 10-2014)
03/01/22,2020,20210509,38788,570,FERNDALE PIPELINE SYSTEM,30 S WACKER DRIVE,CHICAGO,IL,60606,Natural Gas,,WASHINGTON,0,1.97,1.97,17738,,,,,,,,,,,,,No,0,36.2,0,0,0,0,0,0,0,36.2,0,0,0,0,0,0,0,0,0,0,0,36.2,0,0,0,0,0,0,0,36.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.2,0,0,0,0,0,0,0,36.2,INITIAL,3/4/2021,3/4/2021,7100.2-1 (Rev. 10-2014)
03/01/22,2020,20210162,38405,585,ARGYLE MUNICIPAL GAS SYSTEM,PO BOX 288,ARGYLE,MN,56713,Natural Gas,,MINNESOTA,0,0,0,,,,,,,,,,,,,,Yes,0,2.1,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,2.1,INITIAL,2/10/2021,2/10/2021,7100.2-1 (Rev. 10-2014)
03/01/22,2020,20210844,39144,602,"ENABLE GAS TRANSMISSION, LLC",499 W. SHERIDAN  STE 1500,OKLAHOMA CITY,OK,73102,Natural Gas,"ARKANSAS, KANSAS, LOUISIANA, MISSISSIPPI, MISSOURI, OKLAHOMA, TENNESSEE, TEXAS",,0,84.98,84.98,1230700,,,,,,,,,,,,,No,128.25,5718.47,3.08,0.25,0,0,24.15,0,0,5874.2,0,0,0,0,0,0,0,0,0,0,128.25,5718.47,3.08,0.25,0,0,24.15,0,0,5874.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.25,5718.47,3.08,0.25,0,0,24.15,0,0,5874.2,INITIAL,3/11/2021,3/11/2021,7100.2-1 (Rev. 10-2014)
03/01/22,2020,20210614,38899,603,CENTERPOINT ENERGY RESOURCES CORP.,1111 LOUISIANA ST.,HOUSTON,TX,77002,Natural Gas,,"ARKANSAS, OKLAHOMA",0,8.94,8.94,,,,,,,,,,,,,,No,0,80.366,0,0,0,0,0,0,0,80.366,0,0,0,0,0,0,0,0,0,0,0,80.366,0,0,0,0,0,0,0,80.366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.366,0,0,0,0,0,0,0,80.366,INITIAL,3/8/2021,3/8/2021,7100.2-1 (Rev. 10-2014)
03/01/22,2020,20211261,39584,621,ARKANSAS OKLAHOMA GAS CORP,10825 E. GEDDES AVENUE SUITE 410,CENTENNIAL,CO,80112,Natural Gas,,"ARKANSAS, OKLAHOMA",0,1.388,1.388,,,,,,,,,,,,,,Yes,4.98,115.37,0,0,0,0,0,0,0,120.35,0,0,0,0,0,0,0,0,0,0,4.98,115.37,0,0,0,0,0,0,0,120.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.98,115.37,0,0,0,0,0,0,0,120.35,INITIAL,3/15/2021,3/15/2021,7100.2-1 (Rev. 10-2014)
03/01/22,2020,20210233,38479,660,"ARLINGTON ENERGY GROUP, LLC",P.O. BOX 131,MAGEE,MS,39111,Natural Gas,,MISSISSIPPI,0,0,0,197,,,,,,,,,,,,,No,0,22,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,22,INITIAL,2/19/2021,2/19/2021,7100.2-1 (Rev. 10-2014)
03/01/22,2020,20211061,39377,792,ATLANTA GAS LIGHT CO,10 PEACHTREE PLACE NE,ATLANTA,GA,30309,Landfill Gas,,GEORGIA,0,6.4,6.4,,,,,,,,,,,,,,Yes,0,0.2,0,0,0,0,6.3,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,6.3,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,6.3,0,0,6.5,INITIAL,3/12/2021,3/12/2021,7100.2-1 (Rev. 10-2014)
03/01/22,2020,20211157,39477,792,ATLANTA GAS LIGHT CO,10 PEACHTREE PLACE NE,ATLANTA,GA,30309,Natural Gas,,GEORGIA,0,459.7,459.7,,,,,,,,,,,,,,Yes,0,1040.8,0,0,0,0,0,0,0,1040.8,0,0,0,0,0,0,0,0,0,0,0,1040.8,0,0,0,0,0,0,0,1040.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040.8,0,0,0,0,0,0,0,1040.8,INITIAL,3/15/2021,3/15/2021,7100.2-1 (Rev. 10-2014)
03/01/22,2020,20210546,38828,840,MOJAVE PIPELINE OPERATING COMPANY,"1001 LOUISIANA ST, SUITE 1000",HOUSTON,TX,77002,Natural Gas,"ARIZONA, CALIFORNIA",,0,12,12,691478,,,,,,,,,,,,,No,0,561.96,0,0,0,0,0,0,0,561.96,0,0,0,0,0,0,0,0,0,0,0,561.96,0,0,0,0,0,0,0,561.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561.96,0,0,0,0,0,0,0,561.96,INITIAL,3/5/2021,3/5/2021,7100.2-1 (Rev. 10-2014)
03/01/22,2020,20211083,39402,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,9811 KATY FREEWAY  SUITE 100,HOUSTON,TX,77024,Hydrogen Gas,,"LOUISIANA, TEXAS",0,6.22,6.22,,,,105078,,,,,,,,,,No,0,360.02,0,0,0,0,0,0,0,360.02,0,0,0,0,0,0,0,0,0,0,0,360.02,0,0,0,0,0,0,0,360.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360.02,0,0,0,0,0,0,0,360.02,INITIAL,3/14/2021,3/14/2021,7100.2-1 (Rev. 10-2014)
03/01/22,2020,20211077,39394,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,9811 KATY FREEWAY  SUITE 100,HOUSTON,TX,77024,Natural Gas,,TEXAS,0,0,0,33968,,,,,,,,,,,,,No,0,0.98,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0.98,INITIAL,3/14/2021,3/14/2021,7100.2-1 (Rev. 10-2014)
03/01/22,2020,20211079,39396,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,9811 KATY FREEWAY  SUITE 100,HOUSTON,TX,77024,Synthetic Gas,,TEXAS,0,0,0,,,5854,,,,,,,,,,,No,0,42.86,0,0,0,0,0,0,0,42.86,0,0,0,0,0,0,0,0,0,0,0,42.86,0,0,0,0,0,0,0,42.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.86,0,0,0,0,0,0,0,42.86,INITIAL,3/14/2021,3/14/2021,7100.2-1 (Rev. 10-2014)
03/01/22,2020,20210841,39141,844,KERN RIVER GAS TRANSMISSION CO,2755 EAST COTTONWOOD PARKWAY SUITE 300,SALT LAKE CITY,UT,84121,Natural Gas,"CALIFORNIA, NEVADA, UTAH, WYOMING",,0,103.795,103.795,821356,,,,,,,,,,,,,No,0,1417.392,0,0,0,0,0,0,0,1417.392,0,0,0,0,0,0,0,0,0,0,0,1417.392,0,0,0,0,0,0,0,1417.392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1417.392,0,0,0,0,0,0,0,1417.392,INITIAL,3/11/2021,3/11/2021,7100.2-1 (Rev. 10-2014)
03/01/22,2020,20210310,38576,860,"FAIRBANK, CITY OF",116 EAST MAIN STREET,FAIRBANK,IA,50629,Natural Gas,,IOWA,0,0,0,,,,,,,,,,,,,,No,0,0.292,0,0,0,0,7.782,0,0,8.074,0,0,0,0,0,0,0,0,0,0,0,0.292,0,0,0,0,7.782,0,0,8.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292,0,0,0,0,7.782,0,0,8.074,INITIAL,2/25/2021,2/25/2021,7100.2-1 (Rev. 10-2014)
03/01/22,2020,20210737,39031,872,LAFITTE GAS PIPELINE,1293 ELDRIDGE PARKWAY,HOUSTON,TX,77077,Hydrogen Gas,,LOUISIANA,0,0,0,,,,11484.524,,,,,,,,,,No,0,0.736,0,5.153,0,0,0,0,0,5.889,0,0,0,0,0,0,0,0,0,0,0,0.736,0,5.153,0,0,0,0,0,5.889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.736,0,5.153,0,0,0,0,0,5.889,INITIAL,3/10/2021,3/10/2021,7100.2-1 (Rev. 10-2014)
03/01/22,2020,20210735,39029,872,LAFITTE GAS PIPELINE,1293 ELDRIDGE PARKWAY,HOUSTON,TX,77077,Natural Gas,,LOUISIANA,0,1.105,1.105,8135.736,,,,,,,,,,,,,No,0,5.722,0,0,0,0,0,0,0,5.722,0,0,0,0,0,0,0,0,0,0,0,5.722,0,0,0,0,0,0,0,5.722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.722,0,0,0,0,0,0,0,5.722,INITIAL,3/10/2021,3/10/2021,7100.2-1 (Rev. 10-2014)
03/01/22,2020,20211303,39636,878,"JEFFERSON GAS, LLC",PO BOX 35,WINCHESTER,KY,40392,Natural Gas,,KENTUCKY,0,0,0,364,,,,,,,,,,,,,No,23,21,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,23,21,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,18,41,21,0,0,0,0,0,0,0,62,INITIAL,3/18/2021,3/18/2021,7100.2-1 (Rev. 10-2014)
03/01/22,2020,20210602,38887,899,5P GAS PIPELINE COMPANY,110 SOUTH RAGSDALE ST.,JACKSONVILLE,TX,75766,Natural Gas,,TEXAS,0,0,0,,,,,,,,,,,,,,No,0,7,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,8,INITIAL,3/8/2021,3/8/2021,7100.2-1 (Rev. 10-2014)
