DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTF1A,PARTF1B,PARTF1C,PARTF1D,PARTF1DOTH,PARTF1E,PARTF2A,PARTF2B,PARTF2C,PARTF2C1,PARTF2C2,PARTF2C3,PARTF2C4,PARTF3A,PARTF3B,PARTF3C,PARTF3D,PARTF4A,PARTF4A1,PARTF4A2,PARTF4A3,PARTF4B,PARTF4B1,PARTF4B2,PARTF4B3,PARTF4C,PARTF4C1,PARTF4C2,PARTF4C3,PARTF4C4,PARTF5A,PARTF5AOTH,PARTF5B,PARTF5C,PARTF5C1,PARTF5C2,PARTF5C3,PARTF5C4,PARTF6A,PARTF6B,PARTF6C,PARTF6D,PARTF6E,PARTGMBA,PARTGMRC,PARTGTOTMILES
03/01/22,2019,20200442,37116,383,AMARILLO NATURAL GAS INC,Natural Gas,INTRASTATE,KANSAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2019,20200442,37116,383,AMARILLO NATURAL GAS INC,Natural Gas,INTRASTATE,TEXAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2019,20200926,38134,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,,1160.32,1069.89,366.52,0,Hard Spot,2596.73,123,91,,,,,,0,0,,,158.93,0.38,0,158.55,19,0,0,19,,,,,,0,,0,,,,,,2755.66,110,,,,,,
03/01/22,2019,20200926,38134,405,ANR PIPELINE CO,Natural Gas,INTRASTATE,MICHIGAN,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,0,0,,,,,,
03/01/22,2019,20200311,38164,473,ANADARKO PETROLEUM CORP,Natural Gas,INTERSTATE,,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,0,0,,,,,,
03/01/22,2019,20200311,38164,473,ANADARKO PETROLEUM CORP,Natural Gas,INTRASTATE,COLORADO,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,0,0,,,,,,
03/01/22,2019,20200311,38164,473,ANADARKO PETROLEUM CORP,Natural Gas,INTRASTATE,UTAH,0.13,0.13,,,,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.26,0,0,,,,,
03/01/22,2019,20200311,38164,473,ANADARKO PETROLEUM CORP,Natural Gas,INTRASTATE,WYOMING,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,0,0,,,,,,
03/01/22,2019,20200800,37492,515,DAKOTA GASIFICATION COMPANY,Synthetic Gas,INTRASTATE,NORTH DAKOTA,3.25,3.25,,,,6.5,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,6.5,0,,,,,,
03/01/22,2019,20201052,37752,570,FERNDALE PIPELINE SYSTEM,Natural Gas,INTRASTATE,WASHINGTON,31.7,31.7,0,0,,63.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,63.4,0,0,0,0,0,1.6,1.6
03/01/22,2019,20200222,36886,585,ARGYLE MUNICIPAL GAS SYSTEM,Natural Gas,INTRASTATE,MINNESOTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2019,20200721,37407,602,"ENABLE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,,137.2,137.2,0,137.2,Internal Mapping Unit (IMU),411.6,627,521,0,0,0,0,0,16.45,3,0,0,10.74,4.91,4.91,0.92,3,3,0,0,0,0,0,0,0,0,,0,,,,,,438.79,527,0,,,0,3.1,3.1
03/01/22,2019,20200672,37855,603,CENTERPOINT ENERGY RESOURCES CORP.,Natural Gas,INTRASTATE,ARKANSAS,10.52,10.52,10.52,,,31.56,19,9,1,1,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,32.36,9,1,88,,0,4.84,4.84
03/01/22,2019,20200672,37855,603,CENTERPOINT ENERGY RESOURCES CORP.,Natural Gas,INTRASTATE,OKLAHOMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2019,20200875,37569,621,ARKANSAS OKLAHOMA GAS CORP,Natural Gas,INTRASTATE,ARKANSAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2019,20200875,37569,621,ARKANSAS OKLAHOMA GAS CORP,Natural Gas,INTRASTATE,OKLAHOMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/22,2019,20200458,37132,660,"ARLINGTON ENERGY GROUP, LLC",Natural Gas,INTRASTATE,MISSISSIPPI,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,0,0,,,,0,0,0
03/01/22,2019,20201154,37859,792,ATLANTA GAS LIGHT CO,Landfill Gas,INTRASTATE,GEORGIA,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/22,2019,20201235,38515,792,ATLANTA GAS LIGHT CO,Natural Gas,INTRASTATE,GEORGIA,139.46,139.46,61.821,0,,340.741,56,118,6,5,0,0,1,1.732,0,0,0,125.798,62.788,62.788,0.222,740,538,176,26,275,10,0,1,264,0,,0,0,0,0,0,0,468.271,858,281,0,0,12.147,54.19,66.337
03/01/22,2019,20200709,37394,840,MOJAVE PIPELINE OPERATING COMPANY,Natural Gas,INTERSTATE,,82.13,82.13,0,0,,164.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,164.26,0,0,0,0,0,3.16,3.16
03/01/22,2019,20200616,37303,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,Hydrogen Gas,INTRASTATE,LOUISIANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2019,20200616,37303,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,Hydrogen Gas,INTRASTATE,TEXAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2019,20200609,37289,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,Natural Gas,INTRASTATE,TEXAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2019,20200611,37291,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,Synthetic Gas,INTRASTATE,TEXAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2019,20200653,37336,844,KERN RIVER GAS TRANSMISSION CO,Natural Gas,INTERSTATE,,465,465,0,0,,930,6,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,0,0,0,0,0,930,8,1,0,0,0,0,0
03/01/22,2019,20200215,36878,860,"FAIRBANK, CITY OF",Natural Gas,INTRASTATE,IOWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2019,20200980,37678,872,LAFITTE GAS PIPELINE,Hydrogen Gas,INTRASTATE,LOUISIANA,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,0,0,,,,0,0,0
03/01/22,2019,20200990,37688,872,LAFITTE GAS PIPELINE,Natural Gas,INTRASTATE,LOUISIANA,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/22,2019,20200440,37386,878,"JEFFERSON GAS, LLC",Natural Gas,INTRASTATE,KENTUCKY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2019,20201177,37882,899,5P GAS PIPELINE COMPANY,Natural Gas,INTRASTATE,TEXAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2019,20200378,39282,929,"SEBRING GAS SYSTEM, INC",Natural Gas,INTRASTATE,FLORIDA,,,,,,,0,0,,,,,,0,0,,,,,,,,,,,,,,,,0.179,Leak Survey,0,,,,,,0.179,0,,,,0,0,0
03/01/22,2019,20200106,36762,952,ENERFIN RESOURCES II-92 LIMITED PARTNERSHIP,Natural Gas,INTRASTATE,TEXAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2019,20200109,36765,967,"PINEDALE NATURAL GAS, INC",Natural Gas,INTRASTATE,WYOMING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2019,20200318,36988,978,LAWRENCE PAPER CO,Natural Gas,INTRASTATE,KANSAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.794,Leak Survey,,,,,,,0.794,,,,,0,0,0
03/01/22,2019,20201056,37756,980,APPALACHIAN NATURAL GAS DISTRIBUTION COMPANY,Natural Gas,INTRASTATE,VIRGINIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2019,20200947,37645,993,CROSSROADS PIPELINE COMPANY,Natural Gas,INTERSTATE,,128.07,128.07,0,0,,256.14,9,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,256.14,6,2,0,0,0.25,1.21,1.46
03/01/22,2019,20201128,37830,997,MIDWAY SUNSET COGENERATION CO,Natural Gas,INTERSTATE,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,4,Leak Survey,,,,,,,6,,,,,0,0,0
03/01/22,2019,20201071,37771,1007,"TALLGRASS INTERSTATE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,,141.11,141.11,0,0,,282.22,1,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,282.22,0,,,,,,
03/01/22,2019,20201021,37720,1088,BALTIMORE GAS AND ELECTRIC COMPANY,Natural Gas,INTRASTATE,MARYLAND,,,,,,,,,,,,,,,,,,20.354,20.354,,,6,6,,,4,,,,4,,,,0,0,0,0,0,20.354,6,4,0,0,0,6.038,6.038
03/01/22,2019,20201010,37708,1209,COLUMBIA GAS OF MASSACHUSETTS,Natural Gas,INTRASTATE,MASSACHUSETTS,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.02,0,0,0,0,0,0.01,0.01
03/01/22,2019,20200773,37462,1217,BEAR CREEK STORAGE CO,Natural Gas,INTERSTATE,,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,0,0,,,,0,0,0
03/01/22,2019,20200078,36731,1232,BEDFORD NATURAL GAS SYSTEM,Natural Gas,INTRASTATE,IOWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,foot patrol,,,,,,,17,,,,,0,0,0
03/01/22,2019,20201301,38016,1486,BLACK WARRIOR TRANSMISSION CORP,Natural Gas,INTRASTATE,ALABAMA,,9.755,,,,9.755,0,0,,,,,,0,0,,,,,,,,,,,,,,,,1.245,Survey,0,,,,,,11,0,,,,0,0,0
03/01/22,2019,20201376,38147,1552,BLUE DOLPHIN PIPELINE COMPANY,Natural Gas,INTERSTATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/22,2019,20200367,37037,1640,BOSTON GAS CO,Natural Gas,INTRASTATE,MASSACHUSETTS,0.29,0.29,,,,0.58,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.58,1,0,0,0,0,0.29,0.29
03/01/22,2019,20200218,36882,1752,BRIGHTON MUNICIPAL GAS SYSTEM,Natural Gas,INTRASTATE,IOWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2019,20200368,37038,1800,KEYSPAN ENERGY DELIVERY - NY CITY,Natural Gas,INTRASTATE,NEW YORK,1.27,1.27,,,,2.54,13,12,1,1,0,0,0,0,0,0,0,0.33,0.33,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2.87,12,1,0,0,0,1.59,1.59
03/01/22,2019,20201048,37748,1845,"BUCKEYE PARTNERS, LP",Natural Gas,INTRASTATE,TEXAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/22,2019,20200369,37039,2066,CAPE COD GAS CO (DIV OF COLONIAL GAS CO),Natural Gas,INTRASTATE,MASSACHUSETTS,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/22,2019,20201125,37827,2128,CASCADE NATURAL GAS CORP,Natural Gas,INTRASTATE,OREGON,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,15.05,0,15.05,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15.05,0,0,0,0,0,0.9,0.9
03/01/22,2019,20201125,37827,2128,CASCADE NATURAL GAS CORP,Natural Gas,INTRASTATE,WASHINGTON,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,70.58,0.52,70.06,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,70.58,0,0,0,0,0,3.75,3.75
03/01/22,2019,20200295,36964,2180,CENTRAL CITY GAS SYSTEM DEPT,Natural Gas,INTRASTATE,NEBRASKA,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,0,0,,,,0,0,0
03/01/22,2019,20200427,37101,2188,CENTRAL FLORIDA GAS CORP,Natural Gas,INTRASTATE,FLORIDA,0,0,0,0,,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0
03/01/22,2019,20201013,37711,2196,CENTRAL HUDSON GAS & ELECTRIC CORP,Natural Gas,INTRASTATE,NEW YORK,,,,,,,,,,,,,,,,,,3.59,3.59,,,,,,,,,,,,,,,,,,,,3.59,,,,,0,3.59,3.59
03/01/22,2019,20200341,37011,2256,"CHANUTE, CITY OF",Natural Gas,INTRASTATE,KANSAS,,,,,,,,,,,,,,0,0,,,0.32,0.32,,,0,0,,,,,,,,0,,0,,,,,,0.32,0,,,,0,0,0
03/01/22,2019,20201162,37867,2288,CHATTANOOGA GAS CO,Natural Gas,INTRASTATE,TENNESSEE,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0.021,0.021,0,10,10,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.042,10,0,0,0,0.021,0,0.021
03/01/22,2019,20200794,37485,2304,CHILDERSBURG GAS BOARD,Natural Gas,INTRASTATE,ALABAMA,,,,,,,,,,,,,,,,,,1.03,1.03,0,0,0,0,0,0,0,0,0,0,0,26.97,Sniff Test,0,0,0,0,0,0,28,0,0,0,0,0,1.03,1.03
03/01/22,2019,20200929,37626,2364,DUKE ENERGY OHIO,Natural Gas,INTRASTATE,OHIO,0,0,0,0,None,0,4,0,0,0,0,0,0,0,0,0,0,2.33,1.34,0.99,0,15,3,12,0,5,1,0,0,4,0,None,0,0,0,0,0,0,2.33,15,5,0,0,0,1.34,1.34
03/01/22,2019,20201298,38011,2382,CITATION OIL & GAS CORP,Natural Gas,INTRASTATE,ILLINOIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2019,20200308,36978,2392,CITIZENS GAS & COKE UTILITY,Natural Gas,INTRASTATE,INDIANA,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,23.2,23.2,0,0,34,34,0,0,34,0,0,0,34,0,0,0,0,0,0,0,0,23.2,34,34,1,0,0,23.2,23.2
03/01/22,2019,20201065,37765,2408,CITIZENS GAS FUEL CO,Natural Gas,INTRASTATE,MICHIGAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2019,20200888,37582,2432,FLORIDA CITY GAS,Natural Gas,INTRASTATE,FLORIDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2019,20200306,36975,2456,CLARKE - MOBILE COUNTIES GAS DIST,Natural Gas,INTRASTATE,ALABAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2019,20200375,37045,2480,CLEARFIELD MUNICIPAL GAS SYSTEM,Natural Gas,INTRASTATE,IOWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2019,20200191,36861,2512,CLINTON - NEWBERRY NATURAL GAS AUTH,Natural Gas,INTRASTATE,SOUTH CAROLINA,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,2.29,2.29,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2.29,0,0,0,0,0,0,0
03/01/22,2019,20200802,37494,2564,COLORADO INTERSTATE GAS CO,Natural Gas,INTERSTATE,,248.93,248.93,0,5.96,Hardspot,503.82,19,9,0,0,0,0,0,0,0,0,0,0.074,0.074,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,503.894,9,0,0,0,5.41,11.46,16.87
03/01/22,2019,20201009,37707,2585,COLUMBIA GAS OF KENTUCKY INC,Natural Gas,INTRASTATE,KENTUCKY,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,0,0,1,0,1
03/01/22,2019,20201011,37709,2588,COLUMBIA GAS OF MARYLAND INC,Natural Gas,INTRASTATE,MARYLAND,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.8,0,0,0,0,0,0.4,0.4
03/01/22,2019,20201007,37705,2596,COLUMBIA GAS OF OHIO INC,Natural Gas,INTRASTATE,OHIO,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,23.2,11.6,11.6,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,23.2,0,0,0,0,0,11.6,11.6
03/01/22,2019,20201012,38123,2600,COLUMBIA GAS OF PENNSYLVANIA,Natural Gas,INTRASTATE,PENNSYLVANIA,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/22,2019,20201008,37706,2604,COLUMBIA GAS OF VIRGINIA INC,Natural Gas,INTRASTATE,VIRGINIA,1,1,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,0,0,0,1,1
03/01/22,2019,20200943,37641,2616,"COLUMBIA GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,,1576.81,2326.86,0,0,,3903.67,101,28,2,2,0,0,0,6.717,0,0,0,1.49,1.49,0,0,6,6,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3911.877,34,2,5,0,,,
03/01/22,2019,20200945,37643,2620,"COLUMBIA GULF TRANSMISSION, LLC",Natural Gas,INTERSTATE,,931.4,850.6,0,0,,1782,6,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,EMAT,0,0,0,0,0,0,1867,2,1,0,0,6.99,13.92,20.91
03/01/22,2019,20200459,37133,2651,GREER COMMISSION OF PUBLIC WORKS,Natural Gas,INTRASTATE,SOUTH CAROLINA,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/22,2019,20200269,36935,2652,NSTAR GAS COMPANY,Natural Gas,INTRASTATE,MASSACHUSETTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2019,20200642,37325,2688,SOUTH ALABAMA GAS DISTRICT,Natural Gas,INTRASTATE,ALABAMA,,,,,,,,,,,,,,,,,,4.36,4.36,,,3,3,,,3,,,3,,,,,,,,,,4.36,3,3,,,0,4.36,4.36
03/01/22,2019,20201131,37833,2704,CONSOLIDATED EDISON CO OF NEW YORK,Natural Gas,INTRASTATE,NEW YORK,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,4.46,4.46,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4.46,0,0,0,0,4.46,0,4.46
03/01/22,2019,20201135,37838,2714,"DOMINION ENERGY TRANSMISSION, INC.",Natural Gas,INTERSTATE,,256.4,237.1,19.8,0,,513.3,55,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,513.3,16,0,0,0,1.7,41.5,43.2
03/01/22,2019,20201135,37838,2714,"DOMINION ENERGY TRANSMISSION, INC.",Natural Gas,INTRASTATE,VIRGINIA,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/22,2019,20200831,37523,2731,CHEVRON PIPE LINE CO,Natural Gas,INTRASTATE,CALIFORNIA,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
