DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTK20LESSC1,PARTK20LESSC2,PARTK20LESSC3,PARTK20LESSC4,PARTK20LESSTOT,PARTK2029C1,PARTK2029C2,PARTK2029C3,PARTK2029C4,PARTK2029TOT,PARTK3040C1,PARTK3040C2,PARTK3040C3,PARTK3040C4,PARTK3040TOT,PARTK4150C1,PARTK4150C2,PARTK4150C3,PARTK4150C4,PARTK4150TOT,PARTK5160C1,PARTK5160C2,PARTK5160C3,PARTK5160C4,PARTK5160TOT,PARTK6172C1,PARTK6172C2,PARTK6172C3,PARTK6172C4,PARTK6172TOT,PARTK7380C1,PARTK7380C2,PARTK7380C3,PARTK7380C4,PARTK7380TOT,PARTK80MOREC1,PARTK80MOREC2,PARTK80MOREC3,PARTK80MOREC4,PARTK80MORETOT,PARTKUNKNOWNC1,PARTKUNKNOWNC2,PARTKUNKNOWNC3,PARTKUNKNOWNC4,PARTKUNKNOWNTOT,PARTKNONSTEELC1,PARTKNONSTEELC2,PARTKNONSTEELC3,PARTKNONSTEELC4,PARTKNONSTEELTOT,PARTKONC1TOT,PARTKONC2TOT,PARTKONC3TOT,PARTKONC4TOT,PARTKONTOTAL,PARTKOFFLESS50,PARTKOFF5172,PARTKOFF72MORE,PARTKOFFUNKNOWN,PARTKOFFNONSTEEL,PARTKOFFTOTAL,PARTKC1TOT,PARTKC2TOT,PARTKC3TOT,PARTKC4TOT,PARTKTOTAL
03/01/22,2018,20191009,36373,180,SPIRE ALABAMA INC.,Natural Gas,INTRASTATE,ALABAMA,0.573,0.614,2.881,0.203,4.271,17.506,16.553,27.06,1.931,63.05,21.685,40.36,33.383,0,95.428,12.883,8.795,17.597,0,39.275,5.168,3.68,5.54,0,14.388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.458,0,9.458,0,0,0,0,0,57.815,70.002,95.919,2.134,225.87,0,0,0,0,0,0,57.815,70.002,95.919,2.134,225.87
03/01/22,2018,20190687,36036,189,"AMERICAN MIDSTREAM (ALATENN), LLC",Natural Gas,INTERSTATE,ALABAMA,12.038,0,10.773,0,22.811,4.728,0,10.47,0,15.198,64.227,1.328,22.923,0,88.478,64.481,1.203,18.975,0,84.659,16.684,0,8.475,0,25.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64,0,1.64,162.158,2.531,73.256,0,237.945,0,0,0,0,0,0,162.158,2.531,73.256,0,237.945
03/01/22,2018,20190687,36036,189,"AMERICAN MIDSTREAM (ALATENN), LLC",Natural Gas,INTERSTATE,MISSISSIPPI,0,0,0,0,0,6.65,0,0.09,0,6.74,25.04,0,2.81,0,27.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.69,0,2.9,0,34.59,0,0,0,0,0,0,31.69,0,2.9,0,34.59
03/01/22,2018,20190687,36036,189,"AMERICAN MIDSTREAM (ALATENN), LLC",Natural Gas,INTERSTATE,TENNESSEE,0,0,0,0,0,4.45,0,1.51,0,5.96,16.405,0,0,0,16.405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.855,0,1.51,0,22.365,0,0,0,0,0,0,20.855,0,1.51,0,22.365
03/01/22,2018,20190414,35750,207,ALASKA PIPELINE CO,Natural Gas,INTRASTATE,ALASKA,0.223,0.336,2.104,0,2.663,25.445,5.144,26.278,0,56.867,6.228,1.864,14.962,0,23.054,60.052,48.159,57.544,0,165.755,110.465,9.869,4.826,0,125.16,14.203,0.007,0.043,0,14.253,0,0,0,0,0,0,0,0,0,0,0.184,0.166,0.616,0,0.966,0,0,0,0,0,216.8,65.545,106.373,0,388.718,0,0,0,0,0,0,216.8,65.545,106.373,0,388.718
03/01/22,2018,20190692,36535,270,"ALEXANDRIA MUNICIPLE GAS SYSTEM, CITY OF",Natural Gas,INTRASTATE,LOUISIANA,0.11,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0.11,0,0,0,0,0,0,0.11,0,0,0,0.11
03/01/22,2018,20190885,39793,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,CONNECTICUT,0.04,1.19,10.46,0,11.69,21.18,10.14,26.91,0,58.23,11.05,6.53,44.02,0,61.6,56.42,44.85,74.86,0,176.13,37.82,22.38,19.14,0,79.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.51,85.09,175.39,0,386.99,0,0,0,0,0,0,126.51,85.09,175.39,0,386.99
03/01/22,2018,20190885,39793,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,MASSACHUSETTS,0.26,0.34,1.4,2.23,4.23,10.9,8.62,23.65,6.81,49.98,34.79,18.09,60.97,3.64,117.49,54.35,49.6,107.23,0.11,211.29,11.02,8.82,12.01,0,31.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.32,85.47,205.26,12.79,414.84,5.95,35.92,0,0,0,41.87,153.19,85.47,205.26,12.79,456.71
03/01/22,2018,20190885,39793,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,NEW JERSEY,0,0,0,0,0,0,0,0,0,0,1.06,0.7,9.02,0,10.78,24.34,5.21,48.45,0,78,18.11,3.24,22.27,0,43.62,2.7,0.78,0,0,3.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.21,9.93,79.74,0,135.88,0,0,0,0,0,0,46.21,9.93,79.74,0,135.88
03/01/22,2018,20190885,39793,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,NEW YORK,0,0,0.37,0,0.37,0.76,0.27,0.05,0,1.08,3.2,0.96,1.6,0,5.76,14.98,6.97,43.31,0,65.26,4.66,2.23,8.07,0,14.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.6,10.43,53.4,0,87.43,0,0,0,0,0,0,23.6,10.43,53.4,0,87.43
03/01/22,2018,20190885,39793,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,OCS-Atlantic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,3.57,3.57,0,0,0,3.57
03/01/22,2018,20190885,39793,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,RHODE ISLAND,1.05,0.03,0.21,0,1.29,2.27,3.16,2.98,0,8.41,4.82,2.05,6.95,0,13.82,4.24,0.39,16.43,0,21.06,7.79,6.12,1.56,0,15.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.17,11.75,28.13,0,60.05,0,0,0,0,0,0,20.17,11.75,28.13,0,60.05
03/01/22,2018,20190375,36618,383,AMARILLO NATURAL GAS INC,Natural Gas,INTRASTATE,KANSAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71,0,0.01,0,1.72,1.71,0,0.01,0,1.72,0,0,0,0,0,0,1.71,0,0.01,0,1.72
03/01/22,2018,20190375,36618,383,AMARILLO NATURAL GAS INC,Natural Gas,INTRASTATE,TEXAS,13.83,0.4,0,0,14.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.83,0.4,0,0,14.23,0,0,0,0,0,0,13.83,0.4,0,0,14.23
03/01/22,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,ARKANSAS,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0.003,6.224,0.306,0.339,0,6.869,1.382,0.594,0.956,0,2.932,53.562,1.016,0,0,54.578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.171,1.916,1.295,0,64.382,0,0,0,0,0,0,61.171,1.916,1.295,0,64.382
03/01/22,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,ILLINOIS,0,0,0,0,0,7.808,0.843,0.618,0,9.269,2.577,1.393,1.847,0,5.817,9.472,5.797,12.596,0,27.865,52.084,7.545,5.001,0,64.63,486.217,39.84,2.643,0,528.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558.158,55.418,22.705,0,636.281,0,0,0,0,0,0,558.158,55.418,22.705,0,636.281
03/01/22,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,INDIANA,1.957,0.307,0,0,2.264,51.43,1.551,0,0,52.981,3.296,0.548,4.908,0,8.752,8.248,13.155,33.921,0,55.324,73.604,31.925,5.2,0,110.729,627.277,116.702,2.18,0,746.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765.812,164.188,46.209,0,976.209,0,0,0,0,0,0,765.812,164.188,46.209,0,976.209
03/01/22,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,IOWA,0.211,0,0.004,0,0.215,95.725,4.41,2.965,0,103.1,79.909,5.595,4.093,0,89.597,73.279,1.086,0,0,74.365,17.626,0,0,0,17.626,316.643,0,0,0,316.643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583.393,11.091,7.062,0,601.546,0,0,0,0,0,0,583.393,11.091,7.062,0,601.546
03/01/22,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,KANSAS,0,0,0,0,0,2.678,0,0,0,2.678,8.142,0,0,0,8.142,1.676,0.251,0,0,1.927,27.194,0.052,0,0,27.246,787.921,4.184,0,0,792.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,827.611,4.487,0,0,832.098,0,0,0,0,0,0,827.611,4.487,0,0,832.098
03/01/22,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,KENTUCKY,0,0,0,0,0,3.8,0,0,0,3.8,0.002,0,0,0,0.002,1.886,0.057,0,0,1.943,12.284,3.853,0,0,16.137,245.701,10.538,0,0,256.239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.673,14.448,0,0,278.121,0,0,0,0,0,0,263.673,14.448,0,0,278.121
03/01/22,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,LOUISIANA,0,0,0,0,0,0.597,0,0,0,0.597,12.198,1.25,1.099,0,14.547,36.456,5.149,4.048,0,45.653,50.658,11.106,6.975,0,68.739,752.947,68.848,1.074,0,822.869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852.856,86.353,13.196,0,952.405,0,0,0,0,0,0,852.856,86.353,13.196,0,952.405
03/01/22,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,MICHIGAN,6.304,0.031,0,0,6.335,105.57,14.065,3.68,0,123.315,90.901,25.119,8.826,0,124.846,136.309,25.432,35.833,0,197.574,162.878,76.887,24.648,0,264.413,481.344,113.368,0.438,0,595.15,0.003,0,0,0,0.003,0.433,0,0,0,0.433,0,0,0,0,0,0,0,0,0,0,983.742,254.902,73.425,0,1312.069,0,0,0,0,0,0,983.742,254.902,73.425,0,1312.069
03/01/22,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,MISSISSIPPI,0,0,0,0,0,0,0,0,0,0,1.545,0.805,1.233,0,3.583,7.941,3.117,7.247,0,18.305,8.088,3.5,2.761,0,14.349,302.595,33.627,0.5,0,336.722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320.169,41.049,11.741,0,372.959,0,0,0,0,0,0,320.169,41.049,11.741,0,372.959
03/01/22,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,MISSOURI,1.798,0,0,0,1.798,50.646,0.856,0.15,0,51.652,4.239,0.084,0.729,0,5.052,6.185,0.775,0.998,0,7.958,4.252,0,0.514,0,4.766,200.986,0,0,0,200.986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268.106,1.715,2.391,0,272.212,0,0,0,0,0,0,268.106,1.715,2.391,0,272.212
03/01/22,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,NEBRASKA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236,0,0,0,0.236,0.538,0,0,0,0.538,7.864,0,0,0,7.864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.638,0,0,0,8.638,0,0,0,0,0,0,8.638,0,0,0,8.638
03/01/22,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,OHIO,0.074,0,0,0,0.074,15.945,1.253,0.316,0,17.514,0.454,0.223,2.482,0,3.159,19.295,13.011,15.682,0,47.988,13.546,5.163,2.723,0,21.432,214.764,10.95,0.431,0,226.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264.078,30.6,21.634,0,316.312,0,0,0,0,0,0,264.078,30.6,21.634,0,316.312
03/01/22,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,OKLAHOMA,0,0,0,0,0,0.266,0,0,0,0.266,0.779,0,0,0,0.779,12.921,0,0,0,12.921,30.955,0,0,0,30.955,301.245,0,0,0,301.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346.166,0,0,0,346.166,0,0,0,0,0,0,346.166,0,0,0,346.166
03/01/22,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,TENNESSEE,0,0,0,0,0,0.196,0,0,0,0.196,0.959,0.113,2.391,0,3.463,2.534,0.157,0,0,2.691,7.549,1.097,0,0,8.646,284.976,28.896,0,0,313.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296.214,30.263,2.391,0,328.868,0,0,0,0,0,0,296.214,30.263,2.391,0,328.868
03/01/22,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,TEXAS,0,0,0,0,0,0.456,0,0,0,0.456,3.585,0,0,0,3.585,1.415,0,0,0,1.415,16.383,0,0,0,16.383,115.223,0,0,0,115.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.062,0,0,0,137.062,0,0,0,0,0,0,137.062,0,0,0,137.062
03/01/22,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,WISCONSIN,0.002,0,0,0,0.002,150.323,23.076,7.217,0,180.616,320.857,61.091,22.933,0,404.881,180.986,57.519,94.54,0,333.045,355.414,66.278,59.53,0,481.222,350.646,63.408,0.996,0,415.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1358.228,271.372,185.216,0,1814.816,0,0,0,0,0,0,1358.228,271.372,185.216,0,1814.816
03/01/22,2018,20190868,36221,405,ANR PIPELINE CO,Natural Gas,INTRASTATE,MICHIGAN,0,0,0,0,0,0,0,0,0,0,0.158,0,0,0,0.158,2.276,0.495,0,0,2.771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.434,0.495,0,0,2.929,0,0,0,0,0,0,2.434,0.495,0,0,2.929
03/01/22,2018,20190987,36977,473,ANADARKO PETROLEUM CORP,Natural Gas,INTERSTATE,NEW MEXICO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3
03/01/22,2018,20190987,36977,473,ANADARKO PETROLEUM CORP,Natural Gas,INTERSTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0,0,0,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0,0,0,15.2,0,0,0,0,0,0,15.2,0,0,0,15.2
03/01/22,2018,20190987,36977,473,ANADARKO PETROLEUM CORP,Natural Gas,INTERSTATE,WYOMING,0,0,0,0,0,0,0,0,0,0,37.24,0.97,0,0,38.21,36.4,0,0,0,36.4,43.45,1.5,0,0,44.95,122.71,0,0,0,122.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.8,2.47,0,0,242.27,0,0,0,0,0,0,239.8,2.47,0,0,242.27
03/01/22,2018,20190987,36977,473,ANADARKO PETROLEUM CORP,Natural Gas,INTRASTATE,COLORADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.25,1.2,0,0,0,1.2,1.96,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41,0,0,0,3.41,0,0,0,0,0,0,3.41,0,0,0,3.41
03/01/22,2018,20190987,36977,473,ANADARKO PETROLEUM CORP,Natural Gas,INTRASTATE,UTAH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0.13,3.2,0,0.2,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0.33,0,3.53,0,0,0,0,0,0,3.2,0,0.33,0,3.53
03/01/22,2018,20190987,36977,473,ANADARKO PETROLEUM CORP,Natural Gas,INTRASTATE,WYOMING,0,0,0,0,0,0,0,0,0,0,51.82,0,0,0,51.82,0,0,0,0,0,0,0,0,0,0,12.2,0,0,0,12.2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,70.02,0,0,0,70.02,0,0,0,0,0,0,70.02,0,0,0,70.02
03/01/22,2018,20190237,35552,515,DAKOTA GASIFICATION COMPANY,Synthetic Gas,INTRASTATE,NORTH DAKOTA,0,0,0,0,0,0,0,0,0,0,3.28,0,0,0,3.28,0,0,0,0,0,1.11,0,0,0,1.11,35.38,0,0,0,35.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.77,0,0,0,39.77,0,0,0,0,0,0,39.77,0,0,0,39.77
03/01/22,2018,20190443,35780,570,FERNDALE PIPELINE SYSTEM,Natural Gas,INTRASTATE,WASHINGTON,0,0,0,0,0,0,0,0,0,0,24.6,9.2,2.4,0,36.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.6,9.2,2.4,0,36.2,0,0,0,0,0,0,24.6,9.2,2.4,0,36.2
03/01/22,2018,20190592,36593,585,ARGYLE MUNICIPAL GAS SYSTEM,Natural Gas,INTRASTATE,MINNESOTA,,0,0,0,0,2.1,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,2.1,0,0,0,0,0,0,2.1,0,0,0,2.1
03/01/22,2018,20190641,35987,602,"ENABLE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,ARKANSAS,336.47,136.78,54.44,0,527.69,224.55,61.34,29.81,0.1,315.8,216.6,35.65,39.58,0,291.83,416.34,95.07,64.79,0.36,576.56,181.75,68.94,19.38,0,270.07,837.34,89.82,1.5,0,928.66,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0.002,12.46,4.48,0,0,16.94,2225.51,492.082,209.5,0.46,2927.552,0,0,0,0,0,0,2225.51,492.082,209.5,0.46,2927.552
03/01/22,2018,20190641,35987,602,"ENABLE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,KANSAS,8.39,1.94,4.4,0,14.73,9.78,0,0,0,9.78,4.08,0,0,0,4.08,1.61,0,0,0,1.61,2.83,0,0,0,2.83,0.02,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.71,1.94,4.4,0,33.05,0,0,0,0,0,0,26.71,1.94,4.4,0,33.05
