DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTQC1HCAA1,PARTQC1HCAA1INC,PARTQC1HCAA2,PARTQC1HCAA2INC,PARTQC1HCAA3,PARTQC1HCAA3INC,PARTQC1HCAA4,PARTQC1HCAA4INC,PARTQC1HCAC,PARTQC1HCACINC,PARTQC1HCAD,PARTQC1HCADINC,PARTQC1HCAOTH,PARTQC1HCAOTHINC,PARTQC1NHCAA1,PARTQC1NHCAA2,PARTQC1NHCAA3,PARTQC1NHCAA4,PARTQC1NHCAC,PARTQC1NHCAD,PARTQC1NHCAOTH,PARTQC2HCAA1,PARTQC2HCAA1INC,PARTQC2HCAA2,PARTQC2HCAA2INC,PARTQC2HCAA3,PARTQC2HCAA3INC,PARTQC2HCAA4,PARTQC2HCAA4INC,PARTQC2HCAC,PARTQC2HCACINC,PARTQC2HCAD,PARTQC2HCADINC,PARTQC2HCAOTH,PARTQC2HCAOTHINC,PARTQC2NHCAA1,PARTQC2NHCAA2,PARTQC2NHCAA3,PARTQC2NHCAA4,PARTQC2NHCAC,PARTQC2NHCAD,PARTQC2NHCAOTH,PARTQC3HCAA1,PARTQC3HCAA1INC,PARTQC3HCAA2,PARTQC3HCAA2INC,PARTQC3HCAA3,PARTQC3HCAA3INC,PARTQC3HCAA4,PARTQC3HCAA4INC,PARTQC3HCAC,PARTQC3HCACINC,PARTQC3HCAD,PARTQC3HCADINC,PARTQC3HCAOTH,PARTQC3HCAOTHINC,PARTQC3NHCAA1,PARTQC3NHCAA1INC,PARTQC3NHCAA2,PARTQC3NHCAA2INC,PARTQC3NHCAA3,PARTQC3NHCAA3INC,PARTQC3NHCAA4,PARTQC3NHCAA4INC,PARTQC3NHCAC,PARTQC3NHCACINC,PARTQC3NHCAD,PARTQC3NHCADINC,PARTQC3NHCAOTH,PARTQC3NHCAOTHINC,PARTQC4HCAA1,PARTQC4HCAA1INC,PARTQC4HCAA2,PARTQC4HCAA2INC,PARTQC4HCAA3,PARTQC4HCAA3INC,PARTQC4HCAA4,PARTQC4HCAA4INC,PARTQC4HCAC,PARTQC4HCACINC,PARTQC4HCAD,PARTQC4HCADINC,PARTQC4HCAOTH,PARTQC4HCAOTHINC,PARTQC4NHCAA1,PARTQC4NHCAA1INC,PARTQC4NHCAA2,PARTQC4NHCAA2INC,PARTQC4NHCAA3,PARTQC4NHCAA3INC,PARTQC4NHCAA4,PARTQC4NHCAA4INC,PARTQC4NHCAC,PARTQC4NHCACINC,PARTQC4NHCAD,PARTQC4NHCADINC,PARTQC4NHCAOTH,PARTQC4NHCAOTHINC,PARTQA1TOT,PARTQA1INCTOT,PARTQA2TOT,PARTQA2INCTOT,PARTQA3TOT,PARTQA3INCTOT,PARTQA4TOT,PARTQA4INCTOT,PARTQCTOT,PARTQCINCTOT,PARTQDTOT,PARTQDINCTOT,PARTQOTHTOT,PARTQOTHINCTOT,PARTQALLTOTAL,PARTQALLINCTOTAL,PARTQOTHC1HCA,PARTQOTHC1NOHCA,PARTQOTHC2HCA,PARTQOTHC2NOHCA,PARTQOTHC3HCA,PARTQOTHC3NOHCA,PARTQOTHC4HCA,PARTQOTHC4NOHCA
3/1/2022,2017,20187366,34602,180,SPIRE ALABAMA INC.,Natural Gas,INTRASTATE,ALABAMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.68,46.17,0,0,0,0,0,0,0,2.52,0,0,0,0,0,0,0,0,0,0,0,2.53,64.55,0,0,0,0,0,0,0,22.24,1.1,0,0,0,0,0,0,0,0,0,0,3.69,0,70,3.1,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,,18.9,0,207.63,4.2,0,0,0,0,0,0,0,0,0,0,226.53,4.2,,,,,,,,
3/1/2022,2017,20186704,33893,189,"AMERICAN MIDSTREAM (ALATENN), LLC",Natural Gas,INTERSTATE,ALABAMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.531,0,0,0,0,0,0,0,20.89,0.55,0,0,0,0,0,0,0,0,0,0,0,0,52.36,2.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,237.939,2.569,0,0,0,0,0,0,0,0,0,0,237.939,2.569,,,,,,,,
3/1/2022,2017,20186704,33893,189,"AMERICAN MIDSTREAM (ALATENN), LLC",Natural Gas,INTERSTATE,MISSISSIPPI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,34.59,0,0,0,0,0,0,0,0,0,0,0,34.59,0,,,,,,,,
3/1/2022,2017,20186704,33893,189,"AMERICAN MIDSTREAM (ALATENN), LLC",Natural Gas,INTERSTATE,TENNESSEE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,22.365,0,0,0,0,0,0,0,0,0,0,0,22.365,0,,,,,,,,
3/1/2022,2017,20187119,34336,207,ALASKA PIPELINE CO,Natural Gas,INTRASTATE,ALASKA,0.038,0,0.876,0,0,0,0,0,0,0,0,0,0,0,30.65,185.054,0,0,0,0,0,0,0,1.697,0,0,0,0,0,0,0,0,0,0,0,2.63,61.22,0,0,0,0,0,0.438,0,33.548,0,0,0,0,0,0,0,0,0,0,0,1.484,0.545,70.853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,35.24,0.545,353.248,0,0,0,0,0,0,0,0,0,0,0,388.488,0.545,,,,,,,,
3/1/2022,2017,20187131,34950,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,CONNECTICUT,6.08,0,0.85,0,4.85,0,0,0,3.58,0,0,0,0,0,34.04,11.63,48.15,0,17.72,0,0,5.07,0,0.84,0,7.51,0,0,0,0.2,0,0,0,0,0,20.1,3.47,35.73,0,11.63,0,0,26.24,1.07,11.18,0.24,38.62,0,0,0,4.28,0,0,0,0,0,25.69,7.34,14,1.97,33.17,0,0,0,21.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,117.22,8.41,41.97,2.21,168.03,0,0,0,59.27,0,0,0,0,0,386.49,10.62,,,,,,,,
3/1/2022,2017,20187131,34950,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,MASSACHUSETTS,1.42,0.08,3.96,0,2.08,0,0,0,0.02,0,0,0,0,0,76.61,17.94,45.51,0,10.67,0,0,1.78,0,0.96,0,3.36,0,0,0,0.01,0,0,0,0,0,25.72,12.77,37.04,0,4.04,0,0,38.51,0.32,17.63,0.01,24.55,0,0,0,6.27,0,0,0,0,0,39.47,0.15,15.75,0.01,48.21,0,0,0,13.05,0,0,0,0,0,7.43,0.81,3.42,0,0,0,0,0,1.93,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,,190.95,1.37,72.43,0.02,160.75,0,0,0,35.99,0,0,0,0,0,460.12,1.39,,,,,,,,
3/1/2022,2017,20187131,34950,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,NEW JERSEY,1.88,0,0.31,0,8.69,0,0,0,0,0,0,0,0,0,8.21,0.19,26.88,0,0.05,0,0,0.53,0,0.03,0,1.64,0,0,0,0,0,0,0,0,0,3.68,0.01,4.04,0,0,0,0,33.24,0,2.89,0,12.67,0,0,0,0.07,0,0,0,0,0,26.39,0,0.66,0,3.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,73.93,0,4.09,0,57.74,0,0,0,0.12,0,0,0,0,0,135.88,0,,,,,,,,
3/1/2022,2017,20187131,34950,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,NEW YORK,3.18,0.01,0.27,0,3.6,0,0,0,0,0,0,0,0,0,4.08,0.77,13.63,0,0,0,0,1.9,0,0.4,0,1.86,0,0,0,0,0,0,0,0,0,1.57,0.38,6.68,0,0,0,0,12.31,0.01,0.23,0,22.11,0,0,0,0,0,0,0,0,0,2.89,0.01,0.4,0.02,11.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,25.93,0.03,2.45,0.02,58.95,0,0,0,0,0,0,0,0,0,87.33,0.05,,,,,,,,
3/1/2022,2017,20187131,34950,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,RHODE ISLAND,0.12,0,0.2,0,0,0,0,0,0,0,0,0,0,0,6.47,2.99,6.19,0,4.29,0,0,0.83,0,0.21,0,0.17,0,0,0,0,0,0,0,0,0,3.44,1.5,2.33,0,3.18,0,0,7.69,0,1.11,0,0.15,0,0,0,2.44,0,0,0,0,0,6.84,0.02,2.72,0,1.23,0,0,0,6.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,25.39,0.02,8.73,0,10.07,0,0,0,15.92,0,0,0,0,0,60.11,0.02,,,,,,,,
3/1/2022,2017,20187146,34365,383,AMARILLO NATURAL GAS INC,Natural Gas,INTRASTATE,KANSAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,0,,,,,,,,
3/1/2022,2017,20187146,34365,383,AMARILLO NATURAL GAS INC,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,14.51,0,0,0,0,0,0,0,0,0,0,0,0,0,14.51,0,,,,,,,,
3/1/2022,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,ARKANSAS,0.248,0.089,0,0,0,0,0,0,0,0,0,0,0,0,60.734,0.188,0.002,0,0,0,0,0.094,0.057,0,0,0,0,0,0,0,0,0,0,0,0,1.685,0,0,0,0,0,0,1.32,0.469,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.192,0.622,0.188,0,0.002,0,0,0,0,0,0,0,0,0,64.382,0.622,,,,,,,,
3/1/2022,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,ILLINOIS,6.618,0.553,0.281,0,1.692,0,0,0,0,0,0,0,0,0,473.685,1.755,74.716,0,0,0,0,5.952,1.036,0.305,0,0.558,0,0,0,0,0,0,0,0,0,41.643,0.266,7.076,0,0,0,0,12.996,1.65,2.574,0,1.185,0,0,0,0,0,0,0,0,0,4.13,1.969,0.838,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545.024,5.208,6.019,0,85.235,0,0,0,0,0,0,0,0,0,636.278,5.208,,,,,,,,
3/1/2022,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,INDIANA,12.603,2.644,0.83,0,2.156,0,0,0,0,0,0,0,0,0,719.438,13.016,20.851,0,0,0,0,16.475,2.094,0.442,0,2.069,0,0,0,0,0,0,0,0,0,133.41,2.493,7.162,0,0,0,0,27.447,1.488,8.517,0,0.802,0,0,0,0,0,0,0,0,0,4.789,1.334,3.709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,914.162,7.56,29.007,0,33.04,0,0,0,0,0,0,0,0,0,976.209,7.56,NA,NA,NA,NA,NA,NA,NA,NA
3/1/2022,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,IOWA,0.279,0,0,0,0,0,0,0,0,0,0,0,0,0,550.666,5.265,27.172,0,0,0,0,0.09,0.022,0,0,0,0,0,0,0,0,0,0,0,0,9.602,0.424,1.503,0,0,0,0,2.787,0.989,0.009,0,0,0,0,0,0,0,0,0,0,0,3.616,1.665,0.026,0,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567.04,2.676,5.724,0,28.771,0,0,0,0,0,0,0,0,0,601.535,2.676,,,,,,,,
3/1/2022,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,KANSAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,827.564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,832.099,0,0,0,0,0,0,0,0,0,0,0,0,0,832.099,0,,,,,,,,
3/1/2022,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,KENTUCKY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.724,1.897,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.406,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,276.13,0,1.939,0,0.053,0,0,0,0,0,0,0,0,0,278.122,0,,,,,,,,
3/1/2022,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,LOUISIANA,0.807,0,0,0,0,0,0,0,0,0,0,0,0,0,850.68,0.53,0.772,0,0,0,0,3.232,0.491,0.015,0,0,0,0,0,0,0,0,0,0,0,83.719,0.668,0.581,0,0,0,0,4.794,0.185,0.424,0,0,0,0,0,0,0,0,0,0,0,3.678,0.133,2.508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,946.91,0.809,4.145,0,1.353,0,0,0,0,0,0,0,0,0,952.408,0.809,,,,,,,,
3/1/2022,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,MICHIGAN,10.529,1.327,0.665,0,3.982,0,0,0,0,0,0,0,0,0,846.879,29.886,95.098,0,0,0,0,9.854,0.259,0.376,0,2.523,0,0,0,0,0,0,0,0,0,190.286,12.881,36.465,0,0,0,0,36.981,2.536,3.384,0,10.772,0,0,0,0,0,0,0,0,0,12.827,5.563,4.111,0,4.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1107.356,9.685,51.303,0,152.854,0,0,0,0,0,0,0,0,0,1311.513,9.685,,,,,,,,
3/1/2022,2017,20187294,36581,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,MISSISSIPPI,2.286,0,0.018,0,0,0,0,0,0,0,0,0,0,0,317.12,1.671,0.081,0,0,0,0,5.207,0.125,0.167,0,0,0,0,0,0,0,0,0,0,0,35.548,0.785,0,0,0,0,0,5.988,0.099,0.714,0,0,0,0,0,0,0,0,0,0,0,2.972,0,0.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369.121,0.224,3.756,0,0.081,0,0,0,0,0,0,0,0,0,372.958,0.224,,,,,,,,
