DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA4STREET,PARTA4CITY,PARTA4STATE,PARTA4ZIP,PARTA4COUNTRY,PARTA5COMMODITY,PARTA7INTER,PARTA7INTRA,PARTBHCAOFFSHORE,PARTBHCAONSHORE,PARTBHCATOTAL,PARTCOFFCO2,PARTCOFFCRUDE,PARTCOFFETHANOL,PARTCOFFHVL,PARTCOFFRPP,PARTCONCO2,PARTCONCRUDE,PARTCONETHANOL,PARTCONHVL,PARTCONRPP,PARTDONCPB,PARTDONCPC,PARTDONCUB,PARTDONCUC,PARTDONCUP,PARTDONCUO,PARTDONTOTAL,PARTDOFFCPB,PARTDOFFCPC,PARTDOFFCUB,PARTDOFFCUC,PARTDOFFCUP,PARTDOFFCUO,PARTDOFFTOTAL,PARTDCPBTOTAL,PARTDCPCTOTAL,PARTDCUBTOTAL,PARTDCUCTOTAL,PARTDCUPTOTAL,PARTDCUOTOTAL,PARTDTOTALMILES,PARTEUNKNHF,PARTEUNKNLF,PARTEUNKNTOTAL,PARTEPRE40HF,PARTEPRE40LF,PARTEPRE40TOTAL,PARTE1940HF,PARTE1940LF,PARTE1940TOTAL,PARTE1950HF,PARTE1950LF,PARTE1950TOTAL,PARTE1960HF,PARTE1960LF,PARTE1960TOTAL,PARTE1970HF,PARTE1970LF,PARTE1970TOTAL,PARTE1980HF,PARTE1980LF,PARTE1980TOTAL,PARTE1990HF,PARTE1990LF,PARTE1990TOTAL,PARTE2000HF,PARTE2000LF,PARTE2000TOTAL,PARTE2010HF,PARTE2010LF,PARTE2010TOTAL,PARTE2020HF,PARTE2020LF,PARTE2020TOTAL,PARTETOTAL,PARTETOTALHF,PARTETOTALLF,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE,FORM_REV
3/1/2022,2019,20200175,17398,999,"PACIFIC COAST ENERGY COMPANY, LP",1555 ORCUTT HILL ROAD,ORCUTT,CA,93455,,Crude Oil,,CALIFORNIA,,1.7,1.7,,,,,,,201110.000,,,,0,1.7,0,0,0,0,1.7,0,0,0,0,0,0,0,0,1.7,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INITIAL,06/02/20,6/2/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200666,17927,1047,HESS CORPORATION,601 JACK STEPHAN WAY,WEST TRENTON,NJ,08628,,Refined and/or Petroleum Product (non-HVL),,NEW JERSEY,,0,0,,,,,,,,,,0.000,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,INITIAL,06/17/20,6/17/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200526,17770,1248,BELLE FOURCHE PIPELINE CO,455 N POPLAR ST.,CASPER,WY,82602,,Crude Oil,"MONTANA, NORTH DAKOTA, WYOMING",,,38.00,38.00,,,,,,,11439438625.000,,,,0,682,0,0,0,0,682,0,0,0,0,0,0,0,0,682,0,0,0,0,682,0,0,0,0,0,0,0,0,0,0,0,0,0,360,360,146,0,146,38,0,38,20,0,20,35,0,35,63,0,63,0,0,0,662,302,360,INITIAL,06/14/20,6/14/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200527,17771,1248,BELLE FOURCHE PIPELINE CO,455 N POPLAR ST.,CASPER,WY,82602,,Refined and/or Petroleum Product (non-HVL),WYOMING,,,0.00,0.00,,,,,,,,,,71984989.000,0,76,0,0,0,0,76,0,0,0,0,0,0,0,0,76,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,49,0,49,0,0,0,0,0,0,27,0,27,0,0,0,0,0,0,0,0,0,76,76,0,INITIAL,06/14/20,6/14/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200269,17494,1541,"BP PIPELINES (ALASKA), INC",PO BOX 196612 900 EAST BENSON BOULEVARD,ANCHORAGE,AK,99519,,Crude Oil,,ALASKA,,34.4,34.4,,,,,,,617113333.000,,,,0,0,17.3,17.1,0,0,34.4,0,0,0,0,0,0,0,0,0,17.3,17.1,0,0,34.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,0,6.1,0,0,0,5.3,0,5.3,0,0,0,0,0,0,11.4,11.4,0,INITIAL,06/09/20,6/9/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200580,18017,1845,"BUCKEYE PARTNERS, LP",FIVE TEK PARK 9999 HAMILTON BOULEVARD,BREINIGSVILLE,PA,18031,,Crude Oil,"INDIANA, OHIO",TEXAS,,6.511,6.511,,,,,,,217762113.000,,,,0,9.794,0,0,0,0,9.794,0,0,0,0,0,0,0,0,9.794,0,0,0,0,9.794,0,0,0,0,0,0,0,1.168,1.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.505,0,8.505,0,0,0,9.673,8.505,1.168,SUPPLEMENTAL,06/15/20,11/2/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200581,17828,1845,"BUCKEYE PARTNERS, LP",FIVE TEK PARK 9999 HAMILTON BOULEVARD,BREINIGSVILLE,PA,18031,,Fuel Grade Ethanol (dedicated system),FLORIDA,,,1.72,1.72,,,,,,,,1272360,,,0,1.722,0,0,0,0,1.722,0,0,0,0,0,0,0,0,1.722,0,0,0,0,1.722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.722,0,1.722,0,0,0,1.722,1.722,0,INITIAL,06/15/20,6/15/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200582,17829,1845,"BUCKEYE PARTNERS, LP",FIVE TEK PARK 9999 HAMILTON BOULEVARD,BREINIGSVILLE,PA,18031,,HVL,"FLORIDA, ILLINOIS, INDIANA, OHIO",TEXAS,,30.784,30.784,,,,,,,,,493610602.000,,0,34.755,0,0,0,0,34.755,0,0,0,0,0,0,0,0,34.755,0,0,0,0,34.755,0,0.46,0.46,0,0,0,0,0,0,0,0.928,0.928,0,1.011,1.011,0,0,0,0,0,0,6.051,0,6.051,18.48,0,18.48,7.821,0,7.821,0,0,0,34.751,32.352,2.399,INITIAL,06/15/20,6/15/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200583,18018,1845,"BUCKEYE PARTNERS, LP",FIVE TEK PARK 9999 HAMILTON BOULEVARD,BREINIGSVILLE,PA,18031,,Refined and/or Petroleum Product (non-HVL),"CONNECTICUT, ILLINOIS, INDIANA, IOWA, MAINE, MASSACHUSETTS, MICHIGAN, MISSOURI, NEW JERSEY, NEW YORK, OHIO, PENNSYLVANIA","ALABAMA, IOWA, NEW JERSEY, TEXAS",,3877.328,3877.328,,,,,,,,,,59281269657.000,252.892,5962.459,0,0,0,0,6215.351,0,0,0,0,0,0,0,252.892,5962.459,0,0,0,0,6215.351,0,0.661,0.661,0,320.05,320.05,0,779.401,779.401,0,948.713,948.713,0,1572.732,1572.732,344.835,0,344.835,56.081,0,56.081,57.987,0,57.987,109.712,0,109.712,49.067,0,49.067,0,0,0,4239.239,617.682,3621.557,SUPPLEMENTAL,06/15/20,11/2/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200528,17772,1960,BUTTE PIPELINE CO,455 N. POPLAR ST.,CASPER,WY,82601,,Crude Oil,"MONTANA, WYOMING",,,27,27,,,,,,,10484763970.000,,,,0,459,0,0,0,0,459,0,0,0,0,0,0,0,0,459,0,0,0,0,459,0,0,0,0,0,0,0,0,0,117,35,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,121,0,0,0,273,238,35,INITIAL,06/14/20,6/14/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200047,17257,2162,DOW PIPELINE CO - CAYUSE,1000 CO. RD. 340,ANGLETON,TX,77515,,HVL,"LOUISIANA, TEXAS",,,64.08,64.08,,,,,,0.000,0.000,0,2087521609.000,0.000,0,248.74,0,0,0,0,248.74,0,0,0,0,0,0,0,0,248.74,0,0,0,0,248.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.25,0,246.25,0.08,0,0.08,0,0,0,0,0,0,0.72,0,0.72,0,0,0,247.05,247.05,0,INITIAL,03/11/20,3/11/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200616,17866,2170,CENEX PIPELINE LLC,803 HWY 212 S (PO BOX 909),LAUREL,MT,59044,,Refined and/or Petroleum Product (non-HVL),"MONTANA, NORTH DAKOTA",,,214.91,214.91,,,,,,,,,,5093094797.000,0,685.63,0,0,0,0,685.63,0,0,0,0,0,0,0,0,685.63,0,0,0,0,685.63,0,0,0,0,0,0,0,0,0,0,2.1,2.1,141.73,0,141.73,18.3,0,18.3,0,0,0,254.92,0,254.92,123,0,123,145.59,0,145.59,0,0,0,685.64,683.54,2.1,INITIAL,06/15/20,6/15/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200146,17369,2190,CENTRAL FLORIDA PIPELINE CORP,"1001 LOUISIANA ST., SUITE 1000",HOUSTON,TX,77002,,Refined and/or Petroleum Product (non-HVL),,FLORIDA,,185.31,185.31,,,,,,0.000,0.000,0,0.000,3594502395.000,0,205.68,0,0,0,0,205.68,0,0,0,0,0,0,0,0,205.68,0,0,0,0,205.68,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95,3.95,80.1,0,80.1,1.66,0,1.66,112.04,0,112.04,1.27,0,1.27,4.28,0,4.28,0,0,0,203.3,199.35,3.95,INITIAL,05/28/20,5/28/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200264,17489,2387,CITGO PIPELINE CO,1293 ELDRIDGE PARKWAY,Houston,TX,77077,,Crude Oil,"LOUISIANA, TEXAS",,,59.029,59.029,,,,,,,5365797884.000,,,,0,81.505,0,0.437,0,0,81.942,0,0,0,0,0,0,0,0,81.505,0,0.437,0,0,81.942,0,17.61,17.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.015,0,0,0,0.174,0,0.174,0.14,0,0.14,0,0,0,0,0,0,17.939,0.314,17.625,INITIAL,06/09/20,6/9/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200206,17429,2552,COLONIAL PIPELINE CO,1185 SANCTUARY PARKWAY SUITE 100,ALPHARETTA,GA,30009-4765,,Refined and/or Petroleum Product (non-HVL),"ALABAMA, DELAWARE, GEORGIA, LOUISIANA, MARYLAND, MISSISSIPPI, NEW JERSEY, NEW YORK, NORTH CAROLINA, PENNSYLVANIA, SOUTH CAROLINA, TENNESSEE, TEXAS, VIRGINIA, WASHINGTON DC",,,4399.68,4399.68,,,,,,0.000,0.000,0,872709.000,846658135791.000,64.72,5537.68,0,0,0,0,5602.4,0,0,0,0,0,0,0,64.72,5537.68,0,0,0,0,5602.4,8.03,4.65,12.68,0,0,0,0,0,0,0,5.38,5.38,316.79,821.7,1138.49,847.11,0,847.11,227.32,0,227.32,110.57,0,110.57,67.56,0,67.56,5.57,0,5.57,0,0,0,2414.68,1582.95,831.73,INITIAL,06/04/20,6/4/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200088,17305,2714,"DOMINION ENERGY TRANSMISSION, INC.",925 WHITE OAKS BOULEVARD,BRIDGEPORT,WV,26330,,HVL,"PENNSYLVANIA, WEST VIRGINIA",WEST VIRGINIA,,78.398,78.398,,,,,,0.000,0.000,0,70144038.000,0.000,0,78.398,0,0,0,0,78.398,0,0,0,0,0,0,0,0,78.398,0,0,0,0,78.398,0,0,0,0,0,0,0,0,0,0,0,0,6.058,0,6.058,12.02,0,12.02,56.01,0,56.01,0.592,0,0.592,0.71,0,0.71,0.365,0,0.365,0,0,0,75.755,75.755,0,INITIAL,04/23/20,4/23/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200089,18043,2714,"DOMINION ENERGY TRANSMISSION, INC.",925 WHITE OAKS BOULEVARD,BRIDGEPORT,WV,26330,,Refined and/or Petroleum Product (non-HVL),,"VIRGINIA, WEST VIRGINIA",,30.259,30.259,,,,,,0.000,0.000,0,0.000,12776495.000,0,29.119,0,1.14,0,0,30.259,0,0,0,0,0,0,0,0,29.119,0,1.14,0,0,30.259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.187,0,27.187,1.14,0,1.14,1.88,0,1.88,0,0,0,30.207,30.207,0,SUPPLEMENTAL,04/23/20,1/5/2021,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200075,17287,2730,CHEVRON PRODUCTS COMPANY,6001 BOLLINGER CANYON ROAD,SAN RAMON,CA,94583,,Refined and/or Petroleum Product (non-HVL),,OREGON,,,0.00,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INITIAL,03/31/20,3/31/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200277,17503,2731,CHEVRON PIPE LINE CO,1400 SMITH STREET,HOUSTON,TX,77002,,CO2,"COLORADO, UTAH, WYOMING",,,0.5,0.5,,,,,,229133483.000,0.000,0,0.000,0.000,0,129,0,0,0,0,129,0,0,0,0,0,0,0,0,129,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INITIAL,06/09/20,6/9/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200557,17801,2731,CHEVRON PIPE LINE CO,1400 SMITH STREET,HOUSTON,TX,77002,,Crude Oil,"COLORADO, LOUISIANA, MISSISSIPPI, OCS-Gulf of Mexico, UTAH",CALIFORNIA,11.1,294,305.1,,15074013770,,,,,1093223199.000,,,,0,686.4,0,0,0,0,686.4,0,187.3,0,0,0,0,187.3,0,873.7,0,0,0,0,873.7,0,0,0,0,0,0,0,0,0,0,12.7,12.7,1.6,0,1.6,9.8,0,9.8,0,0,0,6.1,0,6.1,23.5,0,23.5,1,0,1,0,0,0,54.7,42,12.7,INITIAL,06/15/20,6/15/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200296,17524,2731,CHEVRON PIPE LINE CO,1400 SMITH STREET,HOUSTON,TX,77002,,HVL,,"LOUISIANA, TEXAS",0,632.42,632.42,0,0,0,0,0,0.000,0.000,0,25626925126.000,0.000,0,1064.3,0,0,0,0,1064.3,0,0,0,0,0,0,0,0,1064.3,0,0,0,0,1064.3,0,0,0,0,0,0,0,0,0,0,56.5,56.5,58.1,86.4,144.5,164.4,0,164.4,71.4,0,71.4,139.2,0,139.2,43.4,0,43.4,73.2,0,73.2,0,0,0,692.6,549.7,142.9,INITIAL,06/10/20,6/10/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200412,17650,2731,CHEVRON PIPE LINE CO,1400 SMITH STREET,HOUSTON,TX,77002,,Refined and/or Petroleum Product (non-HVL),,"CALIFORNIA, UTAH",,282.29,282.29,,,,,,0.000,0.000,0,0.000,3633583356.000,0,322.9,0,0,0,0,322.9,0,0,0,0,0,0,0,0,322.9,0,0,0,0,322.9,0,0,0,0,0,0,0,9.9,9.9,0,0,0,0,86.1,86.1,33.7,0,33.7,1.3,0,1.3,11.7,0,11.7,7.1,0,7.1,0.3,0,0.3,0,0,0,150.1,54.1,96,INITIAL,06/12/20,6/12/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200065,18849,2767,"HARVEST ALASKA, LLC",3800 CENTERPOINT DRIVE SUITE 1400,ANCHORAGE,AK,99503,,Crude Oil,ALASKA,ALASKA,31.84,73.63,105.47,,79548934,,,,,385614050.000,,,,0,43.77,44.08,0,0,0,87.85,0,27.09,4.75,0,0,0,31.84,0,70.86,48.83,0,0,0,119.69,0,0,0,0,0,0,0,0,0,0,0,0,16.14,0,16.14,0,0,0,37.23,0,37.23,11.51,0,11.51,0,0,0,0,0,0,0,0,0,64.88,64.88,0,SUPPLEMENTAL,03/14/20,7/29/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2019,20200315,17544,3345,DEVON ENERGY PRODUCTION CO. LP,333 W SHERIDAN AVE,OKLAHOMA CITY,OK,73102,,CO2,,WYOMING,,2.20,2.20,,,,,,636804.000,,,,,0,46.51,0,0,0,0,46.51,0,0,0,0,0,0,0,0,46.51,0,0,0,0,46.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,46,0.51,0,0.51,0,0,0,46.51,46.51,0,INITIAL,06/10/20,6/10/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200309,17538,3445,DIXIE PIPELINE COMPANY LLC,1100 LOUISIANA ST.,HOUSTON,TX,77002,,HVL,"ALABAMA, GEORGIA, LOUISIANA, MISSISSIPPI, NORTH CAROLINA, SOUTH CAROLINA, TEXAS",,,665.14,665.14,,,,,,,,,18957810118.000,,0,1306.104,0,0,0,0,1306.104,0,0,0,0,0,0,0,0,1306.104,0,0,0,0,1306.104,0.192,0,0.192,0,0,0,0,0,0,0,0,0,0,656.061,656.061,0.776,0.052,0.828,2.683,0,2.683,3.063,0,3.063,8.632,0,8.632,1.521,0,1.521,0,0,0,672.98,16.867,656.113,INITIAL,06/10/20,6/10/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200050,17260,3527,DOW PIPELINE CO,1000 COUNTY ROAD 340,ANGLETON,TX,77515,,HVL,,TEXAS,,283.85,283.85,,,,,,0.000,0.000,0,6254318336.000,0.000,0,480.76,0,0,0,0,480.76,0,0,0,0,0,0,0,0,480.76,0,0,0,0,480.76,0,41.99,41.99,0,0,0,0,79.3,79.3,0,10.24,10.24,0.18,34.42,34.6,90.03,15.93,105.96,0.83,0,0.83,4.04,0,4.04,1.04,0,1.04,114.9,0,114.9,0,0,0,392.9,211.02,181.88,INITIAL,03/11/20,3/11/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200048,17258,3535,DOW PIPELINE CO,1000 COUNTY ROAD 340,ANGLETON,TX,77515,,HVL,,LOUISIANA,,39.51,39.51,,,,,,0.000,0.000,0,1818467456.000,0.000,0,197.43,0,0,0,0,197.43,0,0,0,0,0,0,0,0,197.43,0,0,0,0,197.43,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,61.72,61.72,42.33,0,42.33,56.43,0,56.43,0,0,0,36.89,0,36.89,0,0,0,0,0,0,197.42,135.65,61.77,INITIAL,03/11/20,3/11/2020,7000-1.1 (Rev. 06-2014)
