DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,OPERATOR_NAME,OFFICE_ADDRESS_STREET,OFFICE_ADDRESS_CITY,OFFICE_ADDRESS_COUNTY,OFFICE_ADDRESS_STATE,OFFICE_ADDRESS_ZIP,HQ_ADDRESS_STREET,HQ_ADDRESS_CITY,HQ_ADDRESS_COUNTY,HQ_ADDRESS_STATE,HQ_ADDRESS_ZIP,COMMODITY,STOP,OPERATOR_TYPE,MMILES_STEEL_UNP_BARE,MMILES_STEEL_UNP_COATED,MMILES_STEEL_CP_BARE,MMILES_STEEL_CP_COATED,MMILES_PLASTIC,MMILES_CI,MMILES_DI,MMILES_CU,MMILES_OTHER,MMILES_RCI,MMILES_TOTAL,NUM_SRVS_STEEL_UNP_BARE,NUM_SRVS_STEEL_UNP_COATED,NUM_SRVS_STEEL_CP_BARE,NUM_SRVS_STEEL_CP_COATED,NUM_SRVS_PLASTIC,NUM_SRVS_CI,NUM_SRVS_DI,NUM_SRVS_CU,NUM_SRVS_OTHER,NUM_SRVS_RCI,NUM_SRVCS_TOTAL,MMILES_STEEL_UNK,MMILES_STEEL_LT2IN,MMILES_STEEL_2IN_TO_4IN,MMILES_STEEL_4IN_TO_8IN,MMILES_STEEL_8IN_TO_12IN,MMILES_STEEL_GT12IN,MMILES_STEEL_TOTAL,MMILES_DI_UNK,MMILES_DI_LT2IN,MMILES_DI_2IN_TO_4IN,MMILES_DI_4IN_TO_8IN,MMILES_DI_8IN_TO_12IN,MMILES_DI_GT12IN,MMILES_DI_TOTAL,MMILES_CU_UNK,MMILES_CU_LT2IN,MMILES_CU_2IN_TO_4IN,MMILES_CU_4IN_TO_8IN,MMILES_CU_8IN_TO_12IN,MMILES_CU_GT12IN,MMILES_CU_TOTAL,MMILES_CI_WR_UNK,MMILES_CI_WR_LT2IN,MMILES_CI_WR_2IN_TO_4IN,MMILES_CI_WR_4IN_TO_8IN,MMILES_CI_WR_8IN_TO_12IN,MMILES_CI_WR_GT12IN,MMILES_CI_WR_TOTAL,MMILES_PLASTIC_UNK,MMILES_PLASTIC_LT2IN,MMILES_PLASTIC_2IN_TO_4IN,MMILES_PLASTIC_4IN_TO_8IN,MMILES_PLASTIC_8IN_TO_12IN,MMILES_PLASTIC_GT12IN,MMILES_PLASTIC_TOTAL,MMILES_PE_UNK,MMILES_PE_LT2IN,MMILES_PE_2IN_TO_4IN,MMILES_PE_4IN_TO_8IN,MMILES_PE_8IN_TO_12IN,MMILES_PE_GT12IN,MMILES_PE_TOTAL,MMILES_ABS_UNK,MMILES_ABS_LT2IN,MMILES_ABS_2IN_TO_4IN,MMILES_ABS_4IN_TO_8IN,MMILES_ABS_8IN_TO_12IN,MMILES_ABS_GT12IN,MMILES_ABS_TOTAL,MMILES_OTH_PLSTC_UNK,MMILES_OTH_PLSTC_LT2IN,MMILES_OTH_PLSTC_2IN_TO_4IN,MMILES_OTH_PLSTC_4IN_TO_8IN,MMILES_OTH_PLSTC_8IN_TO_12IN,MMILES_OTH_PLSTC_GT12IN,MMILES_OTH_PLSTC_TOTAL,MMILES_OTHER_UNK,MMILES_OTHER_LT2IN,MMILES_OTHER_2IN_TO_4IN,MMILES_OTHER_4IN_TO_8IN,MMILES_OTHER_8IN_TO_12IN,MMILES_OTHER_GT12IN,MMILES_OTHER_TOTAL,MMILES_OTHER_MATERIAL_DETAIL,MMILES_RCI_UNK,MMILES_RCI_LT2IN,MMILES_RCI_2IN_TO_4IN,MMILES_RCI_4IN_TO_8IN,MMILES_RCI_8IN_TO_12IN,MMILES_RCI_GT12IN,MMILES_RCI_TOTAL,MMILES_UNK_TOTAL,MMILES_LT2IN_TOTAL,MMILES_2IN_TO_4IN_TOTAL,MMILES_4IN_TO_8IN_TOTAL,MMILES_8IN_TO_12IN_TOTAL,MMILES_GT12IN_TOTAL,MMILES_PART_B2_TOTAL,AVERAGE_LENGTH,NUM_SRVS_STEEL_UNK,NUM_SRVS_STEEL_LT1IN,NUM_SRVS_STEEL_1IN_TO_2IN,NUM_SRVS_STEEL_2IN_TO_4IN,NUM_SRVS_STEEL_4IN_TO_8IN,NUM_SRVS_STEEL_GT8IN,NUM_SRVS_STEEL_TOTAL,NUM_SRVS_DI_UNK,NUM_SRVS_DI_LT1IN,NUM_SRVS_DI_1IN_TO_2IN,NUM_SRVS_DI_2IN_TO_4IN,NUM_SRVS_DI_4IN_TO_8IN,NUM_SRVS_DI_GT8IN,NUM_SRVS_DI_TOTAL,NUM_SRVS_CU_UNK,NUM_SRVS_CU_LT1IN,NUM_SRVS_CU_1IN_TO_2IN,NUM_SRVS_CU_2IN_TO_4IN,NUM_SRVS_CU_4IN_TO_8IN,NUM_SRVS_CU_GT8IN,NUM_SRVS_CU_TOTAL,NUM_SRVS_CI_WR_UNK,NUM_SRVS_CI_WR_LT1IN,NUM_SRVS_CI_WR_1IN_TO_2IN,NUM_SRVS_CI_WR_2IN_TO_4IN,NUM_SRVS_CI_WR_4IN_TO_8IN,NUM_SRVS_CI_WR_GT8IN,NUM_SRVS_CI_WR_TOTAL,NUM_SRVS_PLASTIC_UNK,NUM_SRVS_PLASTIC_LT1IN,NUM_SRVS_PLASTIC_1IN_TO_2IN,NUM_SRVS_PLASTIC_2IN_TO_4IN,NUM_SRVS_PLASTIC_4IN_TO_8IN,NUM_SRVS_PLASTIC_GT8IN,NUM_SRVS_PLASTIC_TOTAL,NUM_SRVS_PE_UNK,NUM_SRVS_PE_LT1IN,NUM_SRVS_PE_1IN_TO_2IN,NUM_SRVS_PE_2IN_TO_4IN,NUM_SRVS_PE_4IN_TO_8IN,NUM_SRVS_PE_GT8IN,NUM_SRVS_PE_TOTAL,NUM_SRVS_ABS_UNK,NUM_SRVS_ABS_LT1IN,NUM_SRVS_ABS_1IN_TO_2IN,NUM_SRVS_ABS_2IN_TO_4IN,NUM_SRVS_ABS_4IN_TO_8IN,NUM_SRVS_ABS_GT8IN,NUM_SRVS_ABS_TOTAL,NUM_SRVS_OTH_PLSTC_UNK,NUM_SRVS_OTH_PLSTC_LT1IN,NUM_SRVS_OTH_PLSTC_1IN_TO_2IN,NUM_SRVS_OTH_PLSTC_2IN_TO_4IN,NUM_SRVS_OTH_PLSTC_4IN_TO_8IN,NUM_SRVS_OTH_PLSTC_GT8IN,NUM_SRVS_OTH_PLSTC_TOTAL,NUM_SRVS_OTHER_UNK,NUM_SRVS_OTHER_LT1IN,NUM_SRVS_OTHER_1IN_TO_2IN,NUM_SRVS_OTHER_2IN_TO_4IN,NUM_SRVS_OTHER_4IN_TO_8IN,NUM_SRVS_OTHER_GT8IN,NUM_SRVS_OTHER_TOTAL,NUM_SRVS_OTHER_MATERIAL_DETAIL,NUM_SRVS_RCI_UNK,NUM_SRVS_RCI_LT1IN,NUM_SRVS_RCI_1IN_TO_2IN,NUM_SRVS_RCI_2IN_TO_4IN,NUM_SRVS_RCI_4IN_TO_8IN,NUM_SRVS_RCI_GT8IN,NUM_SRVS_RCI_TOTAL,NUM_SRVS_UNK_TOTAL,NUM_SRVS_LT1IN_TOTAL,NUM_SRVS_1IN_TO_2IN_TOTAL,NUM_SRVS_2IN_TO_4IN_TOTAL,NUM_SRVS_4IN_TO_8IN_TOTAL,NUM_SRVS_GT8IN_TOTAL,NUM_SRVS_PART_B3_TOTAL,MMILES_BY_DCD_UNK,MMILES_BY_DCD_PRE1940,MMILES_BY_DCD_1940_TO_1949,MMILES_BY_DCD_1950_TO_1959,MMILES_BY_DCD_1960_TO_1969,MMILES_BY_DCD_1970_TO_1979,MMILES_BY_DCD_1980_TO_1989,MMILES_BY_DCD_1990_TO_1999,MMILES_BY_DCD_2000_TO_2009,MMILES_BY_DCD_2010_TO_2019,MMILES_BY_DCD_2020_TO_2029,MMILES_BY_DCD_TOTAL,NUM_SRVS_BY_DCD_UNK,NUM_SRVS_BY_DCD_PRE1940,NUM_SRVS_BY_DCD_1940_TO_1949,NUM_SRVS_BY_DCD_1950_TO_1959,NUM_SRVS_BY_DCD_1960_TO_1969,NUM_SRVS_BY_DCD_1970_TO_1979,NUM_SRVS_BY_DCD_1980_TO_1989,NUM_SRVS_BY_DCD_1990_TO_1999,NUM_SRVS_BY_DCD_2000_TO_2009,NUM_SRVS_BY_DCD_2010_TO_2019,NUM_SRVS_BY_DCD_2020_TO_2029,NUM_SRVS_BY_DCD_TOTAL,TOTAL_LEAKS_COR_MAINS,TOTAL_LEAKS_NF_MAINS,TOTAL_LEAKS_EX_MAINS,TOTAL_LEAKS_OF_DAM_MAINS,TOTAL_LEAKS_MAT_WELD_MAINS,TOTAL_LEAKS_EQ_MAINS,TOTAL_LEAKS_OP_MAINS,TOTAL_LEAKS_OT_MAINS,TOTAL_LEAKS_COR_SRVS,TOTAL_LEAKS_NF_SRVS,TOTAL_LEAKS_EX_SRVS,TOTAL_LEAKS_OF_DAM_SRVS,TOTAL_LEAKS_MAT_WELD_SRVS,TOTAL_LEAKS_EQ_SRVS,TOTAL_LEAKS_OP_SRVS,TOTAL_LEAKS_OT_SRVS,TOTAL_HAZLEAKS_COR_MAINS,TOTAL_HAZLEAKS_NF_MAINS,TOTAL_HAZLEAKS_EX_MAINS,TOTAL_HAZLEAKS_OF_DAM_MAINS,TOTAL_HAZLEAKS_MAT_WELD_MAINS,TOTAL_HAZLEAKS_EQ_MAINS,TOTAL_HAZLEAKS_OP_MAINS,TOTAL_HAZLEAKS_OT_MAINS,TOTAL_HAZLEAKS_COR_SRVS,TOTAL_HAZLEAKS_NF_SRVS,TOTAL_HAZLEAKS_EX_SRVS,TOTAL_HAZLEAKS_OF_DAM_SRVS,TOTAL_HAZLEAKS_MAT_WELD_SRVS,TOTAL_HAZLEAKS_EQ_SRVS,TOTAL_HAZLEAKS_OP_SRVS,TOTAL_HAZLEAKS_OT_SRVS,KNOWN_LEAKS,FED_LAND_LEAKS_REPAIRED,PERCENT_UNACC_GAS,EXCAV_DAMAGES,EXCAV_ONECALL,EXCAV_LOCATING,EXCAV_EXCAV,EXCAV_OTHER,EXCAV_TICKETS,EFV_INSTALLED_CY,EFV_IN_SYSTEM,SHUTOFF_VALVE_INSTALLED_CY,SHUTOFF_VALVE_IN_SYSTEM,ADDITIONAL_INFORMATION,PREPARERS_NAME,PREPARERS_TITLE,PREPARERS_PHONE,PREPARERS_FAX,PREPARERS_EMAIL,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE,FORM_REV
3/1/2022,2017,20187641,34139,5670,"FULTON, CITY OF",P.O. Box 130,Fulton,Callaway,MO,65251,18 EAST 4TH STREET,FULTON,,MO,65251,Natural Gas,MO,Municipal Owned,0,0,0,18.01,98.297,0,0,0,0,,116.307,0,0,0,4,3782,0,0,0,0,,3786,0,0,0.24,17.77,0,0,18.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.388,44.875,32.034,0,0,98.297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,21.388,45.115,49.804,0,0,116.307,70,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3678,93,9,2,0,3782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3682,93,9,2,0,3786,0,0,0,0,18.6,13.651,17.198,34.425,26.849,5.584,,116.307,0,0,0,0,0,47,140,1984,1515,100,,3786,,,2,,,,,,,,7,,2,,,,,,2,,,,,,,,7,,2,,,,11,0,0,11,0,5,4,2,1709,20,1074,20,4400,,Jeffery Dunavant,operator,(573) 592-3175,(573) 592-3179,gas@fultonmo.org,INITIAL,1/22/2018,1/22/2018,7100.1-1 (Rev. 01-2017)
3/1/2022,2017,20188104,34983,5680,FULTON GAS SYSTEM,"600 Fourth St., P.O. Box 1350",Fulton,Fulton,KY,42041,600 FOURTH STREET,FULTON,US,KY,42041,Natural Gas,KY,Municipal Owned,0,0,0,31,8,3,0,0,0,,42,0,0,0,764,288,92,0,0,0,,1144,0,25,6,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,2,2,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,27,11,4,0,0,42,75,0,755,9,0,0,0,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,92,0,0,0,0,0,0,0,0,271,17,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1118,26,0,0,0,1144,39,0,0,0,0,0,1,1,0,1,,42,1118,0,0,0,0,0,20,6,0,0,,1144,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,0,0,10.47,0,0,0,0,0,0,1,11,0,12,,Leann Frizzell,operator,(270) 472-2434,(270) 472-1620,fultonpwrecords@live.com,INITIAL,2/28/2018,2/28/2018,7100.1-1 (Rev. 01-2017)
3/1/2022,2017,20187874,34639,5690,FULTON MUNICIPAL GAS SYSTEM,213 WEST WIYGUL STREET 100 EAST HILL STREET,FULTON,Itawamba,MS,38847,213 WEST WIYGUL ; PO BOX 174,FULTON,,MS,38843,Natural Gas,MS,Municipal Owned,,,,51,76.8,,,,,,127.8,,,,759,1436,,,,,,2195,0,45,6,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.8,0,0,0,0,76.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,121.8,6,0,0,0,127.8,293,0,729,30,0,0,0,759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411,25,0,0,0,1436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2140,55,0,0,0,2195,0,0,0,20,19,10.5,23,34,18.4,2.9,,127.8,0,0,0,225,340,118,311,620,417,164,,2195,,,4,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,2,0,5.4,7,,3,4,,309,20,224,1,4,,Bryan Wood,Operator,(662)882-9004,(662)862-4257,bryanlwood77@yahoo.com,INITIAL,2/19/2018,2/19/2018,7100.1-1 (Rev. 01-2017)
3/1/2022,2017,20188490,35638,5700,FULTONDALE GAS BOARD,P.O. Box 849,Fultondale,,AL,35068,1210 WALKERS CHAPEL RD,FULTONDALE,,AL,35068,Natural Gas,AL,Municipal Owned,0,0,0,65,109,25,0,0,0,0,199,767,0,0,1782,6442,0,0,0,0,0,8991,0,40,20,5,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,0,25,0,0,0,0,0,0,0,0,54,54,1,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,99,94,6,0,0,199,60,0,2550,0,0,0,0,2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6423,18,0,0,0,6441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8973,18,0,0,0,8991,0,0,0,0,0,0,0,0,167,32,,199,0,0,0,0,0,0,0,0,8098,893,,8991,8,0,1,0,15,0,0,0,10,0,7,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.9,8,0,0,8,0,4511,141,987,0,0,,Leslie Shipp,operator,(205) 841-6456,(205) 841-2139,lshipp2@bellsouth.net,SUPPLEMENTAL,3/12/2018,3/13/2018,7100.1-1 (Rev. 01-2017)
3/1/2022,2017,20187726,34435,6030,GAINESVILLE REGIONAL UTIL GAS DEPT,3805 NW 97th Blvd,gainesville,,FL,32606,3805 NW 97TH BLVD,GAINESVILLE,,FL,32606,Natural Gas,FL,Municipal Owned,4,,,186,598,0,0,0,3,,791,27,,,349,31489,,,211,1470,,33546,0,69,77,44,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,180,45,0,0,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,,0,0,0,0,0,0,0,0,445,257,89,0,0,791,81,11,299,61,3,2,0,376,0,0,0,0,0,0,0,25,186,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2164,28635,63,1,0,0,30863,0,0,0,0,0,0,0,87,538,1,0,0,0,626,1171,295,4,0,0,0,1470,various black plastic,0,0,0,0,0,0,0,3458,29953,129,4,2,0,33546,70,0,0,0,92,88,130,185,164,62,,791,10765,0,0,0,950,1670,3979,4796,7229,4157,,33546,,1,15,,2,3,,,6,21,109,,29,1,10,1,,,15,,1,1,,,6,18,109,,7,1,1,,0,0,0,124,59,9,39,17,81602,523,14787,18,57,Unaccounted for gas is 1/10 of 1 percent Excavation Damages primarily to services. Construction activities have increased. Incorrect Operation is primarily over-tightening poly caps when we first started using PE Pipe.,Anthony Hewitt,operator,(352) 334-6020,(352) 334-2554,hewittad@gru.com,INITIAL,2/8/2018,2/8/2018,7100.1-1 (Rev. 01-2017)
3/1/2022,2017,20188051,34912,6035,"GALLAWAY GAS DEPT, CITY OF",333 Old Brownsville Rd.,Gallaway,Fayette,TN,38036,333 OLD BROWNSVILLE RD.,GALLAWAY,,TN,38036,Natural Gas,TN,Municipal Owned,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,223,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,11,0,0,0,11,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,8,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,215,8,0,0,0,223,0,0,0,0,0,0,0,11,0,0,,11,0,0,0,0,0,0,0,213,9,1,,223,,,0,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,0,0,1,3,,,1,2,8,0,3,0,0,,Bobby King,Gas Operator,(662)216-3097,(901)867-9119,bobbyking@gallawaytn.gov,INITIAL,2/27/2018,2/27/2018,7100.1-1 (Rev. 01-2017)
3/1/2022,2017,20188585,35723,6040,GALLATIN NATURAL GAS SYSTEM,239 Hancock Street,Gallatin,Sumner,TN,37066,132 WEST MAIN ST,GALLATIN,,TN,37066,Natural Gas,TN,Municipal Owned,0,0,0,388.8,1,0,0,0,0,0,389.8,0,0,0,14815,139,0,0,0,0,0,14954,0,283.6,59,46.2,0,0,388.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,284.6,59,46.2,0,0,389.8,100,0,14678,137,0,0,0,14815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,14817,137,0,0,0,14954,0,0,0,40,60,25,62,62,111,29.8,,389.8,0,0,0,1232,868,440,1381,3948,3999,3086,,14954,5,0,1,0,1,0,0,0,5,0,4,1,2,77,0,0,1,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,10,0,1.5,5,3,0,2,0,10756,578,3392,5,78,,David Kellogg,Assistant Superintendent,(615) 451-5922,(615) 452-0568,dkellogg@gallatinutilities.com,INITIAL,3/13/2018,3/13/2018,7100.1-1 (Rev. 01-2017)
3/1/2022,2017,20187657,34174,6080,"GARDEN PLAIN GAS SYSTEM, CITY OF",505 N MAIN PO BOX 336,GARDEN PLAIN,Sedgwick,KS,67050,"505 N. MAIN, BOX 336",GARDEN PLAIN,,KS,67050,Natural Gas,KS,Municipal Owned,,,,11.25,3.25,,,,,,14.5,,,,272,109,,,,,,381,0,2.25,9,0,0,0,11.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25,0,0,0,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5.5,9,0,0,0,14.5,29.6,0,0,272,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,94,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,15,366,0,0,0,381,0,0,0,11.25,0,0,0,0,2.5,0.75,,14.5,0,0,0,143,50,42,37,18,36,55,,381,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,308,2,25,0,0,,Dwight Mollenkamp,operator,(316) 531-2321,(316) 535-2207,gpmaint@gardenplain.com,INITIAL,1/24/2018,1/24/2018,7100.1-1 (Rev. 01-2017)
3/1/2022,2017,20187614,34054,6100,"GARNETT MUNICIPAL SYSTEM, CITY OF",131 W. FIFTH AVENUE P.O. BOX H,GARNETT,,KS,66032,131 WEST FIFTH,GARNETT,US,KS,66032,Natural Gas,KS,Municipal Owned,5,0,0,12,27,0,0,0,0,,44,395,0,0,418,973,0,0,0,0,,1786,0,7,8,2,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,0,19,4,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,28,14,2,0,0,44,30,0,608,203,2,0,0,813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,957,16,0,0,0,973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1565,219,2,0,0,1786,0,1,1,1,2,8,12,9,9,1,,44,0,40,106,146,138,355,290,284,254,173,,1786,,,1,,,,,,,,1,2,,,,,,,1,,,,,,,,1,2,,,,,0,0,0,2,,,1,1,350,3,40,31,90,,Kenneth J. Amaya,Director of Gas & Water,(785) 448-5496,(785) 448-5555,ken@garnettks.net,INITIAL,1/18/2018,1/18/2018,7100.1-1 (Rev. 01-2017)
3/1/2022,2017,20187847,34603,6101,"GARRISON, CITY OF",330 SOUTH B AVENUE,GARRISON,NACOGDOCHES,TX,75946,330 SOUTH B AVENUE,GARRISON,,TX,75946,Natural Gas,TX,Municipal Owned,,,,,16.46,,,,,,16.46,,,,,366,,,,,,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.08,3.38,0,0,0,16.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,13.08,3.38,0,0,0,16.46,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,0,0,0,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,366,0,0,0,366,0,0,0,0,0,0,13,0.995,0.027,2.438,,16.46,0,0,0,0,0,0,307,25,22,12,,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.29,0,0,0,0,0,38,8,11,0,0,,Jackie Brown,Operator,(936)347-2301,(936)347-2200,garrisoncs@windstream.net,INITIAL,2/15/2018,2/15/2018,7100.1-1 (Rev. 01-2017)
3/1/2022,2017,20187825,34572,6110,"GARY, CITY OF",2607 Fm 999,Gary,panola,TX,75643,P.O. BOX 160,GARY,,TX,75643,Natural Gas,TX,Municipal Owned,0,0,0,123,69,0,0,0,0,,192,0,0,0,557,809,0,0,0,0,,1366,0,83,16,24,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,20,2,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,130,36,26,0,0,192,30,0,519,38,0,0,0,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,81,0,681,47,0,0,0,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1281,85,0,0,0,1366,0,0,0,0,124,0,3,48,5,12,,192,381,0,0,0,707,0,0,198,60,20,,1366,1,0,2,0,2,1,0,0,0,1,10,0,1,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.68,0,0,0,0,0,904,17,151,0,1,,Cody Pierce Pierce,operator,(903) 685-2225,(903) 685-2224,garyngs3@hotmail.com,INITIAL,2/14/2018,2/14/2018,7100.1-1 (Rev. 01-2017)
3/1/2022,2017,20188663,35812,6141,NEW MEXICO GAS COMPANY,7120 Wyoming Blvd. NE Ste. 20,Albuquerque,Bernalillo,NM,87109,7120 WYOMING BLVD NE,Albuquerque,,NM,87109,Natural Gas,NM,Investor Owned,,,19.3,4590.74,5751.41,,,,,,10361.45,,,9144,198121,325080,,,,,,532345,0,3080.31,881.58,545.91,69.51,32.78,4610.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213.79,47.52,0.76,0,0,262.07,0,4480.55,763.54,197.78,0.07,0,5441.94,0,46.28,1.07,0,0,0,47.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7820.93,1693.71,744.45,69.58,32.78,10361.45,48.41,0,181020,26006,215,24,0,207265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,3,0,0,0,39,0,322202,2747,72,14,0,325035,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,503264,28756,287,38,0,532345,621.88,7.18,191.64,943.78,1095.82,1375.85,1332.71,2065.62,1975.34,751.63,,10361.45,178081,730,6709,33276,24732,37770,45330,60919,105709,39089,,532345,16,1,38,1,15,17,1,5,60,10,119,249,38,233,3,66,11,1,38,1,11,14,1,3,53,10,119,241,15,128,2,38,36,0,3.06,243,86,55,95,7,92992,4174,44201,0,0,,Gary Roybal,Manager,(505) 697-3636,505-697-4481,Gary.Roybal@nmgco.com,INITIAL,3/14/2018,3/14/2018,7100.1-1 (Rev. 01-2017)
