DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,OPERATOR_NAME,OFFICE_ADDRESS_STREET,OFFICE_ADDRESS_CITY,OFFICE_ADDRESS_COUNTY,OFFICE_ADDRESS_STATE,OFFICE_ADDRESS_ZIP,HQ_ADDRESS_STREET,HQ_ADDRESS_CITY,HQ_ADDRESS_COUNTY,HQ_ADDRESS_STATE,HQ_ADDRESS_ZIP,COMMODITY,STOP,OPERATOR_TYPE,MMILES_STEEL_UNP_BARE,MMILES_STEEL_UNP_COATED,MMILES_STEEL_CP_BARE,MMILES_STEEL_CP_COATED,MMILES_PLASTIC,MMILES_CI,MMILES_DI,MMILES_CU,MMILES_OTHER,MMILES_RCI,MMILES_TOTAL,NUM_SRVS_STEEL_UNP_BARE,NUM_SRVS_STEEL_UNP_COATED,NUM_SRVS_STEEL_CP_BARE,NUM_SRVS_STEEL_CP_COATED,NUM_SRVS_PLASTIC,NUM_SRVS_CI,NUM_SRVS_DI,NUM_SRVS_CU,NUM_SRVS_OTHER,NUM_SRVS_RCI,NUM_SRVCS_TOTAL,MMILES_STEEL_UNK,MMILES_STEEL_LT2IN,MMILES_STEEL_2IN_TO_4IN,MMILES_STEEL_4IN_TO_8IN,MMILES_STEEL_8IN_TO_12IN,MMILES_STEEL_GT12IN,MMILES_STEEL_TOTAL,MMILES_DI_UNK,MMILES_DI_LT2IN,MMILES_DI_2IN_TO_4IN,MMILES_DI_4IN_TO_8IN,MMILES_DI_8IN_TO_12IN,MMILES_DI_GT12IN,MMILES_DI_TOTAL,MMILES_CU_UNK,MMILES_CU_LT2IN,MMILES_CU_2IN_TO_4IN,MMILES_CU_4IN_TO_8IN,MMILES_CU_8IN_TO_12IN,MMILES_CU_GT12IN,MMILES_CU_TOTAL,MMILES_CI_WR_UNK,MMILES_CI_WR_LT2IN,MMILES_CI_WR_2IN_TO_4IN,MMILES_CI_WR_4IN_TO_8IN,MMILES_CI_WR_8IN_TO_12IN,MMILES_CI_WR_GT12IN,MMILES_CI_WR_TOTAL,MMILES_PLASTIC_UNK,MMILES_PLASTIC_LT2IN,MMILES_PLASTIC_2IN_TO_4IN,MMILES_PLASTIC_4IN_TO_8IN,MMILES_PLASTIC_8IN_TO_12IN,MMILES_PLASTIC_GT12IN,MMILES_PLASTIC_TOTAL,MMILES_PE_UNK,MMILES_PE_LT2IN,MMILES_PE_2IN_TO_4IN,MMILES_PE_4IN_TO_8IN,MMILES_PE_8IN_TO_12IN,MMILES_PE_GT12IN,MMILES_PE_TOTAL,MMILES_ABS_UNK,MMILES_ABS_LT2IN,MMILES_ABS_2IN_TO_4IN,MMILES_ABS_4IN_TO_8IN,MMILES_ABS_8IN_TO_12IN,MMILES_ABS_GT12IN,MMILES_ABS_TOTAL,MMILES_OTH_PLSTC_UNK,MMILES_OTH_PLSTC_LT2IN,MMILES_OTH_PLSTC_2IN_TO_4IN,MMILES_OTH_PLSTC_4IN_TO_8IN,MMILES_OTH_PLSTC_8IN_TO_12IN,MMILES_OTH_PLSTC_GT12IN,MMILES_OTH_PLSTC_TOTAL,MMILES_OTHER_UNK,MMILES_OTHER_LT2IN,MMILES_OTHER_2IN_TO_4IN,MMILES_OTHER_4IN_TO_8IN,MMILES_OTHER_8IN_TO_12IN,MMILES_OTHER_GT12IN,MMILES_OTHER_TOTAL,MMILES_OTHER_MATERIAL_DETAIL,MMILES_RCI_UNK,MMILES_RCI_LT2IN,MMILES_RCI_2IN_TO_4IN,MMILES_RCI_4IN_TO_8IN,MMILES_RCI_8IN_TO_12IN,MMILES_RCI_GT12IN,MMILES_RCI_TOTAL,MMILES_UNK_TOTAL,MMILES_LT2IN_TOTAL,MMILES_2IN_TO_4IN_TOTAL,MMILES_4IN_TO_8IN_TOTAL,MMILES_8IN_TO_12IN_TOTAL,MMILES_GT12IN_TOTAL,MMILES_PART_B2_TOTAL,AVERAGE_LENGTH,NUM_SRVS_STEEL_UNK,NUM_SRVS_STEEL_LT1IN,NUM_SRVS_STEEL_1IN_TO_2IN,NUM_SRVS_STEEL_2IN_TO_4IN,NUM_SRVS_STEEL_4IN_TO_8IN,NUM_SRVS_STEEL_GT8IN,NUM_SRVS_STEEL_TOTAL,NUM_SRVS_DI_UNK,NUM_SRVS_DI_LT1IN,NUM_SRVS_DI_1IN_TO_2IN,NUM_SRVS_DI_2IN_TO_4IN,NUM_SRVS_DI_4IN_TO_8IN,NUM_SRVS_DI_GT8IN,NUM_SRVS_DI_TOTAL,NUM_SRVS_CU_UNK,NUM_SRVS_CU_LT1IN,NUM_SRVS_CU_1IN_TO_2IN,NUM_SRVS_CU_2IN_TO_4IN,NUM_SRVS_CU_4IN_TO_8IN,NUM_SRVS_CU_GT8IN,NUM_SRVS_CU_TOTAL,NUM_SRVS_CI_WR_UNK,NUM_SRVS_CI_WR_LT1IN,NUM_SRVS_CI_WR_1IN_TO_2IN,NUM_SRVS_CI_WR_2IN_TO_4IN,NUM_SRVS_CI_WR_4IN_TO_8IN,NUM_SRVS_CI_WR_GT8IN,NUM_SRVS_CI_WR_TOTAL,NUM_SRVS_PLASTIC_UNK,NUM_SRVS_PLASTIC_LT1IN,NUM_SRVS_PLASTIC_1IN_TO_2IN,NUM_SRVS_PLASTIC_2IN_TO_4IN,NUM_SRVS_PLASTIC_4IN_TO_8IN,NUM_SRVS_PLASTIC_GT8IN,NUM_SRVS_PLASTIC_TOTAL,NUM_SRVS_PE_UNK,NUM_SRVS_PE_LT1IN,NUM_SRVS_PE_1IN_TO_2IN,NUM_SRVS_PE_2IN_TO_4IN,NUM_SRVS_PE_4IN_TO_8IN,NUM_SRVS_PE_GT8IN,NUM_SRVS_PE_TOTAL,NUM_SRVS_ABS_UNK,NUM_SRVS_ABS_LT1IN,NUM_SRVS_ABS_1IN_TO_2IN,NUM_SRVS_ABS_2IN_TO_4IN,NUM_SRVS_ABS_4IN_TO_8IN,NUM_SRVS_ABS_GT8IN,NUM_SRVS_ABS_TOTAL,NUM_SRVS_OTH_PLSTC_UNK,NUM_SRVS_OTH_PLSTC_LT1IN,NUM_SRVS_OTH_PLSTC_1IN_TO_2IN,NUM_SRVS_OTH_PLSTC_2IN_TO_4IN,NUM_SRVS_OTH_PLSTC_4IN_TO_8IN,NUM_SRVS_OTH_PLSTC_GT8IN,NUM_SRVS_OTH_PLSTC_TOTAL,NUM_SRVS_OTHER_UNK,NUM_SRVS_OTHER_LT1IN,NUM_SRVS_OTHER_1IN_TO_2IN,NUM_SRVS_OTHER_2IN_TO_4IN,NUM_SRVS_OTHER_4IN_TO_8IN,NUM_SRVS_OTHER_GT8IN,NUM_SRVS_OTHER_TOTAL,NUM_SRVS_OTHER_MATERIAL_DETAIL,NUM_SRVS_RCI_UNK,NUM_SRVS_RCI_LT1IN,NUM_SRVS_RCI_1IN_TO_2IN,NUM_SRVS_RCI_2IN_TO_4IN,NUM_SRVS_RCI_4IN_TO_8IN,NUM_SRVS_RCI_GT8IN,NUM_SRVS_RCI_TOTAL,NUM_SRVS_UNK_TOTAL,NUM_SRVS_LT1IN_TOTAL,NUM_SRVS_1IN_TO_2IN_TOTAL,NUM_SRVS_2IN_TO_4IN_TOTAL,NUM_SRVS_4IN_TO_8IN_TOTAL,NUM_SRVS_GT8IN_TOTAL,NUM_SRVS_PART_B3_TOTAL,MMILES_BY_DCD_UNK,MMILES_BY_DCD_PRE1940,MMILES_BY_DCD_1940_TO_1949,MMILES_BY_DCD_1950_TO_1959,MMILES_BY_DCD_1960_TO_1969,MMILES_BY_DCD_1970_TO_1979,MMILES_BY_DCD_1980_TO_1989,MMILES_BY_DCD_1990_TO_1999,MMILES_BY_DCD_2000_TO_2009,MMILES_BY_DCD_2010_TO_2019,MMILES_BY_DCD_2020_TO_2029,MMILES_BY_DCD_TOTAL,NUM_SRVS_BY_DCD_UNK,NUM_SRVS_BY_DCD_PRE1940,NUM_SRVS_BY_DCD_1940_TO_1949,NUM_SRVS_BY_DCD_1950_TO_1959,NUM_SRVS_BY_DCD_1960_TO_1969,NUM_SRVS_BY_DCD_1970_TO_1979,NUM_SRVS_BY_DCD_1980_TO_1989,NUM_SRVS_BY_DCD_1990_TO_1999,NUM_SRVS_BY_DCD_2000_TO_2009,NUM_SRVS_BY_DCD_2010_TO_2019,NUM_SRVS_BY_DCD_2020_TO_2029,NUM_SRVS_BY_DCD_TOTAL,TOTAL_LEAKS_COR_MAINS,TOTAL_LEAKS_NF_MAINS,TOTAL_LEAKS_EX_MAINS,TOTAL_LEAKS_OF_DAM_MAINS,TOTAL_LEAKS_MAT_WELD_MAINS,TOTAL_LEAKS_EQ_MAINS,TOTAL_LEAKS_OP_MAINS,TOTAL_LEAKS_OT_MAINS,TOTAL_LEAKS_COR_SRVS,TOTAL_LEAKS_NF_SRVS,TOTAL_LEAKS_EX_SRVS,TOTAL_LEAKS_OF_DAM_SRVS,TOTAL_LEAKS_MAT_WELD_SRVS,TOTAL_LEAKS_EQ_SRVS,TOTAL_LEAKS_OP_SRVS,TOTAL_LEAKS_OT_SRVS,TOTAL_HAZLEAKS_COR_MAINS,TOTAL_HAZLEAKS_NF_MAINS,TOTAL_HAZLEAKS_EX_MAINS,TOTAL_HAZLEAKS_OF_DAM_MAINS,TOTAL_HAZLEAKS_MAT_WELD_MAINS,TOTAL_HAZLEAKS_EQ_MAINS,TOTAL_HAZLEAKS_OP_MAINS,TOTAL_HAZLEAKS_OT_MAINS,TOTAL_HAZLEAKS_COR_SRVS,TOTAL_HAZLEAKS_NF_SRVS,TOTAL_HAZLEAKS_EX_SRVS,TOTAL_HAZLEAKS_OF_DAM_SRVS,TOTAL_HAZLEAKS_MAT_WELD_SRVS,TOTAL_HAZLEAKS_EQ_SRVS,TOTAL_HAZLEAKS_OP_SRVS,TOTAL_HAZLEAKS_OT_SRVS,KNOWN_LEAKS,FED_LAND_LEAKS_REPAIRED,PERCENT_UNACC_GAS,EXCAV_DAMAGES,EXCAV_ONECALL,EXCAV_LOCATING,EXCAV_EXCAV,EXCAV_OTHER,EXCAV_TICKETS,EFV_INSTALLED_CY,EFV_IN_SYSTEM,SHUTOFF_VALVE_INSTALLED_CY,SHUTOFF_VALVE_IN_SYSTEM,ADDITIONAL_INFORMATION,PREPARERS_NAME,PREPARERS_TITLE,PREPARERS_PHONE,PREPARERS_FAX,PREPARERS_EMAIL,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE,FORM_REV
3/1/2022,2020,20210570,41970,1304,"BENNETTSVILLE ELECTRIC & GAS, CITY OF",501 East Main Street,Bennettsville,,SC,29512,501 EAST MAIN STREET,BENNETTSVILLE,,SC,29512,Natural Gas,SC,Municipal Owned,,,,54,32,0,0,0,0,0,86,,,,2209,1074,0,0,0,0,0,3283,0,38,14,2,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,56,28,2,0,0,86,125,0,2209,0,0,0,0,2209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1074,0,0,0,0,1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3283,0,0,0,0,3283,0,0,0,26,15,4,19,12,10,0,0,86,0,0,0,116,428,969,726,667,309,60,8,3283,0,0,1,0,0,0,0,0,6,0,1,1,1,12,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5.2,2,0,0,2,0,718,8,100,0,0,,Lee Johnson,Natural Gas Supervisor,(843) 479-9001,(843) 479-1581,lee.johnson@bennettsvillesc.com,INITIAL,3/2/2021,3/2/2021,7100.1-1 (Rev. 10-2018)
3/1/2022,2020,20210583,41984,1312,CITY OF BENSON,"120 West 6th Street, 120",Benson,Cochise,AZ,85602,120 WEST 6TH STREET,BENSON,,AZ,85602,Natural Gas,AZ,Municipal Owned,0,0,0,0,63,0,0,0,0,0,63,0,0,0,0,2108,0,0,0,0,0,2108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,3,1,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,59,3,1,0,0,63,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2088,20,0,0,0,2108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2088,20,0,0,0,2108,0,0,0,0,0,23,23,11,6,0,0,63,0,0,0,0,0,1100,436,395,135,42,0,2108,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,755,0,104,0,0,,Loretta Goeglein,operator,(520) 586-2245,(520)720-6317,lgoeglein@bensonaz.gov,INITIAL,3/2/2021,3/2/2021,7100.1-1 (Rev. 10-2018)
3/1/2022,2020,20210014,41247,1328,"BENTON GAS SYSTEM, CITY OF",201 MAIN STREET,BENTON,,KY,42025,201 MAIN STREET,BENTON,,KY,42025,Natural Gas,KY,Municipal Owned,0,0,0,86,234,0,0,0,0,0,320,0,0,0,1493,5745,0,0,0,0,0,7238,0,43,24,19,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,54,6,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,217,78,25,0,0,320,150,0,1487,6,0,0,0,1493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5716,29,0,0,0,5745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7203,35,0,0,0,7238,0,0,0,20,20,7,40,152,48,31,2,320,0,0,0,300,700,538,739,2957,894,1009,101,7238,0,0,3,1,5,0,0,0,0,0,10,6,5,0,0,0,0,0,3,1,5,0,0,0,0,0,6,5,5,0,0,0,0,0,0.66,10,8,1,1,,3469,116,1114,2,1714,,Todd Riley,Manager,(270)527-3717,,triley@bentongas.org,INITIAL,1/6/2021,1/6/2021,7100.1-1 (Rev. 10-2018)
3/1/2022,2020,20211294,42751,1336,BERGER CITY NATURAL GAS SYSTEM,101 Front Street PO Box 236,New Haven,,MO,63068,404 ROSALIE,BERGER,,MO,63014,Natural Gas,MO,Municipal Owned,,,,3,0,0,0,0,0,0,3,,,,80,38,0,0,0,0,0,118,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,0,0,0,0,3,50,0,80,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,118,0,0,0,0,118,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,81,4,10,17,3,2,1,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-3.97,0,,,,0,17,1,5,0,0,,Lori Quick,operator,(573) 237-2349,573-237-4696,nhnatgas@fidnet.com,INITIAL,3/15/2021,3/15/2021,7100.1-1 (Rev. 10-2018)
3/1/2022,2020,20211160,42597,1344,BERKSHIRE GAS CO,115 Cheshire Rd,Pittsfield,Berkshire,MA,01201,115 CHESHIRE ROAD,PITTSFIELD,,MA,01201,Natural Gas,MA,Investor Owned,12.23,17.76,0,361.9,333.09,44.62,0,0,0,0,769.6,1423,795,0,6810,23464,1,0,220,0,0,32713,0,168.03,101.3,111.4,10.61,0.55,391.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.58,18.52,3.85,0.67,44.62,0,0,0,0,0,0,0,0,229.23,77.35,25.5,1.01,0,333.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,397.26,200.23,155.42,15.47,1.22,769.6,79,0,5911,2984,125,8,0,9028,0,0,0,0,0,0,0,0,220,0,0,0,0,220,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,17525,5860,73,6,0,23464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,23656,8844,199,14,0,32713,0,52.28,1.05,84.63,148.32,48.03,142.94,104.43,64.46,113.28,10.19,769.61,0,1234,88,894,2982,2861,6159,5050,4296,8561,588,32713,33,4,3,0,7,1,0,82,30,2,8,0,16,1,1,3,4,3,3,0,0,0,0,0,12,2,8,0,5,0,1,0,22,0,0,12,5,2,5,0,10672,707,8226,2,4,,James Peck,Manager of Gas Engineering,(413)445-0223,,jpeck@berkshiregas.com,INITIAL,3/13/2021,3/13/2021,7100.1-1 (Rev. 10-2018)
3/1/2022,2020,20210099,41378,1360,"BERNIE MUNICIPAL SYSTEM, CITY OF",PO Box 605,Bernie,Stoddard,MO,63822,"101 WEST MAIN, PO BOX 605",BERNIE,,MO,63822,Natural Gas,MO,Municipal Owned,,,,17,11,0,0,0,0,0,28,,,,597,360,0,0,0,0,0,957,0,10,7,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,15,13,0,0,0,28,90,0,588,9,0,0,0,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,4,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,944,13,0,0,0,957,0,0,0,17,0,0,3,2,6,0,0,28,0,0,0,366,242,58,100,90,69,30,2,957,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,0,0,3.9,0,0,0,0,0,286,3,33,0,0,,Kenneth Cossey,operator,(573) 281-8995,(573) 293-4800,berniemo@bpsnetworks.com,INITIAL,1/25/2021,1/25/2021,7100.1-1 (Rev. 10-2018)
3/1/2022,2020,20211306,42766,1376,"BERWICK, TOWN OF",3225 3RD STREET,BERWICK,,LA,70342,3225  THIRD STREET,BERWICK,,LA,70342,Natural Gas,LA,Municipal Owned,0,0,10,0,14,0,0,0,0,0,24,0,0,131,0,717,0,0,10,0,0,858,0,3,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,7,0,6,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,14,10,0,0,0,24,30,0,0,131,0,0,0,131,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,44,22,0,0,0,66,0,613,37,1,0,0,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,667,190,1,0,0,858,0,10,0,5,5,3,1,0,0,0,0,24,0,362,50,100,25,25,25,75,83,96,17,858,,,,,,,,,,,1,,,4,,,,,,,,,,,,,1,,,,,,0,0,11.31,1,1,,,,495,0,131,0,0,The Operator has concerns with the unaccounted gas loss. The approach to resolve is a 3rd party source for measurement. The gas piping has minimal leakage with repairs performed immediately.,Jamie Keith,Operator,(985)384-8858,,jk@TOWNOFBERWICK.ORG,INITIAL,3/15/2021,3/15/2021,7100.1-1 (Rev. 10-2018)
3/1/2022,2020,20210211,41521,1384,"BESSEMER CITY MUNICIPAL SYSTEM, CITY OF",132 W. Virginia Ave,Bessemer City,,NC,28016,321 E. LEE AVENUE,BESSEMER CITY,,NC,28016,Natural Gas,NC,Municipal Owned,,,,26.48,27.02,0,0,0,0,0,53.5,,,,423,1314,0,0,0,0,0,1737,0,16.5,6.12,3.86,0,0,26.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.77,9.25,0,0,0,27.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,34.27,15.37,3.86,0,0,53.5,90,0,420,2,1,0,0,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1302,12,0,0,0,1314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1722,14,1,0,0,1737,0,0,0,0,24.32,0.33,8.86,15.04,2.23,2.66,0.06,53.5,0,0,0,0,218,109,369,722,244,69,6,1737,1,,,,2,1,,,1,,2,,2,5,,,,,,,1,1,,,,,1,,,1,,,1,0,0,2,2,,,,965,5,162,0,0,,Todd Davis,operator,(704) 460-6408,(704) 729-6519,tdavis@bessemercity.com,INITIAL,2/5/2021,2/5/2021,7100.1-1 (Rev. 10-2018)
3/1/2022,2020,20210888,42307,1392,BETHANY MUNICIPAL GAS SYSTEM,9 Executive Woods Ct,Belleville,,IL,62226,P.O. BOX 352 201 W. MAIN STREET,BETHANY,,IL,61914,Natural Gas,IL,Municipal Owned,0,0,0,12,0,0,0,0,0,0,12,0,0,0,605,9,0,0,0,0,0,614,0,7,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7,5,0,0,0,12,60,0,601,3,1,0,0,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,610,3,1,0,0,614,0,0,0,0,11,1,0,0,0,0,0,12,0,0,0,0,440,151,4,8,3,8,0,614,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7,0,0,0,0,0,271,0,13,0,0,Unaccounted was due to incorrectly read meter at grain dryer. Has since been corrected and accounts adjusted. Calendar year of 2020 unaccounted was 0.5%.,Taylor Browne,agent,(618) 277-1520,(618) 277-1586,taylor@Usdi.us,INITIAL,3/10/2021,3/10/2021,7100.1-1 (Rev. 10-2018)
3/1/2022,2020,20210091,41349,1400,BETHANY MUNICIPAL GAS SYSTEM,802 South 14th Street,Bethany,Harrison,MO,64424,P.O. BOX 344,BETHANY,,MO,64424,Natural Gas,MO,Municipal Owned,0,0,0,7,53,0,0,0,0,0,60,0,0,0,768,1047,0,0,0,0,0,1815,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,60,0,0,0,60,60,0,768,0,0,0,0,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1047,0,0,0,1047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,768,1047,0,0,0,1815,0,0,0,7,24,4,8,13,3,1,0,60,0,0,0,0,896,255,180,231,188,64,5,1819,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,0,0,2.8,3,,,,3,392,5,560,1,1,,Toby Puffer,Gas Superintendent,(660)425-2116,(660) 425-7889,gas@bethanymo.com,INITIAL,1/21/2021,1/21/2021,7100.1-1 (Rev. 10-2018)
3/1/2022,2020,20210588,41989,1408,"BIG LAKE GAS DEPT, CITY OF",203 N. PLAZA P. O. BOX 310,BIG LAKE,,TX,76932,203 PLAZA P.O. BOX 310,BIG LAKE,,TX,76932,Natural Gas,TX,Municipal Owned,,,,0.4,20,0,0,0,0,0,20.4,,,,279,786,0,0,0,0,0,1065,0,0,0.4,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0,0,0,11.1,0,0,8.9,0,0,0,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,20.4,0,0,0,20.4,12,0,279,0,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753,33,0,0,0,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1032,33,0,0,0,1065,0,0,0,0,10,6,1,1,0.4,2,0,20.4,0,0,0,0,899,100,5,8,26,27,0,1065,,,2,,,1,,,,,2,2,,1,,,,,,,,,,,,,,,,,,,0,0,3.9,4,0,0,4,,210,13,98,0,0,,Felipe Vazquez,operator,(325) 884-2511,(325) 884-3195,flipvazquez@wcc.net,INITIAL,3/2/2021,3/2/2021,7100.1-1 (Rev. 10-2018)
3/1/2022,2020,20211397,42933,1448,"BILLINGS GAS CO, TOWN OF",901 N. MAITLEN DR,CUSHING,,OK,74023,126 S BROADWAY,BILLINGS,,OK,74630,Natural Gas,OK,Municipal Owned,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,213,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7,3,0,0,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,12,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,201,12,0,0,0,213,0,0,0,0,0,0,10,0,0,0,0,10,207,0,0,0,0,0,0,0,0,6,0,213,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,83,0,0,0,0,,Jeff Canady,agent,(405) 203-2484,(918) 285-5886,prcincorporated@aol.com,INITIAL,3/31/2021,3/31/2021,7100.1-1 (Rev. 10-2018)
