DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,OPERATOR_NAME,OFFICE_ADDRESS_STREET,OFFICE_ADDRESS_CITY,OFFICE_ADDRESS_COUNTY,OFFICE_ADDRESS_STATE,OFFICE_ADDRESS_ZIP,HQ_ADDRESS_STREET,HQ_ADDRESS_CITY,HQ_ADDRESS_COUNTY,HQ_ADDRESS_STATE,HQ_ADDRESS_ZIP,COMMODITY,STOP,OPERATOR_TYPE,MMILES_STEEL_UNP_BARE,MMILES_STEEL_UNP_COATED,MMILES_STEEL_CP_BARE,MMILES_STEEL_CP_COATED,MMILES_PLASTIC,MMILES_CI,MMILES_DI,MMILES_CU,MMILES_OTHER,MMILES_RCI,MMILES_TOTAL,NUM_SRVS_STEEL_UNP_BARE,NUM_SRVS_STEEL_UNP_COATED,NUM_SRVS_STEEL_CP_BARE,NUM_SRVS_STEEL_CP_COATED,NUM_SRVS_PLASTIC,NUM_SRVS_CI,NUM_SRVS_DI,NUM_SRVS_CU,NUM_SRVS_OTHER,NUM_SRVS_RCI,NUM_SRVCS_TOTAL,MMILES_STEEL_UNK,MMILES_STEEL_LT2IN,MMILES_STEEL_2IN_TO_4IN,MMILES_STEEL_4IN_TO_8IN,MMILES_STEEL_8IN_TO_12IN,MMILES_STEEL_GT12IN,MMILES_STEEL_TOTAL,MMILES_DI_UNK,MMILES_DI_LT2IN,MMILES_DI_2IN_TO_4IN,MMILES_DI_4IN_TO_8IN,MMILES_DI_8IN_TO_12IN,MMILES_DI_GT12IN,MMILES_DI_TOTAL,MMILES_CU_UNK,MMILES_CU_LT2IN,MMILES_CU_2IN_TO_4IN,MMILES_CU_4IN_TO_8IN,MMILES_CU_8IN_TO_12IN,MMILES_CU_GT12IN,MMILES_CU_TOTAL,MMILES_CI_WR_UNK,MMILES_CI_WR_LT2IN,MMILES_CI_WR_2IN_TO_4IN,MMILES_CI_WR_4IN_TO_8IN,MMILES_CI_WR_8IN_TO_12IN,MMILES_CI_WR_GT12IN,MMILES_CI_WR_TOTAL,MMILES_PLASTIC_UNK,MMILES_PLASTIC_LT2IN,MMILES_PLASTIC_2IN_TO_4IN,MMILES_PLASTIC_4IN_TO_8IN,MMILES_PLASTIC_8IN_TO_12IN,MMILES_PLASTIC_GT12IN,MMILES_PLASTIC_TOTAL,MMILES_PE_UNK,MMILES_PE_LT2IN,MMILES_PE_2IN_TO_4IN,MMILES_PE_4IN_TO_8IN,MMILES_PE_8IN_TO_12IN,MMILES_PE_GT12IN,MMILES_PE_TOTAL,MMILES_ABS_UNK,MMILES_ABS_LT2IN,MMILES_ABS_2IN_TO_4IN,MMILES_ABS_4IN_TO_8IN,MMILES_ABS_8IN_TO_12IN,MMILES_ABS_GT12IN,MMILES_ABS_TOTAL,MMILES_OTH_PLSTC_UNK,MMILES_OTH_PLSTC_LT2IN,MMILES_OTH_PLSTC_2IN_TO_4IN,MMILES_OTH_PLSTC_4IN_TO_8IN,MMILES_OTH_PLSTC_8IN_TO_12IN,MMILES_OTH_PLSTC_GT12IN,MMILES_OTH_PLSTC_TOTAL,MMILES_OTHER_UNK,MMILES_OTHER_LT2IN,MMILES_OTHER_2IN_TO_4IN,MMILES_OTHER_4IN_TO_8IN,MMILES_OTHER_8IN_TO_12IN,MMILES_OTHER_GT12IN,MMILES_OTHER_TOTAL,MMILES_OTHER_MATERIAL_DETAIL,MMILES_RCI_UNK,MMILES_RCI_LT2IN,MMILES_RCI_2IN_TO_4IN,MMILES_RCI_4IN_TO_8IN,MMILES_RCI_8IN_TO_12IN,MMILES_RCI_GT12IN,MMILES_RCI_TOTAL,MMILES_UNK_TOTAL,MMILES_LT2IN_TOTAL,MMILES_2IN_TO_4IN_TOTAL,MMILES_4IN_TO_8IN_TOTAL,MMILES_8IN_TO_12IN_TOTAL,MMILES_GT12IN_TOTAL,MMILES_PART_B2_TOTAL,AVERAGE_LENGTH,NUM_SRVS_STEEL_UNK,NUM_SRVS_STEEL_LT1IN,NUM_SRVS_STEEL_1IN_TO_2IN,NUM_SRVS_STEEL_2IN_TO_4IN,NUM_SRVS_STEEL_4IN_TO_8IN,NUM_SRVS_STEEL_GT8IN,NUM_SRVS_STEEL_TOTAL,NUM_SRVS_DI_UNK,NUM_SRVS_DI_LT1IN,NUM_SRVS_DI_1IN_TO_2IN,NUM_SRVS_DI_2IN_TO_4IN,NUM_SRVS_DI_4IN_TO_8IN,NUM_SRVS_DI_GT8IN,NUM_SRVS_DI_TOTAL,NUM_SRVS_CU_UNK,NUM_SRVS_CU_LT1IN,NUM_SRVS_CU_1IN_TO_2IN,NUM_SRVS_CU_2IN_TO_4IN,NUM_SRVS_CU_4IN_TO_8IN,NUM_SRVS_CU_GT8IN,NUM_SRVS_CU_TOTAL,NUM_SRVS_CI_WR_UNK,NUM_SRVS_CI_WR_LT1IN,NUM_SRVS_CI_WR_1IN_TO_2IN,NUM_SRVS_CI_WR_2IN_TO_4IN,NUM_SRVS_CI_WR_4IN_TO_8IN,NUM_SRVS_CI_WR_GT8IN,NUM_SRVS_CI_WR_TOTAL,NUM_SRVS_PLASTIC_UNK,NUM_SRVS_PLASTIC_LT1IN,NUM_SRVS_PLASTIC_1IN_TO_2IN,NUM_SRVS_PLASTIC_2IN_TO_4IN,NUM_SRVS_PLASTIC_4IN_TO_8IN,NUM_SRVS_PLASTIC_GT8IN,NUM_SRVS_PLASTIC_TOTAL,NUM_SRVS_PE_UNK,NUM_SRVS_PE_LT1IN,NUM_SRVS_PE_1IN_TO_2IN,NUM_SRVS_PE_2IN_TO_4IN,NUM_SRVS_PE_4IN_TO_8IN,NUM_SRVS_PE_GT8IN,NUM_SRVS_PE_TOTAL,NUM_SRVS_ABS_UNK,NUM_SRVS_ABS_LT1IN,NUM_SRVS_ABS_1IN_TO_2IN,NUM_SRVS_ABS_2IN_TO_4IN,NUM_SRVS_ABS_4IN_TO_8IN,NUM_SRVS_ABS_GT8IN,NUM_SRVS_ABS_TOTAL,NUM_SRVS_OTH_PLSTC_UNK,NUM_SRVS_OTH_PLSTC_LT1IN,NUM_SRVS_OTH_PLSTC_1IN_TO_2IN,NUM_SRVS_OTH_PLSTC_2IN_TO_4IN,NUM_SRVS_OTH_PLSTC_4IN_TO_8IN,NUM_SRVS_OTH_PLSTC_GT8IN,NUM_SRVS_OTH_PLSTC_TOTAL,NUM_SRVS_OTHER_UNK,NUM_SRVS_OTHER_LT1IN,NUM_SRVS_OTHER_1IN_TO_2IN,NUM_SRVS_OTHER_2IN_TO_4IN,NUM_SRVS_OTHER_4IN_TO_8IN,NUM_SRVS_OTHER_GT8IN,NUM_SRVS_OTHER_TOTAL,NUM_SRVS_OTHER_MATERIAL_DETAIL,NUM_SRVS_RCI_UNK,NUM_SRVS_RCI_LT1IN,NUM_SRVS_RCI_1IN_TO_2IN,NUM_SRVS_RCI_2IN_TO_4IN,NUM_SRVS_RCI_4IN_TO_8IN,NUM_SRVS_RCI_GT8IN,NUM_SRVS_RCI_TOTAL,NUM_SRVS_UNK_TOTAL,NUM_SRVS_LT1IN_TOTAL,NUM_SRVS_1IN_TO_2IN_TOTAL,NUM_SRVS_2IN_TO_4IN_TOTAL,NUM_SRVS_4IN_TO_8IN_TOTAL,NUM_SRVS_GT8IN_TOTAL,NUM_SRVS_PART_B3_TOTAL,MMILES_BY_DCD_UNK,MMILES_BY_DCD_PRE1940,MMILES_BY_DCD_1940_TO_1949,MMILES_BY_DCD_1950_TO_1959,MMILES_BY_DCD_1960_TO_1969,MMILES_BY_DCD_1970_TO_1979,MMILES_BY_DCD_1980_TO_1989,MMILES_BY_DCD_1990_TO_1999,MMILES_BY_DCD_2000_TO_2009,MMILES_BY_DCD_2010_TO_2019,MMILES_BY_DCD_2020_TO_2029,MMILES_BY_DCD_TOTAL,NUM_SRVS_BY_DCD_UNK,NUM_SRVS_BY_DCD_PRE1940,NUM_SRVS_BY_DCD_1940_TO_1949,NUM_SRVS_BY_DCD_1950_TO_1959,NUM_SRVS_BY_DCD_1960_TO_1969,NUM_SRVS_BY_DCD_1970_TO_1979,NUM_SRVS_BY_DCD_1980_TO_1989,NUM_SRVS_BY_DCD_1990_TO_1999,NUM_SRVS_BY_DCD_2000_TO_2009,NUM_SRVS_BY_DCD_2010_TO_2019,NUM_SRVS_BY_DCD_2020_TO_2029,NUM_SRVS_BY_DCD_TOTAL,TOTAL_LEAKS_COR_MAINS,TOTAL_LEAKS_NF_MAINS,TOTAL_LEAKS_EX_MAINS,TOTAL_LEAKS_OF_DAM_MAINS,TOTAL_LEAKS_MAT_WELD_MAINS,TOTAL_LEAKS_EQ_MAINS,TOTAL_LEAKS_OP_MAINS,TOTAL_LEAKS_OT_MAINS,TOTAL_LEAKS_COR_SRVS,TOTAL_LEAKS_NF_SRVS,TOTAL_LEAKS_EX_SRVS,TOTAL_LEAKS_OF_DAM_SRVS,TOTAL_LEAKS_MAT_WELD_SRVS,TOTAL_LEAKS_EQ_SRVS,TOTAL_LEAKS_OP_SRVS,TOTAL_LEAKS_OT_SRVS,TOTAL_HAZLEAKS_COR_MAINS,TOTAL_HAZLEAKS_NF_MAINS,TOTAL_HAZLEAKS_EX_MAINS,TOTAL_HAZLEAKS_OF_DAM_MAINS,TOTAL_HAZLEAKS_MAT_WELD_MAINS,TOTAL_HAZLEAKS_EQ_MAINS,TOTAL_HAZLEAKS_OP_MAINS,TOTAL_HAZLEAKS_OT_MAINS,TOTAL_HAZLEAKS_COR_SRVS,TOTAL_HAZLEAKS_NF_SRVS,TOTAL_HAZLEAKS_EX_SRVS,TOTAL_HAZLEAKS_OF_DAM_SRVS,TOTAL_HAZLEAKS_MAT_WELD_SRVS,TOTAL_HAZLEAKS_EQ_SRVS,TOTAL_HAZLEAKS_OP_SRVS,TOTAL_HAZLEAKS_OT_SRVS,KNOWN_LEAKS,FED_LAND_LEAKS_REPAIRED,PERCENT_UNACC_GAS,EXCAV_DAMAGES,EXCAV_ONECALL,EXCAV_LOCATING,EXCAV_EXCAV,EXCAV_OTHER,EXCAV_TICKETS,EFV_INSTALLED_CY,EFV_IN_SYSTEM,SHUTOFF_VALVE_INSTALLED_CY,SHUTOFF_VALVE_IN_SYSTEM,ADDITIONAL_INFORMATION,PREPARERS_NAME,PREPARERS_TITLE,PREPARERS_PHONE,PREPARERS_FAX,PREPARERS_EMAIL,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE,FORM_REV
3/1/2022,2018,20190825,38272,2704,CONSOLIDATED EDISON CO OF NEW YORK,1615 BRONXDALE AVE,BRONX,,NY,10642,4 IRVING PLACE,NEW YORK,,NY,10003,Natural Gas,NY,Investor Owned,822,101,0,317,2126,1003,0,0,0,2,4371,59987,642,0,25313,274620,0,0,15205,131,0,375898,0,140,283,508,156,153,1240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,151,562,148,137,1003,0,0,0,0,0,0,0,0,685,369,848,221,3,2126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,2,0,830,803,1918,527,293,4371,46.11,0,22295,52844,9226,1424,153,85942,0,0,0,0,0,0,0,0,10789,4399,12,5,0,15205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124847,133169,13329,3132,143,274620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,111,6,0,0,131,UNKNOWN,0,0,0,0,0,0,0,0,157945,190523,22573,4561,296,375898,0,1328,111,222,223,286,346,573,537,745,,4371,0,29023,8134,13201,11614,48586,63361,72280,68315,61384,,375898,4048,180,42,7,44,1182,6,2746,1950,49,203,29,36,1359,12,458,1055,136,40,6,15,288,1,1300,1016,30,202,24,17,534,2,283,3,0,1.47,238,37,93,108,0,111669,3122,28432,3551,105170,"- Coated and cathodically protected partial steel services are counted in steel categories. - The Company's reporting of unaccounted for gas includes adjustments relating to customers for whom the company does not purchase gas but provides balancing services. Inclusion of these customers' usage presents a more accurate representation of the unaccounted for percentage and is in line with proposed PHMSA modifications to this calculation. - Beginning in 2017, New York State's Public Service Commission revised the methodology and criteria for Con Edison's reporting of ""One Call Tickets"" (Excavation Tickets). The revised methodology results in a smaller geographic area being captured by Con Edison for reporting purposes and a concomitant decline in the reported ""Number of Excavation Tickets"" as compared to 2016 and prior years.",Michele Loo,,(718)839-1527,,loomi@coned.com,INITIAL,3/14/2019,3/14/2019,7100.1-1 (Rev. 10-2018)
3/1/2022,2018,20199162,37163,2712,CONSOLIDATED GAS UTILITY DISTRICTS OF GRANT PARISH,Consolidated Gas Utility District of Grant Parish,Colfax,GRANT,LA,71417,506 MAIN STREET,COLFAX,,LA,71417,Natural Gas,LA,Municipal Owned,,0.5,,,178.9,0,0,0,0,0,179.4,0,0,0,0,1481,0,0,0,0,0,1481,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,18,0,0,0,148,0,15.9,15,0,0,0,30.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,146.4,33,0,0,0,179.4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1123,0,0,0,0,1123,0,356,2,0,0,0,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1479,2,0,0,0,1481,1,0,0,0,172.5,0,0,0,3,2.9,,179.4,195,0,0,0,1120,0,0,17,78,71,,1481,0,5,3,1,1,4,1,1,1,1,1,2,4,7,1,3,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,13,3,0,2,1,0,1151,0,0,0,0,,Sarah Phillips,Office Manager,(318)627-3333,,gasdist506@bellsouth.net,INITIAL,2/1/2019,2/1/2019,7100.1-1 (Rev. 10-2018)
3/1/2022,2018,20199199,37619,2728,CONSUMERS GAS CO,216 Industrial Ave,Carmi,White,IL,62821,"1410 N CULLEN AVE  PO BOX 5269, VANDERBURGH",EVANSVILLE,,IN,47716,Natural Gas,IL,Investor Owned,,,2,94.74,121.13,0,0,0,0,0,217.87,,,,891,4841,0,0,0,0,0,5732,0,34.05,58,4.69,0,0,96.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.93,34.2,0,0,0,121.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,120.98,92.2,4.69,0,0,217.87,101,0,880,11,0,0,0,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4770,71,0,0,0,4841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5650,82,0,0,0,5732,0,0,0,0,33.17,82.39,32.94,29.82,15.94,23.61,,217.87,0,0,0,0,255,1714,1859,991,545,368,,5732,0,0,1,1,4,1,0,0,1,0,11,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2.03,12,3,7,2,0,1961,37,327,4,4,,Kevin Bratcher,operator,(618) 382-4158,(618) 382-4150,consumersgas@gmail.com,SUPPLEMENTAL,2/6/2019,2/28/2019,7100.1-1 (Rev. 10-2018)
3/1/2022,2018,20190144,37534,2736,CONSUMERS GAS UTILITY CO,900 MEMORIAL BLVD PO BOX 7696,HUNTINGTON,,WV,25778,900 MEMORIAL BLVD,HUNTINGTON,,WV,25701,Natural Gas,WV,Privately Owned,35,8,8,21,432,0,0,0,0,0,504,1122,54,409,304,8453,0,0,0,0,0,10342,0,38,25,9,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,6,0,225,178,23,0,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,265,207,32,0,0,504,23,0,1813,0,67,9,0,1889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,87,0,8213,142,11,0,0,8366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10113,142,78,9,0,10342,34,81,7,14,50,72,141,66,26,13,,504,490,1562,85,490,1677,1021,2656,1216,689,456,,10342,73,8,10,1,0,0,0,3,34,3,10,13,0,25,0,17,2,1,9,0,0,0,0,0,3,0,10,1,0,0,0,0,56,0,-5.48,20,10,4,6,,4111,49,399,59,2305,,Kevin Eplin,operator,(304)523-9223,(304)523-4721,keconsumers@comcast.net,INITIAL,2/26/2019,2/26/2019,7100.1-1 (Rev. 10-2018)
3/1/2022,2018,20190550,37980,2748,CONSUMERS ENERGY CO,1945 W Parnall RD,Jackson,Jackson,MI,49201,ONE ENERGY PLAZA,JACKSON,,MI,49201,Natural Gas,MI,Investor Owned,157.363,327.833,647.558,11691.235,14502.424,402.325,0,0,0,0,27728.738,1424,19880,9337,320389,1088134,0,0,134778,10989,0,1584931,0,6717.25,2510.2,3400.811,178.789,16.939,12823.989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.229,214.414,142.087,28.739,1.856,402.325,0,0,0,0,0,0,0,0.003,11282.704,2414.789,804.928,0,0,14502.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown Material Type,0,0,0,0,0,0,0,0.003,18015.183,5139.403,4347.826,207.528,18.795,27728.738,80,34,323765,26188,899,140,4,351030,0,0,0,0,0,0,0,16,121163,13598,1,0,0,134778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,955845,131545,655,37,1,1088134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6949,2806,1225,8,1,0,10989,Unknown Material Type,0,0,0,0,0,0,0,7050,1403579,172556,1563,178,5,1584931,98.418,587.157,441.549,2942.005,7543.469,2694.309,2258.724,5252.049,3274.778,2636.28,,27728.738,16520,3686,13421,133536,257763,274191,195365,288630,215516,186303,,1584931,203,91,263,6,3,75,14,179,1240,458,1558,64,12,1277,34,1470,93,67,263,6,3,35,6,136,867,271,1558,57,7,683,23,849,3916,5,1.25,1821,515,346,926,34,391431,19568,381452,115,168,,Jason Pionk,Sr. Engineering Lead,(989)598-5031,,jason.pionk@cmsenergy.com,INITIAL,3/11/2019,3/11/2019,7100.1-1 (Rev. 10-2018)
3/1/2022,2018,20199296,37320,2764,"COOKEVILLE GAS DEPT, CITY OF",16 N OAK AVE,COOKEVILLE,PUTNAM,TN,38501,16 N OAK STREET,COOKEVILLE,,TN,38501,Natural Gas,TN,Municipal Owned,0,0,0,290.96,38.79,0,0,0,0,0,329.75,0,0,0,5374,5192,0,0,0,0,0,10566,0,188.54,54.39,48.03,0,0,290.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.79,0,0,0,0,38.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,227.33,54.39,48.03,0,0,329.75,150,0,5312,51,10,1,0,5374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5173,19,0,0,0,5192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10485,70,10,1,0,10566,0,0,0,43,38,5,26,143,53.8,20.95,,329.75,0,0,0,1129,858,225,1246,4040,2227,841,,10566,2,3,7,0,3,0,0,0,0,1,22,6,2,33,1,1,0,0,5,0,0,0,0,0,0,0,20,5,0,0,0,0,0,0,0.48,29,12,8,9,,5430,175,907,10,78,"PART C ""OTHER CAUSE"" . LEAK WAS IDENTIFIED IN SERVICE LINE UNDER PAVEMENT. SERVICE LINE WAS INSERTED, LEAK TESTED AND LEAK WAS ELIMINATED. CAUSE OF LEAK UNKNOWN.",Roger Phillips,ADMINISTRATIVE/COMPLIANCE SUPT,(931)520-4427,(931) 372-8735,rphillips@cookeville-tn.org,INITIAL,2/13/2019,2/13/2019,7100.1-1 (Rev. 10-2018)
3/1/2022,2018,20190626,38063,2768,COON RAPIDS MUNICIPAL UTILITIES,123 3rd Avenue South,Coon Rapids,,IA,50058,123 3RD AVENUE,COON RAPIDS,,IA,50058,Natural Gas,IA,Municipal Owned,0,0,0,12.794,6.805,0,0,0,0,0,19.599,0,0,0,262,435,0,0,0,0,0,697,0,6.841,3.953,2,0,0,12.794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.703,0.102,0,0,0,6.805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,13.544,4.055,2,0,0,19.599,75,0,235,25,1,1,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,2,0,0,0,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,668,27,1,1,0,697,0,0,0,7.631,4,1.434,2,3,1,0.534,,19.599,0,0,0,192,53,27,29,93,232,71,,697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,286,14,68,0,0,,Kari Woodard,Accountant,(712) 999-2225,,kari.woodard@crmu.net,INITIAL,3/12/2019,3/12/2019,7100.1-1 (Rev. 10-2018)
3/1/2022,2018,20191116,38613,2776,COPAN GAS CO,112 N Caney Ave,Copan,,OK,74022,112 N. CANEY P.O. BOX 219,COPAN,,OK,74022,Natural Gas,OK,Municipal Owned,0.5,0.5,0,0,11.5,0,0,0,0,0,12.5,1,2,0,37,312,0,0,0,0,0,352,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,0,0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,11.5,0,0,0,12.5,40,0,40,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,0,0,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,352,0,0,0,0,352,9.5,0,0,0,0,0,0,0,0,3,,12.5,352,0,0,0,0,0,0,0,0,0,,352,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.87,0,0,0,0,0,91,0,1,0,0,,Jacob Lovelace,operator,(918) 532-4114,,cityofcopan@gmail.com,INITIAL,3/29/2019,3/29/2019,7100.1-1 (Rev. 10-2018)
3/1/2022,2018,20190359,37778,2778,"COPPER MARKET, INC",P.O. BOX 245,BAGDAD,,AZ,86321-0245,P.O. BOX 245,BAGDAD,,AZ,86321-0245,Propane Gas,AZ,Privately Owned,0,0,0,0.1,19.05,0,0,0,0,0,19.15,0,0,0,0,993,0,0,0,0,0,993,0,0.087,0.007,0.006,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.05,3,1,0,0,19.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,15.137,3.007,1.006,0,0,19.15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,978,15,0,0,0,993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,978,15,0,0,0,993,0,0,0,0,0,15.705,2,0,1.3,0.145,,19.15,0,0,0,0,0,678,134,0,170,11,,993,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,4,0,2.75,0,0,0,0,0,1193,2,2,0,0,,William Taylor,Utilities Supervisor,(928) 633-3103,(928) 633-3229,btaylor2@fmi.com,INITIAL,3/6/2019,3/6/2019,7100.1-1 (Rev. 10-2018)
3/1/2022,2018,20191035,41197,2780,"CORDELE GAS SYSTEM, CITY OF",336 High Hope Rd,SULPHUR,,LA,36545,808 11TH AVE. E.,CORDELE,,GA,31015,Natural Gas,GA,Municipal Owned,0,0,0,74.76,48,0,0,0,0,0,122.76,0,0,0,51,2664,0,0,0,0,0,2715,0,41.76,29,4,0,0,74.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,15,1,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,73.76,44,5,0,0,122.76,100,0,18,28,5,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2636,24,4,0,0,2664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2654,52,9,0,0,2715,94.76,0,0,0,0,0,0,18,7,3,,122.76,2245,0,0,0,0,0,300,104,0,66,,2715,0,1,0,0,0,3,0,0,0,1,7,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,5.3,11,4,0,6,1,1516,6,64,0,0,"Supplemental created after reevaluating DIMP plan, information was provided by City of Cordele. (10-19-20 CW submittedsupplemental to Parts C & D based on updated information provided by City of Cordele) (11-13-20 CW submitted supplemental to edit Part C to change number force damages from o to 1 for main and service, and change number of known system leaks from 0 to 1)",Chris Welborn,Agent,(678)739-6731,,cwelborn@gasauthority.com,SUPPLEMENTAL,3/15/2019,11/13/2020,7100.1-1 (Rev. 10-2018)
3/1/2022,2018,20199085,37078,2784,"CORDOVA, WATER WORKS & GAS BOARD FO THE CITY OF",10 Mill Street,CORDOVA,United States,AL,35550,10 MILL STREET,CORDOVA,,AL,35550,Natural Gas,AL,Municipal Owned,0,0,0,5.5,7,4.1,0,0,0,0,16.6,0,63,0,0,486,0,0,0,0,0,549,0,1.5,1,3,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.8,0.3,0,0,4.1,0,0,0,0,0,0,0,0,4.5,1.5,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,9,3.3,4.3,0,0,16.6,45,0,63,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486,0,0,0,0,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,549,0,0,0,0,549,0,0,0,0,0,0,0,0,0,16.6,,16.6,0,0,0,0,0,0,0,0,0,549,,549,8,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,,,,1,7,2,57,0,560,1816 cast-iron gas main removed or replaced.,DAVID REED,operator,(205) 483-9235,205-483-0106,trat2@bellsouth.Net,INITIAL,1/16/2019,1/16/2019,7100.1-1 (Rev. 10-2018)
