DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,OPERATOR_NAME,PARTB_INTER_INTRA,PARTB_LOCATION_STATE_ABBR,PARTB_LOCATION_STATE_NAME,PARTB_LOCATION_COUNTY,PARTB_UNGS_FACILITY_NAME,PARTC_UNGS_RESERVOIR_NAME,PARTC_IN_SERVICE_YEAR,PARTC_RESERVOIR_TYPE,PARTC_INDICATOR_WELL_TEXT,PARTC_MAX_PRESSURE_PSIG,PARTC_RESERVOIR_MAX_DEPTH_FT,PARTC_RESERVOIR_MIN_DEPTH_FT,PARTC_NUM_INJ_WITHDRAW_WELLS,PARTC_NUM_MON_OBSV_WELLS,PARTC_NUM_WELLS_DRILLED,PARTC_NUM_WELLS_PLUG_ABANDON,PARTC_NUM_WELLS_SURF_SFTY_VALV,PARTC_NUM_WELLS_SUBS_SFTY_VALV,PARTC_NUM_WELLS_PROD_TUBE_ONLY,PARTC_NUM_WELLS_PROD_CASE_ONLY,PARTC_NUM_WELLS_CASE_AND_TUBE,PARTC_NUM_WELLS_OTHER_GASFLOW,PARTC_WELLS_OTHER_GASFLOW_DESC,PARTC_NUM_WELLS_NEW_TUBING,PARTC_NUM_WELLS_NEW_CASING,PARTC_NUM_WELLS_REMEDIATED,PARTC_NUM_WELLS_LEAKS,PARTC_NUM_WELLS_PRESS_TEST_MIT,PARTC_NUM_WELLS_CORROSION_MIT,PARTC_NUM_WELLS_OTHER_MIT,PARTC_WELLS_OTHER_MIT_DESC,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE
3/1/2022,2017,20180581,2464,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,OH,Ohio,MEDINA,Wellington,Clinton,1947,Hydrocarbon Reservoir,10380,1154,3454,2172,182,8,2,0,0,0,0,188,2,0,,0,0,0,0,0,7,0,,SUPPLEMENTAL,3/12/2018,10/12/2021
3/1/2022,2017,20180541,541,2714,"DOMINION ENERGY TRANSMISSION, INC.",Inter,WV,West Virginia,HARRISON,Bridgeport,Fifty Foot Sand,1937,Hydrocarbon Reservoir,11343,407,2220,1541,33,12,0,0,0,0,0,33,0,0,,0,0,1,0,1,3,5,3 - Gamma-Ray Neutron Temperature Logs. 2 - Cement Bond Logs (Air Bond Logs).,INITIAL,3/8/2018,3/8/2018
3/1/2022,2017,20180541,541,2714,"DOMINION ENERGY TRANSMISSION, INC.",Inter,PA,Pennsylvania,POTTER,Ellisburg,Oriskany Sand,1963,Hydrocarbon Reservoir,EW-312,2246,5411,4887,73,3,0,0,0,0,0,73,0,0,,0,0,4,1,4,7,9,7 - Gamma-Ray Neutron Temperature Logs. 2 - Cement Bond Logs (Air Bond Logs).,INITIAL,3/8/2018,3/8/2018
3/1/2022,2017,20180541,541,2714,"DOMINION ENERGY TRANSMISSION, INC.",Inter,WV,West Virginia,LEWIS,Fink-Kennedy-Lost Creek,Gantz Sand,1941,Hydrocarbon Reservoir,BW-10122,994,2668,1483,367,159,0,0,0,0,23,344,0,0,,0,2,10,4,10,49,52,49 - Gamma-Ray Neutron Temperature Logs. 3 - Cement Bond Logs (Air Bond Logs).,INITIAL,3/8/2018,3/8/2018
3/1/2022,2017,20180541,541,2714,"DOMINION ENERGY TRANSMISSION, INC.",Inter,PA,Pennsylvania,POTTER,Greenlick,Oriskany Sand,1961,Hydrocarbon Reservoir,RW-59,4056,7030,6443,50,6,0,0,0,0,0,50,0,0,,0,0,1,1,1,5,5,5 - Gamma-Ray Neutron Temperature Logs.,INITIAL,3/8/2018,3/8/2018
3/1/2022,2017,20180541,541,2714,"DOMINION ENERGY TRANSMISSION, INC.",Inter,PA,Pennsylvania,POTTER,Harrison,Oriskany Sand,1953,Hydrocarbon Reservoir,HW-8,2033,5252,4702,44,1,0,0,0,0,0,44,0,0,,0,0,4,0,4,6,9,7 - Gamma-Ray Neutron Temperature Logs. 2 - Cement Bond Logs (Air Bond Logs).,INITIAL,3/8/2018,3/8/2018
3/1/2022,2017,20180541,541,2714,"DOMINION ENERGY TRANSMISSION, INC.",Inter,PA,Pennsylvania,CLINTON,Leidy,Oriskany Sand,1959,Hydrocarbon Reservoir,LW-34,3929,6628,5316,64,40,0,2,0,0,0,64,0,0,,0,0,2,2,2,6,7,6 - Gamma-Ray Neutron Temperature Logs. 1 - Cement Bond Log (SBT Log).,INITIAL,3/8/2018,3/8/2018
3/1/2022,2017,20180541,541,2714,"DOMINION ENERGY TRANSMISSION, INC.",Inter,PA,Pennsylvania,FAYETTE,North Summit,Huntersville Chert & Oriskany Sand,1991,Hydrocarbon Reservoir,UW-113,3193,7810,6379,25,5,0,0,0,0,0,25,0,0,,0,0,1,1,1,0,0,,INITIAL,3/8/2018,3/8/2018
3/1/2022,2017,20180541,541,2714,"DOMINION ENERGY TRANSMISSION, INC.",Inter,PA,Pennsylvania,WESTMORELAND,Oakford-Fifth Sand,Fifth Sand,1951,Hydrocarbon Reservoir,JW-83,1164,2527,1933,62,2,0,0,0,0,2,60,0,0,,1,0,9,0,9,9,9,9 - Gamma-Ray Neutron Temperature Logs.,INITIAL,3/8/2018,3/8/2018
3/1/2022,2017,20180541,541,2714,"DOMINION ENERGY TRANSMISSION, INC.",Inter,PA,Pennsylvania,WESTMORELAND,Oakford-Murrysville,Murrysville Sand,1951,Hydrocarbon Reservoir,JW-278,358,1712,1123,160,49,0,0,0,0,0,160,0,0,,0,1,6,0,6,18,35,26 - Gamma-Ray Neutron Temperature Logs. 9 - Cement Bond Logs (Air Bond Logs).,INITIAL,3/8/2018,3/8/2018
3/1/2022,2017,20180541,541,2714,"DOMINION ENERGY TRANSMISSION, INC.",Inter,NY,New York,CATTARAUGUS,Quinlan,Onondaga Reef,2006,Hydrocarbon Reservoir,QW-2,2350,4761,4177,4,1,0,0,0,0,0,4,0,0,,0,0,0,0,0,0,0,,INITIAL,3/8/2018,3/8/2018
3/1/2022,2017,20180541,541,2714,"DOMINION ENERGY TRANSMISSION, INC.",Inter,WV,West Virginia,GILMER,Racket-Newberne,Berea Sand,1947,Hydrocarbon Reservoir,9207,633,2614,2095,21,14,0,0,0,0,0,23,0,0,,0,0,0,0,0,2,5,2 - Gamma-Ray Neutron Temperature Logs. 3 - Cement Bond Logs (Air Bond Logs).,INITIAL,3/8/2018,3/8/2018
3/1/2022,2017,20180541,541,2714,"DOMINION ENERGY TRANSMISSION, INC.",Inter,PA,Pennsylvania,TIOGA,Sabinsville,Oriskany Sand,1951,Hydrocarbon Reservoir,N-128-S,2134,4981,4155,49,2,0,0,0,0,0,49,0,0,,0,0,3,0,3,3,4,3 - Gamma-Ray Neutron Temperature Logs. 1 - Cement Bond Log (Air Bond Log).,INITIAL,3/8/2018,3/8/2018
3/1/2022,2017,20180541,541,2714,"DOMINION ENERGY TRANSMISSION, INC.",Inter,PA,Pennsylvania,POTTER,Sharon,Oriskany Sand,1948,Hydrocarbon Reservoir,N-249-S,1041,4998,4640,12,2,0,0,0,0,0,12,0,0,,0,0,3,0,3,2,3,2 - Gamma-Ray Neutron Temperature Logs. 1 - Cement Bond Log (Air Bond Log).,INITIAL,3/8/2018,3/8/2018
3/1/2022,2017,20180541,541,2714,"DOMINION ENERGY TRANSMISSION, INC.",Inter,PA,Pennsylvania,ARMSTRONG,South Bend,100 Foot Sand,1951,Hydrocarbon Reservoir,KW-14,688,2024,1258,48,17,0,0,0,0,0,48,0,0,,0,0,3,0,3,4,4,4 - Gamma-Ray Neutron Temperature Logs.,INITIAL,3/8/2018,3/8/2018
3/1/2022,2017,20180541,541,2714,"DOMINION ENERGY TRANSMISSION, INC.",Inter,PA,Pennsylvania,CLINTON,Tamarack,Oriskany Sand,1971,Hydrocarbon Reservoir,No Indicator Well. 15-day Station shut-in pressure taken on 10/9/2017.,2593,7190,6650,10,5,0,0,0,0,0,10,0,0,,0,0,0,0,0,0,0,,INITIAL,3/8/2018,3/8/2018
3/1/2022,2017,20180541,541,2714,"DOMINION ENERGY TRANSMISSION, INC.",Inter,PA,Pennsylvania,TIOGA,Tioga,Oriskany Sand,1941,Hydrocarbon Reservoir,TW-605,1701,4210,3590,19,5,0,0,0,0,0,19,0,0,,0,0,0,0,0,1,1,1 - Gamma-Ray Neutron Temperature Log.,INITIAL,3/8/2018,3/8/2018
3/1/2022,2017,20180541,541,2714,"DOMINION ENERGY TRANSMISSION, INC.",Inter,NY,New York,STEUBEN,Woodhull,Oriskany Sand,1957,Hydrocarbon Reservoir,N-606-S,2014,4201,3600,49,2,0,0,0,0,0,49,0,0,,0,0,0,0,0,5,11,5 - Gamma-Ray Neutron Temperature Logs. 6 - Cement Bond Logs (Air Bond Logs).,INITIAL,3/8/2018,3/8/2018
3/1/2022,2017,20180624,624,2748,CONSUMERS ENERGY CO,Intra,MI,Michigan,CLARE,Cranberry Lake,Michigan Stray,1948,Hydrocarbon Reservoir,n/a,642,1296,1208,153,22,0,0,0,0,52,89,12,0,,19,0,12,0,11,52,8,Wellhead Seals Pressure Test,INITIAL,3/14/2018,3/14/2018
3/1/2022,2017,20180624,624,2748,CONSUMERS ENERGY CO,Intra,MI,Michigan,SAINT CLAIR,Four Corners,Niagaran,1972,Hydrocarbon Reservoir,FC-102,1120,2450,2168,3,3,0,0,2,0,1,2,0,0,,0,0,0,0,0,0,5,Wellhead Seals Pressure Test,INITIAL,3/14/2018,3/14/2018
3/1/2022,2017,20180624,624,2748,CONSUMERS ENERGY CO,Intra,MI,Michigan,SAINT CLAIR,Hessen,Niagaran,1976,Hydrocarbon Reservoir,"H-103, H-109",1142,2795,2475,15,9,0,0,6,3,1,14,0,0,,0,0,0,0,0,0,24,Wellhead Seals Pressure Test,INITIAL,3/14/2018,3/14/2018
3/1/2022,2017,20180624,624,2748,CONSUMERS ENERGY CO,Intra,MI,Michigan,SAINT CLAIR,Ira,Niagaran,1961,Hydrocarbon Reservoir,I-106,1123,2434,2120,12,5,0,0,3,5,3,9,0,0,,0,0,0,0,0,0,12,Wellhead Seals Pressure Test,INITIAL,3/14/2018,3/14/2018
3/1/2022,2017,20180624,624,2748,CONSUMERS ENERGY CO,Intra,MI,Michigan,MACOMB,Lenox,Niagaran,1965,Hydrocarbon Reservoir,L-105,1113,2797,2568,7,4,0,0,6,0,2,4,0,0,,0,0,0,0,0,0,11,Wellhead Seals Pressure Test,INITIAL,3/14/2018,3/14/2018
3/1/2022,2017,20180624,624,2748,CONSUMERS ENERGY CO,Intra,MI,Michigan,OAKLAND,Lyon 29,Niagaran,2004,Hydrocarbon Reservoir,Lyon 29-2,1461,3609,3269,3,0,0,0,3,0,0,3,0,0,,0,0,0,0,0,0,3,Wellhead Seals Pressure Test,INITIAL,3/14/2018,3/14/2018
3/1/2022,2017,20180624,624,2748,CONSUMERS ENERGY CO,Intra,MI,Michigan,OAKLAND,Lyon 34,Niagaran,1992,Hydrocarbon Reservoir,Lyon 2-34,1530,3589,3232,4,1,0,0,0,0,1,3,0,0,,0,0,0,0,0,0,5,Wellhead Seals Pressure Test,INITIAL,3/14/2018,3/14/2018
3/1/2022,2017,20180624,624,2748,CONSUMERS ENERGY CO,Intra,MI,Michigan,WASHTENAW,Northville Reef,Niagaran,1968,Hydrocarbon Reservoir,N-211,1270,3185,2922,3,2,0,0,0,1,0,3,0,0,,0,0,0,0,0,0,4,Wellhead Seals Pressure Test,INITIAL,3/14/2018,3/14/2018
3/1/2022,2017,20180624,624,2748,CONSUMERS ENERGY CO,Intra,MI,Michigan,ALLEGAN,Overisel,A-2 Carbonate,1960,Hydrocarbon Reservoir,"O-131, O-136, O-177, O-257",1394,2664,2571,150,25,0,3,0,0,16,0,134,0,,24,0,21,0,1,45,151,Wellhead Seals Pressure Test,INITIAL,3/14/2018,3/14/2018
3/1/2022,2017,20180624,624,2748,CONSUMERS ENERGY CO,Intra,MI,Michigan,SAINT CLAIR,Puttygut,Niagaran,1971,Hydrocarbon Reservoir,p-202,1050,2727,2410,12,12,0,2,1,11,1,11,0,0,,6,0,0,0,3,12,24,Wellhead Seals Pressure Test,INITIAL,3/14/2018,3/14/2018
3/1/2022,2017,20180624,624,2748,CONSUMERS ENERGY CO,Intra,MI,Michigan,MACOMB,Ray,Niagaran,1966,Hydrocarbon Reservoir,"R-203, R-204, R-206",1680,3244,2913,50,15,0,0,47,0,7,41,0,0,,0,0,0,0,0,1,64,Wellhead Seals Pressure Test,INITIAL,3/14/2018,3/14/2018
3/1/2022,2017,20180624,624,2748,CONSUMERS ENERGY CO,Intra,MI,Michigan,MISSAUKEE,Riverside,Michigan Stray,1952,Hydrocarbon Reservoir,n/a,588,1398,1344,50,47,0,0,0,0,9,41,0,0,,0,0,0,0,0,0,0,,INITIAL,3/14/2018,3/14/2018
3/1/2022,2017,20180624,624,2748,CONSUMERS ENERGY CO,Intra,MI,Michigan,ALLEGAN,Salem,A-2 Carbonate,1963,Hydrocarbon Reservoir,"S-215, S-305, S-309, S-314",1325,2831,2719,44,31,0,1,0,0,6,0,38,0,,0,0,6,0,0,18,44,Wellhead Seals Pressure Test,INITIAL,3/14/2018,3/14/2018
3/1/2022,2017,20180624,624,2748,CONSUMERS ENERGY CO,Intra,MI,Michigan,SAINT CLAIR,Swan Creek,Niagaran,1972,Hydrocarbon Reservoir,s-101,1123,2480,2256,1,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,Wellhead Seals Pressure Test,INITIAL,3/14/2018,3/14/2018
3/1/2022,2017,20180624,624,2748,CONSUMERS ENERGY CO,Intra,MI,Michigan,CLARE,Winterfield,Michigan Stray,1947,Hydrocarbon Reservoir,n/a,680,1434,1301,273,27,1,3,1,0,52,129,91,0,,8,1,14,0,3,28,29,Wellhead Seals Pressure Test,INITIAL,3/14/2018,3/14/2018
3/1/2022,2017,20180643,783,2859,CRANBERRY PIPELINE CORP (WV),Intra,WV,West Virginia,PUTNAM,Heizer Creek Storage,Heizer X-1,1990,Hydrocarbon Reservoir,Heizer X-1,193,2256,1723,12,0,0,0,0,0,0,10,2,0,,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/15/2018,5/24/2018
3/1/2022,2017,20180643,783,2859,CRANBERRY PIPELINE CORP (WV),Intra,WV,West Virginia,RALEIGH,Maxton,Beaver 09 Monitoring Well,2000,Hydrocarbon Reservoir,Beaver 09 Monitoring Well,284,2360,1500,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/15/2018,5/24/2018
3/1/2022,2017,20180643,783,2859,CRANBERRY PIPELINE CORP (WV),Intra,WV,West Virginia,RALEIGH,Maxton,Beaver 12 Storage,2000,Hydrocarbon Reservoir,Beaver 12,33,2304,1500,3,1,0,0,0,0,3,0,0,0,,0,0,0,0,3,0,0,,SUPPLEMENTAL,3/15/2018,5/24/2018
3/1/2022,2017,20180643,783,2859,CRANBERRY PIPELINE CORP (WV),Intra,WV,West Virginia,RALEIGH,Maxton,Beaver 38 Storage,2000,Hydrocarbon Reservoir,Beaver 38,332,2303,1500,3,1,0,0,0,0,3,0,0,0,,0,0,0,0,3,0,0,,SUPPLEMENTAL,3/15/2018,5/24/2018
3/1/2022,2017,20180643,783,2859,CRANBERRY PIPELINE CORP (WV),Intra,WV,West Virginia,RALEIGH,Maxton,Rockhouse 03 Storage,2000,Hydrocarbon Reservoir,Rockhouse 03,340,2095,1500,3,1,0,0,0,0,3,0,0,0,,0,0,0,0,3,0,0,,SUPPLEMENTAL,3/15/2018,5/24/2018
3/1/2022,2017,20180564,564,3260,DELTA NATURAL GAS CO INC,Intra,KY,Kentucky,BELL,Canada Mountain Storage,Canada Mountain Storage Field,1995,Aquifer Reservoir,Carnes #1,1020,3025,2460,8,4,1,0,0,0,8,0,0,0,,0,0,0,0,0,6,0,,INITIAL,3/9/2018,3/9/2018
3/1/2022,2017,20180622,622,4060,DOMINION ENERGY OHIO,Intra,OH,Ohio,WAYNE,Chippewa,Chippewa,1941,Hydrocarbon Reservoir,1861,1428,4021,3504,115,3,0,0,0,0,0,97,21,0,,0,0,6,0,0,4,0,,INITIAL,3/14/2018,3/14/2018
3/1/2022,2017,20180622,622,4060,DOMINION ENERGY OHIO,Intra,OH,Ohio,WAYNE,Gabor,Gabor,1961,Hydrocarbon Reservoir,2497,1457,3994,3629,38,2,0,0,0,0,0,40,0,0,,0,0,1,0,0,2,0,,INITIAL,3/14/2018,3/14/2018
3/1/2022,2017,20180622,622,4060,DOMINION ENERGY OHIO,Intra,OH,Ohio,STARK,Stark-Summit,Stark-Summit,1941,Hydrocarbon Reservoir,1611,1515,4507,3759,639,13,0,0,0,0,0,632,20,0,,0,0,34,0,0,30,0,,INITIAL,3/14/2018,3/14/2018
3/1/2022,2017,20200128,1604,4273,EGYPTIAN GAS STORAGE CORP,Intra,IL,Illinois,GALLATIN,Egyptian Gas Storage Mills Compressor Station,Mills Gas Storage Reservoir (Tar Springs Sandstone),1973,Hydrocarbon Reservoir,A.G. Mills #4,516.8,2304,2294,10,1,0,0,10,0,4,3,3,0,,0,0,0,0,0,0,0,,SUPPLEMENTAL,7/29/2020,7/29/2020
3/1/2022,2017,20180543,543,4280,EL PASO NATURAL GAS CO,Inter,NM,New Mexico,EDDY,Washington Ranch Gas Storage Field,Morrow,1982,Hydrocarbon Reservoir,WI Federal #13,2348,7041,6673,19,2,0,0,0,0,19,0,0,0,,1,0,0,0,1,1,0,,INITIAL,3/8/2018,3/8/2018
3/1/2022,2017,20180702,721,4360,ELIZABETHTOWN NATURAL GAS,Intra,KY,Kentucky,HARDIN,Cecilia Storage Field,Lego/Laurel,1972,Aquifer Reservoir,Pressure is checked at all the Cecilia Wells weekly,300,900,600,6,10,0,0,16,0,9,0,0,0,,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/26/2018,3/28/2018
3/1/2022,2017,20180585,656,4900,KINDER MORGAN TEJAS PIPELINE,Intra,TX,Texas,BRAZORIA,Stratton Ridge,LouAnn Salt,1985,Salt Cavern,NG-2,1980,3828,1500,2,0,0,0,2,0,0,2,0,0,,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/12/2018,3/15/2018
3/1/2022,2017,20180585,656,4900,KINDER MORGAN TEJAS PIPELINE,Intra,TX,Texas,HARRIS,West Clear Lake,Frio,1970,Hydrocarbon Reservoir,Well C-24,2265,5600,5400,19,6,0,0,19,3,19,0,0,0,,0,0,0,0,19,0,0,,SUPPLEMENTAL,3/12/2018,3/15/2018
3/1/2022,2017,20180362,363,6720,ATMOS ENERGY CORPORATION - COLORADO/KANSAS,Intra,KS,Kansas,MONTGOMERY,Liberty North Gas Storage Field,Squirrel Sandstone,1952,Hydrocarbon Reservoir,O3,225,655,400,22,5,0,3,27,0,0,22,0,0,,0,0,0,0,0,0,1,Alternate Test with Temperature Survey and Gamma Ray Neutron Logs.,INITIAL,3/1/2018,3/1/2018
3/1/2022,2017,20180362,363,6720,ATMOS ENERGY CORPORATION - COLORADO/KANSAS,Intra,KS,Kansas,MONTGOMERY,Liberty South Gas Storage Field,Squirrel Sandstone,1949,Hydrocarbon Reservoir,4,200,573,469,4,3,0,0,7,0,0,4,0,0,,0,0,0,0,0,0,0,,INITIAL,3/1/2018,3/1/2018
3/1/2022,2017,20180481,481,7050,HAMPSHIRE GAS CO,Inter,WV,West Virginia,HAMPSHIRE,Hampshire Gas,Augusta,1969,Hydrocarbon Reservoir,Orndorff,2500,5709,4892,6,4,0,0,0,0,0,6,0,0,,0,0,0,0,0,0,0,,INITIAL,3/6/2018,3/6/2018
3/1/2022,2017,20180481,481,7050,HAMPSHIRE GAS CO,Inter,WV,West Virginia,HAMPSHIRE,Hampshire Gas,Little Cacapon,1969,Hydrocarbon Reservoir,Lewis,2500,5763,5404,6,1,0,0,0,0,0,6,0,0,,0,0,0,0,0,0,0,,INITIAL,3/6/2018,3/6/2018
3/1/2022,2017,20180141,801,7338,HONEOYE STORAGE CORP,Inter,NY,New York,ONTARIO,Honeoye Storage Corp,Medina,1975,Hydrocarbon Reservoir,M. Gladding,1030,3298,2367,27,11,0,0,0,0,20,7,0,0,,0,0,3,0,0,6,0,,SUPPLEMENTAL,2/15/2018,5/30/2018
3/1/2022,2017,20180601,1002,8070,INDIANA GAS CO INC,Intra,IN,Indiana,MONROE,Hindustan Storage Field,Muscatatuck,1964,Hydrocarbon Reservoir,UHD-046 Musgrave #5,260.2,847,730,10,3,0,0,10,0,0,10,0,0,,0,0,0,1,0,3,0,,SUPPLEMENTAL,3/13/2018,12/18/2018
3/1/2022,2017,20180601,1002,8070,INDIANA GAS CO INC,Intra,IN,Indiana,CLARK,Sellersburg Storage Field,Dutchtown,1968,Aquifer Reservoir,SEK-015 Friend #03,659.4,1527,1360,13,6,0,0,13,0,0,13,0,0,,0,0,0,0,0,12,0,,SUPPLEMENTAL,3/13/2018,12/18/2018
3/1/2022,2017,20180601,1002,8070,INDIANA GAS CO INC,Intra,IN,Indiana,MONROE,Unionville Storage Field,Muscatatuck,1954,Hydrocarbon Reservoir,UNO-009 E. Young #02,272,962,722,47,18,0,1,47,0,0,47,0,0,,0,0,0,5,0,9,0,,SUPPLEMENTAL,3/13/2018,12/18/2018
3/1/2022,2017,20180601,1002,8070,INDIANA GAS CO INC,Intra,IN,Indiana,WHITE,Wolcott Storage Field,Trenton,1958,Aquifer Reservoir,WOT-051 Bahler #01,318.27,970,921,36,17,0,0,36,0,0,36,0,0,,0,0,0,0,0,9,0,,SUPPLEMENTAL,3/13/2018,12/18/2018
3/1/2022,2017,20180653,653,11032,SPIRE MISSOURI INC. EAST,Intra,MO,Missouri,SAINT LOUIS,Florissant Dome,St. Peter Sandstone,1953,Aquifer Reservoir,Peimann 1-UGS,619.4,1720,1352,36,32,0,1,0,0,0,36,0,0,,1,0,1,0,0,2,0,,INITIAL,3/15/2018,3/15/2018
3/1/2022,2017,20180608,608,11824,LOUISVILLE GAS & ELECTRIC CO,Intra,KY,Kentucky,METCALFE,Center Storage Field,Laurel,1968,Hydrocarbon Reservoir,Danny Crain #2,198.1,600,545,49,67,0,34,0,0,2,47,0,0,,0,0,0,3,0,1,0,,INITIAL,3/13/2018,3/13/2018
3/1/2022,2017,20180608,608,11824,LOUISVILLE GAS & ELECTRIC CO,Intra,KY,Kentucky,MEADE,Doe Run Storage Field,Jeffersonville,1946,Aquifer Reservoir,Baskett #4,249,750,450,86,16,0,6,0,0,8,78,0,0,,0,0,0,0,0,3,0,,INITIAL,3/13/2018,3/13/2018
3/1/2022,2017,20180608,608,11824,LOUISVILLE GAS & ELECTRIC CO,Intra,KY,Kentucky,LARUE,Magnolia Deep Storage Field,Laurel,1962,Hydrocarbon Reservoir,D. Skaggs #8,186.7,660,401,46,21,0,0,0,0,4,42,0,0,,0,0,0,0,0,4,0,,INITIAL,3/13/2018,3/13/2018
3/1/2022,2017,20180608,608,11824,LOUISVILLE GAS & ELECTRIC CO,Intra,KY,Kentucky,LARUE,Magnolia Upper Storage Field,Lego,1958,Hydrocarbon Reservoir,A. Ford #8,187.3,701,342,69,9,0,0,0,0,13,56,0,0,,0,0,0,0,0,2,0,,INITIAL,3/13/2018,3/13/2018
3/1/2022,2017,20180608,608,11824,LOUISVILLE GAS & ELECTRIC CO,Intra,KY,Kentucky,MEADE,Muldraugh Storage Field,Jeffersonville,1931,Hydrocarbon Reservoir,Walker #8,228,563,460,50,5,0,0,0,0,3,47,0,0,,0,0,0,0,0,1,0,,INITIAL,3/13/2018,3/13/2018
3/1/2022,2017,20180021,21,12350,"CENTERPOINT ENERGY RESOURCES CORP., DBA CENTERPOINT ENERGY MINNESOTA GAS",Intra,MN,Minnesota,WASECA,Waterville Underground Storage,Mt. Simon 'A',1968,Aquifer Reservoir,Grubish 3A,320,950,887,27,40,0,0,0,0,0,0,27,0,,0,0,0,0,0,4,0,,INITIAL,2/5/2018,2/5/2018
3/1/2022,2017,20180610,610,12408,DTE GAS COMPANY,Intra,MI,Michigan,SAINT CLAIR,Belle River Mills,Belle River Mills / China Section 12,1965,Hydrocarbon Reservoir,U Douglas 1,1548,2511,2145,31,15,0,0,32,0,0,31,0,0,,0,0,3,0,0,1,0,,INITIAL,3/13/2018,3/13/2018
3/1/2022,2017,20180610,610,12408,DTE GAS COMPANY,Intra,MI,Michigan,SAINT CLAIR,Columbus,Columbus Section 20 and 23,1971,Hydrocarbon Reservoir,Columbus 5,1800,3105,2669,19,7,0,0,21,0,0,19,0,0,,0,0,1,0,0,0,0,,INITIAL,3/13/2018,3/13/2018
3/1/2022,2017,20180610,610,12408,DTE GAS COMPANY,Intra,MI,Michigan,MONTCALM,W C Taggart,Edmore - Rolland - Six Lakes,1953,Hydrocarbon Reservoir,Six Lakes 32,735,1303,1209,45,37,0,12,0,0,0,45,0,0,,0,0,1,0,0,3,0,,INITIAL,3/13/2018,3/13/2018
3/1/2022,2017,20180610,610,12408,DTE GAS COMPANY,Inter,MI,Michigan,MACOMB,Washington 10 Complex,Washington 10 - Washington 28 - Shelby Section 2,1990,Hydrocarbon Reservoir,Couch Estate 3-10,2122,3502,2738,27,14,0,0,35,0,0,27,0,0,,0,0,0,0,0,2,0,,INITIAL,3/13/2018,3/13/2018
3/1/2022,2017,20180610,610,12408,DTE GAS COMPANY,Intra,MI,Michigan,SAINT CLAIR,West Columbus,West Columbus,1973,Hydrocarbon Reservoir,West Columbus 11,1800,3234,2872,20,4,0,0,21,0,0,20,0,0,,0,0,0,0,0,1,0,,INITIAL,3/13/2018,3/13/2018
3/1/2022,2017,20180563,563,12420,MICHIGAN GAS UTILITIES CO,Intra,MI,Michigan,CALHOUN,Cortright Storage Field,Cortright Storage,1976,Hydrocarbon Reservoir,Cortright 1 or 2,1350,3300,3160,2,0,0,0,0,2,0,2,0,0,,0,0,0,0,0,0,0,,INITIAL,3/9/2018,3/9/2018
3/1/2022,2017,20180563,563,12420,MICHIGAN GAS UTILITIES CO,Intra,MI,Michigan,CALHOUN,Lee 3 Storage Field,Lee 3 Storage,1992,Hydrocarbon Reservoir,Mott 1-35,1380,3380,3220,3,1,0,0,0,3,0,3,0,0,,0,0,0,0,0,0,0,,INITIAL,3/9/2018,3/9/2018
3/1/2022,2017,20180563,563,12420,MICHIGAN GAS UTILITIES CO,Intra,MI,Michigan,CALHOUN,Lee 3A Storage Field,Lee 3A Storage,1992,Hydrocarbon Reservoir,Dailey 1-4,1380,3380,3220,2,0,0,0,0,2,0,2,0,0,,0,0,0,0,0,1,0,,INITIAL,3/9/2018,3/9/2018
3/1/2022,2017,20180563,563,12420,MICHIGAN GAS UTILITIES CO,Intra,MI,Michigan,CALHOUN,Partello/Anderson Storage Field,Partello/Anderson,1971,Hydrocarbon Reservoir,Earl Midlam #1,900,3250,3140,6,6,0,0,0,7,0,6,0,0,,0,0,1,0,0,0,1,GR-N,INITIAL,3/9/2018,3/9/2018
3/1/2022,2017,20180606,606,12576,"ENABLE MISSISSIPPI RIVER TRANSMISSION, LLC",Inter,LA,Louisiana,LINCOLN,East Unionville,Vaughn,1973,Hydrocarbon Reservoir,ES-4,2709,9026,8644,32,6,0,0,32,0,15,0,17,0,,0,0,0,0,0,0,0,,INITIAL,3/13/2018,3/13/2018
3/1/2022,2017,20180606,606,12576,"ENABLE MISSISSIPPI RIVER TRANSMISSION, LLC",Inter,IL,Illinois,MADISON,St. Jacob,St. Peter,1963,Aquifer Reservoir,NS-6,1257,3002,2854,9,6,0,0,0,0,9,0,0,0,,0,0,0,0,0,0,0,,INITIAL,3/13/2018,3/13/2018
3/1/2022,2017,20180606,606,12576,"ENABLE MISSISSIPPI RIVER TRANSMISSION, LLC",Inter,LA,Louisiana,LINCOLN,West Unionville,Vaughn,1969,Hydrocarbon Reservoir,O-4,268,9114,8596,31,10,0,0,31,0,13,0,18,0,,0,0,0,0,0,0,0,,INITIAL,3/13/2018,3/13/2018
