DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,LNG_FACILITY_ID,FACILITY_NAME,PARTCECINC,PARTCECPPE,PARTCECSTANK,PARTCECOTHLOC,PARTCECTOTAL,PARTCICINC,PARTCICPPE,PARTCICSTANK,PARTCICOTHLOC,PARTCICTOTAL,PARTCNFDMGINC,PARTCNFDMGPPE,PARTCNFDMGSTANK,PARTCNFDMGOTHLOC,PARTCNFDMGTOTAL,PARTCEXDMGINC,PARTCEXDMGPPE,PARTCEXDMGSTANK,PARTCEXDMGOTHLOC,PARTCEXDMGTOTAL,PARTCOUTDMGINC,PARTCOUTDMGPPE,PARTCOUTDMGSTANK,PARTCOUTDMGOTHLOC,PARTCOUTDMGTOTAL,PARTCCIFINC,PARTCCIFPPE,PARTCCIFSTANK,PARTCCIFOTHLOC,PARTCCIFTOTAL,PARTCMFGINC,PARTCMFGIFPPE,PARTCMFGSTANK,PARTCMFGOTHLOC,PARTCMFGTOTAL,PARTCLOWTEMPINC,PARTCLOWTEMPPPE,PARTCLOWTEMPSTANK,PARTCLOWTEMPOTHLOC,PARTCLOWTEMPTOTAL,PARTCEQUIPFINC,PARTCEQUIPFPPE,PARTCEQUIPFSTANK,PARTCEQUIPFOTHLOC,PARTCEQUIPFTOTAL,PARTCINOPERINC,PARTCINOPERPPE,PARTCINOPERSTANK,PARTCINOPEROTHLOC,PARTCINOPERTOTAL,PARTCOCAUSEINC,PARTCOCAUSEPPE,PARTCOCAUSESTANK,PARTCOCAUSEOTHLOC,PARTCOCAUSETOTAL,PARTCINCTOTAL,PARTCPPETOTAL,PARTCSTANKTOTAL,PARTCOTHLOCTOTAL,PARTCTOTAL,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE,,,
03/01/22,2019,20200084,1058,1209,COLUMBIA GAS OF MASSACHUSETTS,2211,EASTON LNG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,INITIAL,3/13/2020,3/13/2020,,,
03/01/22,2019,20200084,1058,1209,COLUMBIA GAS OF MASSACHUSETTS,2212,LUDLOW LNG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,INITIAL,3/13/2020,3/13/2020,,,
03/01/22,2019,20200075,1049,1344,BERKSHIRE GAS CO,2219,WHATELY LNG PLANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,INITIAL,3/11/2020,3/11/2020,,,
03/01/22,2019,20200053,1027,1640,BOSTON GAS CO,2120,LYNN LNG PLANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,INITIAL,3/5/2020,3/5/2020,,,
03/01/22,2019,20200053,1027,1640,BOSTON GAS CO,2121,SALEM LNG PLANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,INITIAL,3/5/2020,3/5/2020,,,
03/01/22,2019,20200053,1027,1640,BOSTON GAS CO,2122,COMMERCIAL POINT DORCHESTER-MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,INITIAL,3/5/2020,3/5/2020,,,
03/01/22,2019,20200050,1024,1800,KEYSPAN ENERGY DELIVERY - NY CITY,2054,LNG PLANT GREENPOINT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,INITIAL,3/5/2020,3/5/2020,,,
03/01/22,2019,20200054,1028,2066,CAPE COD GAS CO (DIV OF COLONIAL GAS CO),2088,LNG PLANT WAREHAM-MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,INITIAL,3/5/2020,3/5/2020,,,
03/01/22,2019,20200054,1028,2066,CAPE COD GAS CO (DIV OF COLONIAL GAS CO),2089,LNG PLANT SOUTH YARMOUTH-MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,INITIAL,3/5/2020,3/5/2020,,,
03/01/22,2019,20200025,980,2288,CHATTANOOGA GAS CO,2083,CHATTANOOGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,INITIAL,2/16/2020,2/16/2020,,,
03/01/22,2019,20200080,1054,2616,"COLUMBIA GAS TRANSMISSION, LLC",2150,CHESAPEAKE LNG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,INITIAL,3/12/2020,3/12/2020,,,
03/01/22,2019,20200007,959,2700,CONNECTICUT NATURAL GAS CORP,2021,"Rocky Hill, CT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,INITIAL,1/20/2020,1/20/2020,,,
03/01/22,2019,20200002,954,2704,CONSOLIDATED EDISON CO OF NEW YORK,1982,ASTORIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,INITIAL,1/6/2020,1/6/2020,,,
03/01/22,2019,20200058,1032,3240,DELMARVA POWER & LIGHT COMPANY,2162,DELMARVA POWER & LIGHT LNG PLANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,INITIAL,3/5/2020,3/5/2020,,,
03/01/22,2019,20200076,1050,3411,DISTRIGAS OF MASSACHUSETTS LLC,2220,EVERETT MARINE TERMINAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,INITIAL,3/12/2020,3/12/2020,,,
03/01/22,2019,20200022,977,4070,"EAST TENNESSEE NATURAL GAS, LLC (SPECTRA ENERGY PARTNERS, LP)",2033,Kingsport LNG Plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,INITIAL,2/13/2020,2/13/2020,,,
03/01/22,2019,20200032,997,4350,ELIZABETHTOWN GAS CO,2051,ERIE ST PLANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,INITIAL,2/25/2020,2/25/2020,,,
03/01/22,2019,20200052,1026,4547,ESSEX COUNTY GAS CO,2090,LNG PLANT HAVERHILL-MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,INITIAL,3/5/2020,3/5/2020,,,
03/01/22,2019,20200009,961,5200,FITCHBURG GAS & ELECTRIC LIGHT CO,2023,WESTMINSTER LNG FACILITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,INITIAL,1/21/2020,1/21/2020,,,
03/01/22,2019,20200066,1040,6243,HAWAII GAS,2165,Hawaii Gas LNG Transfer System,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,INITIAL,3/9/2020,3/9/2020,,,
03/01/22,2019,20200013,965,6790,GREENVILLE UTILITIES COMMISSION,2029,LNG PLANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,INITIAL,1/27/2020,1/27/2020,,,
03/01/22,2019,20200014,966,7330,"HOLYOKE GAS & ELECTRIC DEPT, CITY OF",2030,MUELLER RD CONTROL CENTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,INITIAL,1/27/2020,1/27/2020,,,
03/01/22,2019,20200057,1031,7351,HOPKINTON LNG CO,2102,HOPKINTON LNG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,INITIAL,3/5/2020,3/5/2020,,,
03/01/22,2019,20200006,968,8160,INTERMOUNTAIN GAS CO,2035,NAMPA LNG PLANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SUPPLEMENTAL,1/16/2020,2/3/2020,,,
03/01/22,2019,20200006,968,8160,INTERMOUNTAIN GAS CO,2036,REXBURG SATELLITE LNG FACILITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SUPPLEMENTAL,1/16/2020,2/3/2020,,,
03/01/22,2019,20200051,1025,11713,KEYSPAN ENERGY DELIVERY - LONG ISLAND,2053,HOLTSVILLE LNG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,INITIAL,3/5/2020,3/5/2020,,,
03/01/22,2019,20200063,1066,11856,COLONIAL GAS CO - LOWELL DIV,2243,Portable vaporizer 26-19606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/6/2020,4/6/2020,,,
03/01/22,2019,20200063,1066,11856,COLONIAL GAS CO - LOWELL DIV,2244,Portable vaporizer 30-20077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/6/2020,4/6/2020,,,
03/01/22,2019,20200063,1066,11856,COLONIAL GAS CO - LOWELL DIV,2245,Portable vaporizer 60-18858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/6/2020,4/6/2020,,,
03/01/22,2019,20200063,1066,11856,COLONIAL GAS CO - LOWELL DIV,2246,Portable vaporizer 90-18850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/6/2020,4/6/2020,,,
03/01/22,2019,20200063,1066,11856,COLONIAL GAS CO - LOWELL DIV,2247,Portable vaporizer 200-19521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/6/2020,4/6/2020,,,
03/01/22,2019,20200063,1066,11856,COLONIAL GAS CO - LOWELL DIV,2248,Portable vaporizer 200-18859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/6/2020,4/6/2020,,,
03/01/22,2019,20200063,1066,11856,COLONIAL GAS CO - LOWELL DIV,2249,Portable vaporizer 250-20113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/6/2020,4/6/2020,,,
03/01/22,2019,20200063,1066,11856,COLONIAL GAS CO - LOWELL DIV,2250,Portable vaporizer 250-20114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/6/2020,4/6/2020,,,
03/01/22,2019,20200063,1066,11856,COLONIAL GAS CO - LOWELL DIV,2251,Portable vaporizer 250-Fontaine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/6/2020,4/6/2020,,,
03/01/22,2019,20200063,1066,11856,COLONIAL GAS CO - LOWELL DIV,2252,Portable vaporizer 250-Transcraft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/6/2020,4/6/2020,,,
03/01/22,2019,20200063,1066,11856,COLONIAL GAS CO - LOWELL DIV,2253,LNG PLANT TEWKSBURY-MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/6/2020,4/6/2020,,,
03/01/22,2019,20200063,1066,11856,COLONIAL GAS CO - LOWELL DIV,2255,Portable vaporizer ambient 120-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/6/2020,4/6/2020,,,
03/01/22,2019,20200041,1006,12342,MEMPHIS LIGHT GAS & WATER DIVISION,2154,CAPLEVILLE LNG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,INITIAL,2/28/2020,2/28/2020,,,
03/01/22,2019,20200041,1006,12342,MEMPHIS LIGHT GAS & WATER DIVISION,2155,ARLINGTON LNG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,INITIAL,2/28/2020,2/28/2020,,,
03/01/22,2019,20200070,1044,12350,"CENTERPOINT ENERGY RESOURCES CORP., DBA CENTERPOINT ENERGY MINNESOTA GAS",2199,Ambient Portable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,INITIAL,3/10/2020,3/10/2020,,,
03/01/22,2019,20200070,1044,12350,"CENTERPOINT ENERGY RESOURCES CORP., DBA CENTERPOINT ENERGY MINNESOTA GAS",2200,DAKOTA STATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,INITIAL,3/10/2020,3/10/2020,,,
03/01/22,2019,20200070,1044,12350,"CENTERPOINT ENERGY RESOURCES CORP., DBA CENTERPOINT ENERGY MINNESOTA GAS",2201,Waterbath Portable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,INITIAL,3/10/2020,3/10/2020,,,
03/01/22,2019,20200034,999,12390,METROPOLITAN UTILITIES DISTRICT,2146,LIQUEFIED NATURAL GAS PLANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,INITIAL,2/26/2020,2/26/2020,,,
03/01/22,2019,20200010,962,12444,MIDDLEBOROUGH GAS & ELECTRIC DEPT,2024,VINE STREET LNG PLANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,INITIAL,1/21/2020,1/21/2020,,,
03/01/22,2019,20200044,1009,13299,NEW JERSEY NATURAL GAS CO,2166,MANAHAWKIN LNG PLANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,INITIAL,3/3/2020,3/3/2020,,,
03/01/22,2019,20200044,1009,13299,NEW JERSEY NATURAL GAS CO,2167,HOWELL LNG PLANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,INITIAL,3/3/2020,3/3/2020,,,
03/01/22,2019,20200064,1038,13480,NIAGARA MOHAWK POWER CORP,2117,Exeter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,INITIAL,3/6/2020,3/6/2020,,,
03/01/22,2019,20200064,1038,13480,NIAGARA MOHAWK POWER CORP,2118,Cumberland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,INITIAL,3/6/2020,3/6/2020,,,
